Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jaipur,Thiruvananthapuram,Amaravati
2019-12-06,50.36,31.36,17.05,103.48,67.92,57.07,32.85,37.31,74.38,25.23,20.38,61.78,16.84,15.42
2019-12-07,51.27,34.96,19.28,107.56,84.03,63.02,33.08,46.84,64.22,18.06,18.86,56.82,17.66,12.92
2019-12-08,51.02,26.74,26.23,137.04,59.6,58.8,29.65,57.49,78.46,16.04,21.4,67.66,14.57,8.54
2019-12-09,38.77,30.66,31.82,114.07,44.55,60.95,28.47,44.86,93.64,21.67,23.71,66.75,21.91,11.55
2019-12-10,36.8,28.35,24.72,115.07,59.81,68.58,31.49,38.43,106.34,44.11,21.02,88.16,20.7,17.97
2019-12-11,29.66,29.6,32.61,138.71,73.2,71.52,36.44,60.46,106.38,45.5,20.34,79.62,21.56,15.96
2019-12-12,16.14,27.89,21.33,76.85,58.51,79.89,30.6,31.44,45.76,54.98,17.56,35.13,20.5,13.15
2019-12-13,10.69,27.01,25.69,32.94,16.0,57.49,23.17,14.62,26.85,28.61,22.04,38.65,18.53,11.24
2019-12-14,10.69,27.35,31.9,43.17,18.03,60.45,24.88,13.84,24.26,16.72,21.92,34.56,14.52,8.77
2019-12-15,7.76,23.24,30.77,43.01,20.85,65.19,22.09,18.67,24.64,15.44,20.2,34.72,21.28,11.48
2019-12-16,13.94,27.99,25.96,36.0,15.41,67.28,27.36,13.89,17.09,17.03,21.73,33.14,23.97,12.93
2019-12-17,16.65,31.1,22.7,40.32,12.1,66.23,33.48,11.64,19.1,16.78,21.65,47.37,12.22,17.18
2019-12-18,19.22,34.26,24.6,48.79,13.78,59.3,37.04,11.77,29.15,16.91,21.71,67.99,23.3,11.09
2019-12-19,33.61,34.57,21.11,72.47,16.88,64.03,32.73,25.76,62.44,16.67,21.16,57.15,20.74,11.31
2019-12-20,32.46,37.72,20.82,66.4,29.06,79.62,38.9,30.178,49.85,16.34,21.0,67.34,21.16,12.69
2019-12-21,24.92,28.63,25.58,57.35,44.87,88.32,33.96,34.596000000000004,43.97,29.5,21.88,55.27,25.32,9.82
2019-12-22,11.75,25.64,22.47,36.7,25.65,72.93,28.6,39.014,22.55,17.06,20.52,38.33,18.84,8.46
2019-12-23,10.16,31.8,25.99,44.43,17.99,72.19,28.3,43.432,26.68,20.51,21.79,63.24,20.62,8.68
2019-12-24,11.16,31.31,25.04,64.46,17.81,77.07,24.29,47.85,47.45,24.62,18.23,40.83,32.04,9.37
2019-12-25,12.85,27.4,25.26,40.79,19.02,69.58,23.25,43.25,22.66,30.37,19.5,65.71,15.91,8.41
2019-12-26,20.2,29.65,30.75,41.2,24.25,58.34,24.52,39.17,28.02,46.34,20.2,96.58,15.81,9.79
2019-12-27,37.37,32.59,33.61,54.95,49.95,70.12,26.15,49.02,42.25,54.01,19.7,96.65,38.7,12.21
2019-12-28,30.71,27.78,32.37,83.47,57.03,63.78,28.11,49.18,56.67,21.25,19.14,82.95,28.18,10.17
2019-12-29,44.52,26.31,20.92,61.51,51.12,62.91,31.18,48.57,48.94,13.07,19.25,70.51,23.01,7.89
2019-12-30,45.8,27.79,18.99,79.04,49.67,62.84,26.86,64.26,53.7,21.58,17.36,55.85,23.22,8.09
2019-12-31,15.85,27.48,20.97,64.57,85.91,54.33,22.41,82.49,36.79,20.78,19.75,40.45,23.62,8.05
2020-01-01,8.99,26.74,18.7,135.0,118.48,85.81,19.3,81.09,109.35,17.06,18.95,33.18,20.09,7.81
2020-01-02,9.73,30.18,19.86,143.71,83.02,55.87,20.49,78.83,158.65,18.51,18.85,32.49,18.82,7.87
2020-01-03,12.65,26.92,20.62,131.13,61.45,59.18,18.87,70.31,116.86,15.18,18.02,44.62,23.57,8.67
2020-01-04,16.84,41.89,18.64,110.2,57.73,53.59,22.36,73.4,79.89,14.88,19.27,55.68,18.82,11.83
2020-01-05,11.53,29.52,13.3,54.3,46.25,67.61,24.59,52.81,50.15,12.18,17.61,69.22,15.92,8.31
2020-01-06,13.58,31.18,15.93,60.14,69.59,63.21,25.69,58.67,64.09,13.76,20.35,54.28,24.79,7.75
2020-01-07,16.56,32.13,15.99,46.56,78.58,85.98,21.53,84.61,29.54,16.93,19.28,35.02,28.0,8.0
2020-01-08,9.74,28.53,24.25,45.09,51.08,50.91,19.35,86.53,39.74,15.96,18.84,36.53,14.51,7.58
2020-01-09,8.7,32.74,26.55,31.03,39.14,54.9,22.57,62.86,16.63,61.67,19.07,34.16,21.74,8.52
2020-01-10,7.55,35.92,27.69,50.71,35.09,65.51,21.49,64.39,24.27,14.47,19.48,42.59,21.84,14.02
2020-01-11,8.79,28.01,30.05,69.66,66.13,72.78,29.49,73.54,33.37,17.42,19.5,69.15,25.34,10.31
2020-01-12,16.65,30.05,20.28,113.97,90.26,92.98,30.97,71.96,86.82,18.71,18.76,64.2,19.01,10.84
2020-01-13,15.32,41.27,22.56,84.22,43.38,47.02,33.07,91.2,54.35,54.02,19.68,56.52,22.24,13.1
2020-01-14,10.29,43.97,33.44,40.99,63.95,46.51,25.37,94.37,22.02,72.95,17.82,34.28,21.71,8.76
2020-01-15,10.43,37.49,20.74,54.26,82.0,49.11,15.62,98.56,31.74,42.92,19.38,29.3,20.0,7.27
2020-01-16,9.34,37.98,19.86,51.19,30.77,47.2,13.92,99.28,34.0,19.5,19.25,37.59,23.08,6.65
2020-01-17,22.26,43.73,18.78,49.2,51.64,62.5,19.17,69.02,30.27,15.46,19.65,61.39,20.17,7.83
2020-01-18,30.87,28.93,15.06,60.8,41.39,77.28,22.59,75.21,46.05,16.89,18.75,56.51,22.34,6.43
2020-01-19,20.59,25.93,22.8,36.38,38.53,93.9,22.0,81.16,16.57,28.09,19.25,49.87,20.12,7.18
2020-01-20,22.94,35.46,33.31,49.07,39.0,93.54,23.89,97.6,24.18,18.31,19.06,61.52,23.15,11.99
2020-01-21,36.81,33.87,30.54,83.32,80.41,104.64,24.07,141.74,44.61,12.78,19.14,33.96,20.99,11.81
2020-01-22,26.48,31.73,29.44,82.89,73.94,110.22,23.56,115.78,70.21,14.21,19.58,37.73,21.27,10.17
2020-01-23,15.61,30.61,23.65,33.47,34.1,84.15,31.09,99.05,25.35,42.87,17.86,45.77,22.52,12.04
2020-01-24,3.56,40.6,36.45,45.88,44.3,76.32,37.99,90.8,20.95,39.27,19.14,49.44,19.01,10.21
2020-01-25,26.05,49.87,33.21,84.2,64.83,85.32,36.22,119.9,59.05,45.89,20.05,90.0,20.7,7.55
2020-01-26,74.5,48.99,31.63,95.06,57.59,88.43,34.1,130.35,68.45,37.2,18.16,94.75,15.71,10.2
2020-01-27,21.94,46.01,29.51,116.25,72.79,50.18,30.46,131.91,67.28,12.72,19.76,36.02,17.9,11.14
2020-01-28,17.23,34.73,26.08,37.97,38.85,45.51,23.94,124.91,24.89,42.33,20.45,35.84,18.86,9.89
2020-01-29,25.69,38.26,21.46,48.65,17.61,34.71,28.53,96.2,24.98,30.68,19.55,38.02,21.31,6.72
2020-01-30,38.15,53.47,18.86,50.9,22.33,62.06,29.56,70.53,27.33,33.98,19.39,43.67,17.2,9.13
2020-01-31,51.39,35.68,18.27,53.46,30.3,70.91,30.84,90.82,30.09,21.91,19.02,45.15,19.26,11.29
2020-02-01,37.8,30.74,16.95,67.5,30.33,75.13,30.19,84.26,59.99,22.03,35.17333333333333,48.57,16.72,8.68
2020-02-02,25.67,23.37,13.98,54.17,30.67,81.8,22.65,73.98,22.77,14.34,51.32666666666667,41.75,15.36,7.22
2020-02-03,29.93,35.34,15.2,73.96,46.46,67.27,24.72,96.95,49.36,12.42,67.48,39.87,20.58,9.27
2020-02-04,51.22,33.89,17.53,115.76,71.28,55.74,24.15,161.95,68.71,43.31,36.62,34.34,18.92,10.14
2020-02-05,51.88,32.31,20.76,67.5,30.36,82.28,26.52,117.13,44.67,52.77,26.8,42.45,17.58,8.46
2020-02-06,31.62,37.61,32.42,60.54,42.4,51.75,29.82,163.1,27.51,21.18,27.36,43.42,16.31,11.37
2020-02-07,43.78,32.33,23.09,88.53,31.96,68.25,21.89,197.71,63.61,33.05,28.51,36.62,16.61,6.98
2020-02-08,37.58,30.83,18.18,54.41,44.47,61.71,24.59,165.36,24.38,11.31,26.63,40.92,17.3,7.33
2020-02-09,24.54,26.24,15.08,60.36,60.7,44.17,23.16,126.92,27.19,11.9,27.37,55.18,16.08,10.34
2020-02-10,29.5,26.76,15.14,82.69,52.76,51.98,23.63,115.49,45.28,13.71,26.59,80.83,19.62,9.51
2020-02-11,36.51,27.96,27.78,107.57,55.47,62.47,23.38,102.79,61.05,15.0,26.72,70.23,20.62,9.3
2020-02-12,48.05,27.32,28.76,64.65,49.52,76.66,27.32,64.03,25.8,16.65,27.73,68.55,15.94,11.02
2020-02-13,63.19,38.56,24.45,37.63,45.13,94.87,32.56,103.98,15.27,50.78,26.66,86.21,21.6,16.33
2020-02-14,42.05,49.0,24.59,30.48,24.24,82.04,52.12,113.68,13.91,28.9,27.0,44.09,27.09,10.44
2020-02-15,51.25,56.07,27.25,41.54,35.28,82.97,51.8,96.69,14.52,28.05,27.39,62.63,23.14,14.46
2020-02-16,41.44,32.5,21.01,70.95,44.98,73.92,34.66,152.09,27.6,22.19,26.33,92.47,19.38,9.09
2020-02-17,52.43,45.43,23.12,88.49,40.52,95.3,35.83,148.93,45.01,26.22,27.62,119.71,29.22,10.57
2020-02-18,67.01,38.88,34.56,67.21,32.47,101.97,33.53,108.66,43.18,24.13,27.13,135.91,25.09,9.98
2020-02-19,70.43,34.52,26.62,111.77,60.97,110.76,32.04,126.38,58.19,19.43,27.02,90.02,27.45,9.58
2020-02-20,51.18,34.36,22.64,32.65,25.81,84.24,21.75,127.25,14.81,10.92,27.53,34.97,29.23,8.68
2020-02-21,33.57,26.87,40.21,26.24,15.54,62.63,18.73,61.08,16.98,13.88,27.52,34.82,30.22,7.74
2020-02-22,29.36,26.23,15.94,50.12,20.03,80.8,21.61,72.16,22.97,14.56,38.34,33.16,30.14,8.34
2020-02-23,28.19,23.7,13.32,61.5,28.23,95.9,19.69,95.65,27.49,25.79,35.85,30.65,26.02,9.3
2020-02-24,44.41,28.15,19.03,51.6,29.39,92.03,20.91,81.91,25.38,25.88,27.54,42.84,30.68,6.53
2020-02-25,69.62,33.28,18.97,52.38,18.12,86.91,21.56,68.27,20.71,20.31,29.17,56.92,30.7,7.64
2020-02-26,113.23,30.32,14.06,78.58,25.11,67.68,26.33,93.46,53.33,22.62,29.73,40.15,27.43,8.99
2020-02-27,114.42,33.19,15.26,46.13,25.25,85.28,23.77,96.74,26.6,12.93,27.62,47.99,27.4,9.33
2020-02-28,87.59,29.54,16.35,26.32,30.59,132.6,19.28,79.46,20.91,23.69,26.33,35.85,31.28,7.67
2020-02-29,49.93,30.87,23.07,27.57,28.17,120.01,16.14,98.58,20.29,21.61,29.03,41.52,28.6,6.96
2020-03-01,45.76,21.37,14.59,41.36,23.27,55.78,17.73,96.77,29.38,22.98,27.8,25.74,20.74,5.77
2020-03-02,47.92,32.36,18.88,85.92,29.8,77.28,20.68,94.16,57.29,24.56,27.44,38.45,27.52,8.11
2020-03-03,45.29,35.82,25.41,71.98,26.55,46.47,17.39,111.01,71.38,28.8,27.5,37.78,31.6,7.77
2020-03-04,20.69,39.86,23.69,60.78,31.62,48.46,22.73,96.2,68.35,21.24,26.5,34.56,33.09,8.95
2020-03-05,18.08,30.95,22.63,28.54,21.35,43.7,27.67,80.49,24.71,12.38,28.12,27.95,37.12,5.94
2020-03-06,22.0,25.33,17.01,29.75,15.52,40.01,18.67,53.75,24.08,9.84,26.82,35.31,25.21,4.48
2020-03-07,29.25,28.22,19.21,34.85,15.38,38.51,21.69,70.27,26.92,10.19,27.07,50.35,15.69,5.28
2020-03-08,27.93,22.73,13.11,61.74,16.55,52.07,17.67,80.27,45.99,16.78,26.88,37.66,10.24,6.03
2020-03-09,20.2,24.69,18.79,34.79,17.5,48.52,18.72,67.04,22.26,13.74,26.87,38.91,12.49,7.78
2020-03-10,10.25,23.81,20.54,29.74,17.11,39.93,17.74,64.66,23.64,13.35,28.37,20.22,15.96,6.12
2020-03-11,13.13,27.1,17.42,24.99,19.34,32.6,20.78,67.25,20.72,14.45,28.04,25.5,17.83,4.92
2020-03-12,19.72,30.35,17.21,39.57,20.78,42.67,22.99,86.43,24.22,14.57,27.31,40.12,17.78,4.83
2020-03-13,17.38,30.03,28.29,49.0,16.11,42.95,19.82,84.2,30.07,11.85,26.98,51.48,19.63,4.88
2020-03-14,20.2,28.63,25.01,32.7,25.87,46.5,21.84,66.39,18.59,15.55,28.28,30.43,15.23,5.91
2020-03-15,19.1,23.19,19.31,46.69,28.06,84.12,21.68,57.98,24.04,17.16,27.07,30.67,12.35,6.02
2020-03-16,19.65,23.54,17.69,44.12,34.29,95.94,22.5,54.3,21.39,18.72,27.5,31.21,14.77,7.16
2020-03-17,30.33,22.33,16.23,48.87,45.35,125.6,22.98,57.58,22.97,22.04,27.98,44.0,15.24,6.32
2020-03-18,33.18,25.9,16.71,53.31,39.94,89.72,24.45,64.18,35.47,31.98,25.35,54.49,18.01,7.05
2020-03-19,31.13,27.94,18.85,59.24,32.38,49.39,24.66,58.24,36.81,45.87,27.28,48.53,15.9,6.23
2020-03-20,13.3,24.16,16.27,55.88,44.61,45.69,18.77,70.61,26.78,27.93,27.42,25.96,18.68,5.67
2020-03-21,22.73,32.76,16.23,54.04,26.71,38.19,19.21,79.79,21.9,24.88,27.21,28.98,15.88,4.18
2020-03-22,12.99,14.52,11.4,30.31,15.47,20.96,16.82,66.81,25.12,23.13,26.89,15.99,12.15,3.42
2020-03-23,17.08,20.75,13.48,25.31,15.56,20.27,12.92,64.96,16.31,17.39,27.64,19.12,12.5,3.73
2020-03-24,14.5,16.61,13.16,26.48,17.97,22.74,11.79,80.41,17.3,33.71,27.27,21.71,9.77,3.69
2020-03-25,19.44,11.41,9.79,22.57,14.18,21.67,11.53,66.72,15.59,21.35,27.91,15.89,10.05,3.41
2020-03-26,17.61,10.63,13.84,17.41,9.05,21.6,11.39,65.41,11.76,18.53,27.96,12.15,11.58,3.94
2020-03-27,12.87,11.22,9.8,15.89,12.92,16.85,11.2,64.28,9.72,19.62,29.21,12.8,11.17,3.74
2020-03-28,20.77,12.06,10.1,18.34,12.15,19.07,8.47,59.88,10.57,18.86,30.41,13.76,11.03,3.74
2020-03-29,15.46,14.05,13.3,16.42,10.26,16.35,11.3,25.29,10.04,17.81,27.43,12.51,9.53,3.77
2020-03-30,21.89,13.51,16.37,16.62,10.79,17.25,12.19,24.29,8.93,17.83,26.97,12.11,10.76,3.92
2020-03-31,13.64,11.79,13.7,18.01,11.2,18.14,14.38,64.97,9.79,18.82,27.51,18.65,10.18,3.54
2020-04-01,13.7,11.6,16.23,19.26,13.26,17.03,13.07,68.39,10.74,25.65,27.96,11.03,10.28,3.81
2020-04-02,15.15,10.93,13.84,17.72,10.17,16.94,12.85,62.84,10.82,28.43,27.94,10.98,9.85,3.42
2020-04-03,23.58,11.07,12.21,19.33,10.17,15.5,12.23,51.85,9.72,29.88,26.99,10.77,9.19,3.27
2020-04-04,22.28,10.79,12.6,21.19,9.6,16.89,13.49,53.03,9.22,26.03,27.79,16.84,11.04,3.09
2020-04-05,22.49,11.62,11.9,22.78,10.41,18.47,12.2,57.79,12.04,28.06,25.99,12.73,12.11,3.18
2020-04-06,17.24,11.77,13.82,22.68,9.2,16.46,13.41,51.0,10.57,28.59,26.825,13.24,13.71,3.25
2020-04-07,11.04,14.79,13.3,17.38,8.95,18.28,23.9,59.45,8.78,28.6,27.66,13.04,12.7,3.07
2020-04-08,11.51,14.46,11.87,16.51,12.6,20.06,21.26,72.57,8.45,25.79,28.495,12.48,12.09,3.46
2020-04-09,14.33,13.21,15.12,18.16,9.22,20.89,26.47,70.26,9.19,25.21,29.33,12.59,9.92,4.12
2020-04-10,17.23,11.44,17.08,23.3,10.61,19.36,22.02,46.09,13.59,26.86,30.165000000000003,14.13,10.94,4.25
2020-04-11,19.26,11.3,16.63,21.9,13.83,19.82,21.24,50.3,15.15,24.11,31.0,13.6,11.12,3.58
2020-04-12,15.18,12.7,14.87,14.66,12.23,21.29,15.09,46.05,10.09,26.45,28.01,12.76,8.44,3.53
2020-04-13,13.01,16.92,16.04,19.83,14.6,22.44,14.06,49.13,11.64,27.86,27.61,23.26,10.89,3.66
2020-04-14,14.73,16.73,12.73,22.96,17.62,23.66,13.94,42.84,13.53,27.71,23.17,18.21,10.24,3.77
2020-04-15,10.04,14.7,12.0,24.05,13.63,23.66,13.43,54.86,12.74,28.58,28.66,19.22,9.68,3.6
2020-04-16,14.75,13.63,13.09,25.66,15.56,21.06,13.75,51.46,12.94,30.61,33.2,12.67,10.07,3.53
2020-04-17,12.68,13.36,11.22,16.95,19.69,22.75,15.53,50.49,9.64,27.13,28.05,12.55,10.11,3.68
2020-04-18,11.7,12.25,11.66,17.02,11.4,21.9,17.34,47.22,8.86,25.73,31.09,15.04,9.38,3.09
2020-04-19,9.31,11.63,11.62,20.82,13.81,21.07,17.97,39.22,10.22,30.24,27.79,12.42,9.55,3.04
2020-04-20,10.58,11.72,9.88,25.55,9.47,23.34,18.67,50.14,15.65,29.22,28.27,13.26,9.71,3.42
2020-04-21,10.46,13.46,10.05,19.57,8.87,21.67,21.48,48.5,9.68,27.59,29.25,13.87,12.1,3.4
2020-04-22,11.49,11.49,13.87,24.17,10.81,22.57,18.57,47.55,12.07,20.05,31.4,14.74,12.05,2.97
2020-04-23,10.82,13.28,15.98,22.92,14.66,24.9,17.87,42.53,12.88,21.92,33.39,14.29,11.93,3.24
2020-04-24,9.85,15.61,15.03,24.87,10.23,22.62,16.45,55.3,13.06,18.97,32.22,18.71,9.99,3.19
2020-04-25,10.25,15.19,15.0,19.91,10.94,20.87,17.63,44.52,10.32,16.020000000000003,30.38,12.98,13.06,3.38
2020-04-26,10.29,13.11,15.7,17.77,7.53,24.82,15.56,54.83,11.22,13.07,29.59,17.25,10.66,4.37
2020-04-27,12.7,14.32,12.96,16.38,8.48,20.66,16.13,57.37,9.44,12.95,46.31,14.7,12.48,4.17
2020-04-28,14.12,13.01,11.52,20.03,8.54,20.73,15.18,58.88,10.31,7.24,37.97,14.18,13.8,3.95
2020-04-29,14.4,13.47,11.52,22.66,8.89,28.03,16.46,69.42,11.56,10.82,36.02,12.29,13.35,7.42
2020-04-30,10.37,17.17,16.53,20.45,9.66,21.92,16.33,61.62,10.82,9.74,34.95,15.01,13.56,4.41
2020-05-01,8.6,14.65,9.36,20.45,7.72,19.46,15.54,92.02,10.68,10.83,30.16,17.28,11.8,3.75
2020-05-02,10.09,15.24,7.96,19.49,7.62,24.58,18.8,90.23,8.97,13.11,29.69,16.14,11.75,3.3
2020-05-03,11.49,16.81,7.73,21.57,7.91,19.74,18.2,76.55,9.17,15.15,35.6,13.16,7.91,3.44
2020-05-04,11.36,17.75,6.95,20.79,10.16,23.67,14.89,76.8,10.51,9.1,28.92,12.94,23.24,3.44
2020-05-05,13.84,17.24,8.02,24.06,8.83,28.82,17.35,53.63,10.97,8.43,29.97,11.81,33.73,4.17
2020-05-06,11.7,16.58,9.68,25.58,9.15,26.12,15.19,44.36,11.67,12.5,28.6,15.13,34.8,4.24
2020-05-07,13.23,17.08,9.18,18.92,8.98,25.71,15.26,71.38,11.2,10.73,39.88,19.46,35.5,3.77
2020-05-08,10.06,16.68,8.67,20.69,11.11,22.25,15.87,53.76,10.87,12.07,39.73,18.06,33.45,4.27
2020-05-09,11.91,15.16,7.99,19.17,10.16,18.7,14.83,54.67,10.27,7.95,31.81,18.45,35.24,3.54
2020-05-10,8.61,13.74,9.5,14.47,7.76,27.04,18.09,54.28,9.9,13.44,30.2,16.1,30.83,3.64
2020-05-11,8.68,14.33,9.72,15.6,10.81,32.83,20.61,65.15,10.36,8.87,30.08,15.96,33.99,4.65
2020-05-12,10.47,14.61,10.02,14.62,10.83,35.71,19.37,55.05,10.95,7.91,30.38,20.34,24.11,3.81
2020-05-13,11.59,14.5,9.07,16.74,12.56,27.59,16.92,76.54,11.7,9.15,30.07,19.77,9.56,3.64
2020-05-14,11.33,16.02,12.7,21.86,12.24,29.15,15.62,66.61,24.42,8.43,32.32,16.7,13.08,3.71
2020-05-15,12.47,16.78,20.87,18.9,15.48,28.12,16.59,55.68,65.35,8.78,32.43,16.94,15.27,4.37
2020-05-16,11.0,17.24,12.81,19.89,15.27,37.14,17.99,73.86,59.52,6.11,29.75,15.54,14.13,4.02
2020-05-17,10.84,12.56,15.85,26.01,18.66,23.7,19.68,91.79,24.05,7.07,30.7,19.86,9.96,8.73
2020-05-18,12.35,11.92,18.39,29.28,19.06,22.49,17.21,76.16,23.82,10.97,27.56,19.01,14.04,12.33
2020-05-19,16.04,13.59,22.97,38.49,18.93,28.68,19.56,57.23,26.4,16.46,30.21,23.42,14.03,9.56
2020-05-20,13.05,15.4,21.31,25.93,15.16,31.18,20.28,55.07,22.39,40.98,30.04,17.25,15.48,9.83
2020-05-21,14.15,16.17,18.62,25.81,13.92,26.23,22.31,54.62,24.8,27.74,30.04,27.37,14.99,6.96
2020-05-22,20.77,16.51,17.82,40.17,12.97,24.26,25.41,54.39,29.67,24.12,29.59,30.97,15.45,6.4
2020-05-23,12.73,15.53,15.94,37.85,9.22,27.1,22.82,58.97,16.56,14.25,28.26,18.39,14.7,3.81
2020-05-24,10.7,13.26,16.33,21.76,13.12,24.05,17.02,39.45,10.69,11.8,26.45,17.87,10.44,3.39
2020-05-25,10.65,17.08,16.23,25.0,15.61,21.39,15.57,30.01,11.58,13.59,27.18,18.53,16.38,3.07
2020-05-26,11.55,16.95,16.14,37.41,15.95,23.68,15.44,11.16,21.68,12.06,27.12,19.82,17.08,3.35
2020-05-27,13.17,18.77,18.62,21.37,13.41,25.38,15.94,11.37,14.63,11.9,26.78,19.99,17.23,3.44
2020-05-28,11.85,16.36,18.71,13.26,8.86,22.69,17.03,11.81,10.08,12.23,27.66,19.25,16.15,4.15
2020-05-29,11.52,17.14,21.64,14.69,9.12,21.64,15.88,13.18,8.89,13.61,28.95,16.35,14.93,4.27
2020-05-30,10.53,17.45,15.08,14.11,10.25,22.16,15.62,18.18,10.01,27.93,31.03,16.52,14.94,4.87
2020-05-31,10.31,10.32,12.57,13.15,10.77,19.4,19.32,13.99,13.2,14.92,37.92,17.65,8.54,4.05
2020-06-01,13.07,9.4,17.89,17.6,12.7,28.31,21.23,11.71,13.33,12.15,34.58,18.78,13.12,6.22
2020-06-02,22.26,10.18,16.95,19.94,16.23,30.17,16.75,23.73,11.86,12.6,34.76,21.25,18.25,6.52
2020-06-03,21.25,10.9,16.64,21.64,20.08,23.44,14.0,27.13,11.72,20.59,29.09,20.31,12.28,6.6
2020-06-04,21.51,13.01,15.78,29.57,15.36,29.74,13.16,54.39,13.04,22.18,28.88,21.74,17.32,7.33
2020-06-05,19.08,18.98,19.15,20.45,14.22,33.24,15.07,35.29,11.6,24.69,34.62,19.71,18.52,5.99
2020-06-06,22.28,16.43,18.93,16.37,14.95,27.32,14.47,45.29,11.05,22.56,30.45,24.7,10.6,4.83
2020-06-07,20.48,12.94,20.39,17.92,13.44,28.76,13.89,46.35,10.95,20.66,30.36,19.36,7.37,4.87
2020-06-08,17.52,15.43,21.97,21.44,15.53,27.72,14.29,42.41,11.93,27.26,27.74,24.27,15.09,6.72
2020-06-09,16.39,16.43,21.03,28.36,17.66,26.88,13.92,50.18,14.29,30.35,25.93,21.12,9.2,6.61
2020-06-10,14.59,17.72,15.9,35.09,13.81,27.17,16.09,43.94,16.17,27.38,25.98,21.88,14.88,15.51
2020-06-11,17.05,16.75,18.3,30.0,13.79,26.64,17.06,34.96,13.95,35.79,25.22,19.56,23.87,9.6
2020-06-12,14.85,15.48,20.6,29.74,10.62,31.51,15.04,48.94,13.74,35.52,24.32,20.83,23.12,6.69
2020-06-13,16.62,16.68,21.63,22.93,10.55,34.3,13.7,35.51,13.73,22.6,24.6,21.62,16.28,5.7
2020-06-14,15.77,14.6,22.91,22.01,10.09,31.24,14.15,12.47,10.81,20.43,23.81,19.03,11.95,5.6
2020-06-15,18.56,15.5,18.82,21.79,11.5,31.75,14.57,19.3,10.42,22.97,24.78,20.81,17.64,6.62
2020-06-16,17.23,15.94,22.1,19.98,9.23,30.5,12.66,23.62,11.58,26.81,26.67,18.22,19.7,12.86
2020-06-17,13.18,17.22,24.29,14.73,12.46,29.79,13.65,25.83,9.57,24.23,42.08,16.06,19.56,11.66
2020-06-18,20.97,16.54,27.99,15.69,9.9,36.41,13.77,27.81,9.43,26.79,30.65,21.0,17.99,9.54
2020-06-19,22.86,15.89,23.72,15.57,9.18,32.26,15.44,24.26,10.02,26.1,27.07,16.93,14.82,9.89
2020-06-20,10.1,14.97,22.61,17.92,9.3,23.03,14.55,28.38,10.59,22.46,77.94,15.75,17.46,6.27
2020-06-21,8.23,14.83,21.18,19.89,9.59,21.69,15.65,25.68,10.83,25.78,51.61,16.33,12.11,6.81
2020-06-22,11.49,17.28,18.09,17.46,9.31,26.17,15.23,33.47,10.23,27.06,32.27,18.65,15.98,8.1
2020-06-23,12.2,17.11,23.05,15.33,12.35,32.78,16.53,36.15,10.49,19.92,25.83,17.77,19.22,6.55
2020-06-24,21.72,16.98,16.05,15.72,19.87,34.0,17.75,33.97,9.61,13.12,23.17,17.57,16.73,7.15
2020-06-25,18.21,19.1,20.56,21.17,22.33,32.92,17.73,28.9,8.61,13.09,25.96,20.25,17.71,6.03
2020-06-26,20.8,15.57,13.96,21.75,17.02,33.63,14.59,24.65,8.52,17.19,31.94,21.85,14.67,5.37
2020-06-27,19.86,13.07,19.59,22.47,17.78,36.07,15.39,22.28,7.24,19.54,35.75,18.14,12.46,4.72
2020-06-28,16.4,10.58,16.39,23.86,17.6,34.78,14.89,36.76,8.97,16.53,27.47,17.2,9.57,5.59
2020-06-29,18.92,12.94,16.74,21.94,18.87,34.42,17.09,47.69,9.65,18.33,34.03,19.5,12.88,6.43
2020-06-30,33.41,15.0,20.29,15.44,11.95,33.25,14.59,52.04,12.08,18.8,30.6,16.94,12.41,7.1
2020-07-01,20.17,14.83,16.44,16.81,6.73,33.21,16.13,57.72,12.37,14.05,30.2,14.16,2.58,6.4
