Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati
2018-10-02,67.63,15.9,13.46,35.8,36.84,22.58,96.37,36.78,44.3,21.03,,27.09,27.34,14.92
2018-10-03,66.85,16.22,12.78,36.72,35.07,23.91,94.43,36.83,31.385,17.06,38.33,34.67,27.8,43.39
2018-10-04,69.39,8.9,10.81,45.63,17.01,24.63,101.69,40.47,18.47,20.1,22.61,51.58,28.68,30.86
2018-10-05,59.52,11.69,14.23,44.88,20.68,29.57,83.71,54.69,21.5,21.78,21.55,41.69,5.93,27.48
2018-10-06,69.32,10.5,15.03,32.93,29.63,29.21,94.19,37.65,26.83,18.11,24.05,45.55,8.34,46.63
2018-10-07,57.87,16.31,19.43,42.38,29.79,29.27,101.09,46.08,37.8,23.54,17.34,59.91,8.3,28.42
2018-10-08,40.0,18.26,18.66,51.05,30.61,28.65,102.12,52.99,39.34,20.87,51.14,53.06,8.62,52.71
2018-10-09,48.77,22.25,23.62,52.46,37.14,23.73,93.41,54.83,35.3,9.48,18.49,28.8,11.0,37.46
2018-10-10,65.26,23.46,24.71,43.9,33.67,21.94,78.98,50.92,33.84,17.22,16.69,35.97,11.47,57.33
2018-10-11,55.06,21.65,35.36,37.04,33.75,25.52,48.83,33.5,22.92,21.4,10.82,62.94,9.94,76.78
2018-10-12,39.74,22.96,33.56,42.01,19.54,27.9,57.91,39.27,29.07,17.28,9.49,63.73,10.98,44.5
2018-10-13,59.62,28.02,30.89,42.0,28.03,21.39,68.59,43.81,50.27,18.01,15.58,61.39,8.87,36.92
2018-10-14,51.12,34.33,30.56,40.16,43.29,27.41,49.47,44.61,37.85,18.63,19.84,55.39,6.88,25.73
2018-10-15,60.82,23.25,29.96,44.92,41.59,28.29,70.04,47.56,32.89,24.57,41.365,53.49,5.58,21.11
2018-10-16,57.6,19.06,17.9,54.38,32.5,26.04,77.0,46.87,35.62,30.09,62.89,27.12,7.8,21.99
2018-10-17,60.25,18.23,16.26,44.29,41.64,19.11,64.34,39.77,49.86,24.0,35.78,26.39,10.68,26.78
2018-10-18,48.62,21.13,18.73,44.65,37.67,21.12,54.97,32.67,66.53,22.76,26.8,28.91,8.91,30.342
2018-10-19,46.82,19.64,25.74,51.05,28.91,24.15,58.09,47.01,66.45,21.61,30.43,52.77,7.44,33.904
2018-10-20,54.3,27.25,18.13,47.64,31.21,26.5,53.14,41.02,66.17,18.43,29.82,61.5,6.57,37.466
2018-10-21,42.8,29.37,19.48,42.61,30.31,26.96,63.49,37.66,64.33,18.68,27.09,77.81,8.17,41.028
2018-10-22,57.78,29.12,19.31,41.32,31.92,27.86,85.76,34.98,85.98,18.41,27.74,53.21,7.22,44.59
2018-10-23,88.605,24.69,20.21,44.7,30.71,30.64,90.01,32.8,59.59,22.47,25.74,57.11,6.58,34.32
2018-10-24,119.43,24.3,15.61,56.09,31.61,28.14,99.7,40.98,51.64,21.24,31.32,47.41,7.49,47.53
2018-10-25,58.07,25.3,18.69,62.29,21.2,28.84,93.85,40.18,57.29,20.92,29.8,43.91,7.77,45.81
2018-10-26,48.85,30.95,25.47,53.02,25.6,31.72,142.43,22.88,88.11,22.48,31.37,61.83,11.76,41.17
2018-10-27,69.95,37.95,31.79,52.9,26.93,27.8,69.53,40.89,84.77,25.03,22.19,58.93,17.08,39.0
2018-10-28,47.74,38.38,50.28,52.78,23.82,36.66,41.53,39.85,128.93,15.61,25.82,70.93,10.17,37.22
2018-10-29,47.67,35.49,52.32,53.2,20.51,41.62,41.1,34.63,93.99,21.27,23.14,59.07,9.52,37.42
2018-10-30,53.16,28.94,21.44,50.55,24.58,41.46,35.67,38.91,73.12,24.7,19.4,48.61,20.02,31.09
2018-10-31,64.07,26.11,15.54,47.05,24.6,34.51,56.73,35.83,43.39,21.03,25.82,102.73,16.3,32.06
2018-11-01,54.52,23.72,13.71,45.98,28.62,26.9,49.93,39.88,37.97,19.98,17.26,56.74,6.09,37.06
2018-11-02,46.93,16.57,17.25,46.13,30.11,19.95,53.49,46.08,29.71,15.41,30.67,45.11,8.85,20.93
2018-11-03,52.79,20.21,23.51,45.43,32.63,23.14,51.42,56.68,26.99,14.1,11.88,40.8,36.9,23.45
2018-11-04,59.5,27.03,26.27,51.96,48.28,25.91,64.15,55.2,29.15,11.15,13.32,41.88,35.11,21.33
2018-11-05,55.01,21.7,22.85,45.0,47.1,27.53,51.9,32.01,22.95,25.27,24.42,39.54,34.42,19.42
2018-11-06,55.05,20.31,21.38,45.01,54.67,31.15,95.46,44.16,26.63,13.28,18.83,39.45,44.69,21.33
2018-11-07,67.0,27.35,24.89,51.22,51.55,34.91,94.96,45.72,39.23,11.34,68.7,36.81,40.15,35.14
2018-11-08,61.17,23.63,20.71,38.35,39.74,41.0,66.77,31.18,43.18,30.02,86.12,41.57,40.54,36.26
2018-11-09,39.6,25.02,25.98,47.94,46.86,36.77,72.55,34.78,40.88,27.13,76.23,41.49,37.02,26.53
2018-11-10,49.514,29.27,23.79,42.55,40.94,42.35,79.94,33.8,51.26,26.42,26.92,43.69,45.94,27.44
2018-11-11,59.428,34.04,28.45,51.68,40.5,44.0,81.01,38.34,118.98,22.36,27.08,41.03,47.14,30.3
2018-11-12,69.342,25.83,31.5,53.37,38.12,43.16,65.29,33.9,113.48,17.17,30.43,32.75,54.61,33.39
2018-11-13,79.256,28.07,46.49,37.8,36.14,34.36,86.95,27.92,116.88,15.79,43.21,21.63,64.4,35.94
2018-11-14,89.17,25.98,36.28,31.95,33.35,35.17,77.28,19.92,133.4,15.82,15.75,48.12,64.07,32.4
2018-11-15,36.84,17.61,25.99,32.95,32.19,30.37,123.27,21.79,101.83,27.39,18.39,28.87,72.01,43.96
2018-11-16,68.17,19.48,16.2,40.74,42.7,25.38,,29.97,78.71,19.76,16.648,41.94,65.96,18.09
2018-11-17,50.29,35.62,13.6,36.97,47.15,20.36,,27.47,63.84,18.19,14.906,33.16,51.17,17.51
2018-11-18,48.32,26.38,12.32,39.51,41.96,18.99,,22.4,37.11,19.12,13.163999999999998,58.23,41.59,15.47
2018-11-19,52.53,13.5,18.24,51.15,36.48,21.05,,42.72,60.08,24.92,11.421999999999995,61.44,36.38,22.63
2018-11-20,40.06,16.08,19.48,46.03,33.63,29.47,,27.8,60.2,19.59,9.68,31.97,36.24,35.86
2018-11-21,36.0,21.91,14.62,40.22,30.57,36.71,,21.4,,14.99,16.59,52.16,43.78,43.61
2018-11-22,41.82,11.65,15.4,37.22,26.57,34.42,,19.29,,11.73,20.61,73.92,44.21,39.89
2018-11-23,50.1,11.55,28.75,40.01,39.37,32.72,,29.13,,8.3,21.73,52.86,46.36,59.8
2018-11-24,47.34,25.36,37.14,37.48,33.89,36.63,,38.44,,8.07,23.21,49.72,32.03,57.6
2018-11-25,47.72,41.24,37.01,37.17,26.0,46.4,,45.71,,8.86,19.47,32.84,41.98,50.12
2018-11-26,56.39,58.03,46.88,39.8,19.52,44.11,,44.96,,16.83,13.01,42.32,45.51,37.99
2018-11-27,59.28,62.99,43.13,34.02,19.57,41.07,,41.87,,20.57,13.21,77.62,57.6,39.9
2018-11-28,72.2,52.81,34.91,34.61,13.86,43.73,,38.0,,19.47,33.52,76.29,65.61,41.41
2018-11-29,56.17,42.35,35.7,35.79,16.44,34.93,,39.95,,21.4,9.01,48.1,44.08,49.85
2018-11-30,46.56,47.85,26.2,35.79,29.72,40.48,,37.26,88.3,20.76,28.14,30.05,39.11,33.93
2018-12-01,42.37,50.45,25.18,35.45,25.7,35.54,,36.36,84.67,16.61,24.87,27.97,37.8,22.45
2018-12-02,38.19,59.89,22.14,39.35,21.72,34.25,,36.75,101.30666666666669,17.04,15.8,38.64,45.71,29.82
2018-12-03,42.7,43.92,26.18,38.44,27.87,36.37,,42.6,117.94333333333334,23.99,21.87,31.94,51.9,33.95
2018-12-04,42.71,24.11,15.45,38.12,22.96,37.26,,40.43,134.58,23.88,98.28,41.29,40.96,33.03
2018-12-05,41.44,26.63,27.94,32.33,28.35,33.84,,18.37,130.07,19.18,43.95,37.25,37.22,32.5
2018-12-06,43.34,35.15,25.65,40.87,28.7,29.75,,11.67,130.61,15.79,31.47,38.44,30.73,35.15
2018-12-07,43.5,33.42,27.6,32.45,27.51,31.2,,13.02,119.86,20.74,26.86,42.89,39.66,27.99
2018-12-08,54.91,52.77,30.72,37.6,25.08,36.84,,17.24,137.65,16.57,23.12333333333333,45.1,41.63,33.26
2018-12-09,51.18,80.57,32.88,39.85,24.21,36.66,,18.39,155.27,15.49,19.38666666666667,39.29,43.05,31.17
2018-12-10,39.64,76.51,27.31,42.51,20.17,36.29,,23.87,161.93,14.76,15.65,40.62,46.45,28.5
2018-12-11,32.76,69.85,25.82,41.9,21.5,31.26,,33.31,162.33,15.1,9.27,66.08,55.01,29.51
2018-12-12,39.05,66.64,30.5,36.34,17.88,36.7,,27.44,93.69,14.24,10.17,57.6,56.52,33.59
2018-12-13,55.89,59.79,23.49,24.89,19.2,34.73,,23.86,86.41,13.71,7.98,34.36,58.22,29.35
2018-12-14,61.74,50.06,24.09,27.74,20.41,24.87,,26.79,98.99,16.43,15.21,42.84,64.75,31.59
2018-12-15,71.46,48.1,48.79,29.58,22.84,37.42,,27.73,88.9,15.08,19.75,37.65,43.15,39.75
2018-12-16,76.37,73.64,46.55,32.7,23.53,49.21,,28.54,49.89,15.12,15.25,40.2,47.45,26.46
2018-12-17,73.67,51.64,49.14,32.85,24.04,34.28,,25.1,51.06,15.63,9.67,47.35,48.42,18.91
2018-12-18,63.89,38.34,24.64,37.13,23.91,20.98,,30.65,17.13,13.45,7.77,39.36,62.22,17.5
2018-12-19,55.2,57.86,19.24,37.05,32.04,23.73,,30.66,37.63,15.76,8.58,28.43,62.44,19.12
2018-12-20,55.5,64.96,21.85,40.5,28.53,22.1,,31.04,44.56,15.72,13.96,28.96,62.9,22.1
2018-12-21,59.025,56.78,27.3,38.38,32.96,27.57,,32.6,65.79,13.44,16.74,30.54,65.28,23.97
2018-12-22,62.55,41.65,34.56,44.98,28.51,36.75,,27.73,78.72,16.41,6.79,41.4,60.36,27.34
2018-12-23,53.79,46.25,27.99,50.65,26.44,42.72,,34.89,105.91,7.26,22.095,67.92,51.55,32.68
2018-12-24,63.46,41.44,37.41,43.25,33.07,34.26,,28.84,102.54,9.64,37.4,55.13,31.19,29.16
2018-12-25,70.54,54.0,36.12,36.37,38.3,43.56,,28.69,113.42,8.62,58.92999999999999,39.63,46.36,24.79
2018-12-26,63.95,55.22,36.73,39.09,33.34,39.08,,25.04,116.49,10.14,80.46,27.87,44.99,24.73
2018-12-27,47.86,55.3,37.12,40.96,28.24,28.38,,26.76,119.87,9.16,54.7,26.57,60.74,27.83
2018-12-28,44.86,57.62,32.06,37.38,29.98,36.78,,29.99,115.35,4.93,20.19,27.74,61.71,22.5
2018-12-29,51.76,47.62,31.96,39.29,36.71,45.65,15.18,26.66,104.11,4.3,22.13,26.59,56.83,24.03
2018-12-30,63.34,64.73,47.92,42.87,32.4,44.23,60.97,26.9,99.99,6.46,16.12,32.67,70.07,30.68
2018-12-31,60.07,55.18,69.62,41.44,31.43,38.19,70.44,23.11,85.67,5.43,18.74,28.89,75.33,28.79
2019-01-01,57.12,56.91,56.82,39.58,29.14,31.99,53.72,23.92,61.02,9.65,16.6,36.04,78.49,24.84
2019-01-02,48.23,51.25,36.38,43.3,23.3,33.44,46.44,26.45,91.78,6.05,17.35,32.9,72.82,30.25
2019-01-03,43.25,46.4,42.23,39.77,24.84,32.47,56.93,22.61,93.29,5.79,24.93,30.52,79.3,20.87
2019-01-04,51.71,41.42,47.31,28.75,26.35,34.39,57.04,15.31,106.51,5.19,31.63,37.85,78.4,26.24
2019-01-05,59.25,50.61,48.85,36.33,21.6,40.43,32.31,20.82,146.19,5.0,58.45,61.45,68.5,28.51
2019-01-06,59.42,64.29,30.74,31.48,27.44,46.03,41.91,30.05,99.07,5.47,31.31,52.22,67.82,26.07
2019-01-07,74.83,55.51,31.93,27.11,21.14,40.13,26.97,20.97,60.8,5.24,8.46,45.11,64.79,24.55
2019-01-08,73.64,47.42,31.65,27.37,25.19,27.73,42.37,30.93,72.8,8.92,14.64,35.76,69.65,21.18
2019-01-09,72.75,54.54,46.05,30.9,30.25,28.57,69.1,38.85,105.07,9.01,117.3,38.67,76.67,27.23
2019-01-10,60.48,56.23,39.2,30.92,35.39,34.38,72.31,33.12,121.45,8.68,31.68,37.97,77.91,20.07
2019-01-11,59.68,57.02,48.29,35.61,17.19,39.24,63.65,33.27,113.11,4.87,12.57,53.55,83.38,24.73
2019-01-12,73.43,61.7,44.27,39.78,21.35,40.02,56.28,37.12,90.12,8.24,12.37,59.19,74.35,24.22
2019-01-13,59.07,65.16,41.06,37.53,21.44,40.0,58.98,39.99,96.41,5.6,18.36,62.46,76.74,25.51
2019-01-14,80.26,50.93,54.55,31.33,21.1,37.84,85.39,43.53,83.48,7.37,53.85,49.14,66.58,26.84
2019-01-15,89.73,55.78,52.62,29.85,23.64,35.6,76.55,41.79,64.29,5.09,117.83,34.28,69.94,21.83
2019-01-16,84.85,69.72,40.96,33.75,25.62,35.82,33.83,33.66,153.41,4.91,55.36,40.67,84.14,24.73
2019-01-17,53.72,53.81,50.43,39.76,21.83,30.21,25.2,43.84,128.67,8.02,40.67,46.79,81.37,24.69
2019-01-18,52.85,54.41,56.44,30.35,28.03,30.69,29.4,31.96,109.19,8.96,32.22,42.24,74.07,21.59
2019-01-19,36.97,46.91,45.77,34.75,30.68,31.88,35.35,36.36,99.66,6.11,90.95,34.68,88.77,23.64
2019-01-20,35.32,63.97,35.54,45.03,31.84,29.49,41.42,35.48,80.84,5.23,43.08,42.14,81.16,22.52
2019-01-21,27.07,67.06,39.49,32.77,30.66,33.19,38.13,36.04,42.56,6.58,51.84,45.35,51.39,25.31
2019-01-22,23.56,72.89,40.99,27.01,40.16,32.82,42.25,32.21,17.55,9.17,31.6,28.28,68.24,24.82
2019-01-23,32.62,67.41,39.45,26.51,24.96,33.93,39.51,26.46,30.27,5.93,32.31,32.06,81.49,28.15
2019-01-24,39.51,61.46,36.67,30.57,19.5,29.43,22.17,28.39,27.6,9.45,42.44,38.57,77.46,20.37
2019-01-25,43.54,56.81,27.67,30.01,11.27,26.51,17.91,33.32,7.36,5.35,30.29,35.6,71.51,17.24
2019-01-26,20.0,52.2,25.33,35.41,15.62,23.49,15.48,42.61,25.44,4.54,16.73,42.7,64.39,19.39
2019-01-27,36.56,55.36,22.97,33.34,24.53,13.14,30.5,43.9,69.36,4.84,32.81,38.33,74.93,19.68
2019-01-28,53.12,53.78,33.89,33.6,27.44,18.86,42.17,53.27,51.84,8.94,39.49,29.3,71.42,20.15
2019-01-29,39.08,47.64,37.91,33.83,30.81,29.15,72.53,45.07,62.36,5.5,46.17,35.66,64.37,25.38
2019-01-30,40.04,59.22,45.84,35.84,24.29,33.69,78.81,31.88,77.3,4.99,28.75,39.17,69.67,36.53
2019-01-31,44.33,67.58,41.59,37.52,15.54,29.69,41.73,35.82,89.74,6.87,29.38,52.58,91.71,47.94
2019-02-01,36.28,63.66,45.34,33.12,18.87,34.07,41.65,41.25,83.16,7.77,10.94,35.74,86.53,47.46
2019-02-02,45.06,61.35,37.96,30.88,22.52,29.72,44.55,29.17,52.71,4.31,14.27,37.83,71.97,40.2
2019-02-03,53.55,64.91,36.74,29.44,19.59,34.63,67.5,28.49,60.92,8.42,14.29,44.31,67.59,48.7
2019-02-04,52.37,49.04,43.27,33.42,19.64,38.6,74.99,29.86,77.64,9.61,16.01,53.22,58.98,62.74
2019-02-05,42.29,65.7,55.63,46.33,19.34,38.11,58.45,40.67,49.65,12.19,17.84,54.55,58.86,43.18
2019-02-06,47.5,78.02,52.24,34.4,8.89,34.76,70.9,33.39,40.99,7.35,15.47,44.72,58.54,37.16
2019-02-07,55.84,73.99,41.97,30.25,14.14,40.27,55.76,19.74,53.62,8.81,14.8,33.03,64.32,32.23
2019-02-08,43.09,65.0,33.31,30.59,15.71,29.95,24.71,19.62,28.17,18.45,16.21,42.95,69.29,38.97
2019-02-09,41.7,55.17,18.49,33.55,26.11,35.28,38.41,19.92,21.97,8.52,26.43,36.72,62.04,34.16
2019-02-10,44.7,41.91,18.45,33.03,28.68,34.46,73.56,25.86,42.82,9.73,16.17,42.35,42.33,32.14
2019-02-11,51.3,37.69,31.72,37.03,29.79,32.49,47.5,23.12,65.86,16.8,12.16,48.86,46.91,39.91
2019-02-12,53.67,49.43,57.84,43.29,25.59,30.71,49.37,28.27,69.7,12.12,14.91,59.92,51.21,39.63
2019-02-13,52.04,52.51,79.41,43.36,22.79,29.39,54.96,25.3,91.09,13.82,15.23,64.44,71.82,41.96
2019-02-14,57.79,57.75,56.47,32.61,19.44,35.52,44.39,30.56,50.52,9.04,16.05,44.74,61.49,37.99
2019-02-15,46.37,59.52,32.8,28.15,22.07,28.5,22.13,26.01,59.81,10.45,14.95,43.88,71.49,40.95
2019-02-16,53.96,56.07,26.4,26.45,24.59,28.7,33.41,29.68,37.87,20.75,17.35,45.13,69.86,32.91
2019-02-17,51.56,62.98,18.38,34.81,24.89,26.53,34.57,38.84,28.92,27.31,22.64,36.24,53.57,27.85
2019-02-18,43.05,48.6,17.49,33.69,25.9,34.67,64.25,35.01,17.83,26.48,22.17,33.95,60.2,24.83
2019-02-19,39.32,50.9,17.42,36.66,25.7,31.04,65.38,29.59,15.31,24.43,102.64,38.75,51.1,19.85
2019-02-20,32.1,40.97,20.24,23.68,23.11,22.5,55.67,19.49,13.42,20.42,21.46,40.58,54.39,24.21
2019-02-21,29.13,41.82,21.84,34.41,20.83,27.44,52.14,31.01,17.11,14.83,35.34,43.64,64.79,27.25
2019-02-22,15.47,42.98,32.82,28.45,27.55,29.65,53.33,34.53,28.71,16.15,20.79,36.61,58.99,30.4
2019-02-23,59.67,43.98,42.25,37.26,35.48,32.58,75.03,50.53,17.21,19.68,71.76,49.95,71.74,31.72
2019-02-24,39.14,53.2,33.15,38.02,33.63,33.16,117.86,46.54,20.74,18.78,23.48,50.94,74.11,35.13
2019-02-25,43.21,55.66,29.26,42.49,29.92,35.68,76.7,38.18,12.13,17.68,15.03,47.6,69.58,30.89
2019-02-26,33.88,64.35,18.88,32.19,34.13,28.01,54.18,36.35,1.55,27.49,14.35,51.61,66.22,19.85
2019-02-27,38.45,58.28,17.23,31.38,30.93,25.47,69.4,35.91,7.219999999999999,23.62,6.38,38.53,60.65,23.58
2019-02-28,48.39,56.36,16.65,35.95,32.48,29.24,65.32,33.43,12.889999999999995,25.86,59.31,49.36,59.96,25.36
2019-03-01,47.63,53.3,15.1,37.75,31.31,26.37,83.46,31.94,18.56,21.55,120.56,57.51,67.86,33.63
2019-03-02,69.79,49.67,18.42,25.07,29.87,23.5,67.93,17.01,24.44,19.45,57.49,59.2,60.34,27.48
2019-03-03,21.17,55.58,19.22,33.59,24.5,25.1,66.71,25.43,25.91,20.07,40.81,56.37,63.59,23.63
2019-03-04,51.34,63.42,19.86,38.13,22.58,33.65,54.8,28.39,15.8,17.42,13.92,46.49,62.83,19.77
2019-03-05,59.73,56.77,22.26,36.3,27.63,26.83,53.49,31.28,12.4,33.85,15.55,40.62,57.22,33.17
2019-03-06,49.33,48.36,21.23,33.71,34.01,32.22,65.66,29.85,13.43,31.78,17.52,36.86,49.41,44.06
2019-03-07,52.99,39.54,23.03,39.32,35.45,36.21,101.24,33.94,20.43,30.3,23.27,54.93,58.6,44.93
2019-03-08,41.35,49.42,21.08,37.86,28.26,32.16,71.6,30.34,27.64,21.07,19.25,57.35,48.91,31.2
2019-03-09,57.32,56.41,26.0,33.51,24.54,26.07,82.4,35.3,13.08,33.0,16.54,58.57,59.11,29.66
2019-03-10,61.08,47.45,18.63,44.11,28.93,26.28,73.37,44.13,9.47,32.44,16.01,64.01,61.11,22.33
2019-03-11,47.77,55.52,17.53,42.09,33.53,26.75,75.13,42.08,9.42,27.01,19.92,53.06,56.11,22.67
2019-03-12,48.13,67.73,26.92,37.15,37.18,29.0,61.59,31.76,14.33,32.35,16.32,56.13,64.88,27.15
2019-03-13,50.53,59.27,25.37,33.94,37.47,35.6,79.7,25.59,15.38,36.71,18.35,52.01,94.17,31.25
2019-03-14,56.16,65.46,31.6,28.81,33.1,32.13,95.14,22.05,16.02,27.47,23.27,54.15,67.26,27.19
2019-03-15,58.49,54.19,34.93,33.4,39.39,32.17,61.32,31.69,22.29,32.28,13.1,47.6,97.28,29.47
2019-03-16,59.98,47.32,29.95,43.66,38.74,33.27,91.85,44.82,18.53,36.99,24.67,50.46,66.07,22.03
2019-03-17,64.12,66.57,34.31,42.0,43.96,25.92,112.34,40.64,15.39,36.2,36.99,52.21,69.55,28.04
2019-03-18,56.66,67.48,24.25,43.21,44.76,30.19,91.67,41.42,34.91,33.02,16.92,56.84,58.82,21.12
2019-03-19,45.03,59.72,18.89,40.14,44.18,26.68,93.17,37.4,21.36,24.12,21.68,57.42,48.67,29.78
2019-03-20,29.9,57.62,28.14,40.41,40.83,27.83,48.6,34.34,20.53,26.54,29.03,46.24,45.72,32.42
2019-03-21,41.42,61.82,28.28,46.64,44.33,31.53,51.01,38.21,22.21,22.98,112.63,68.35,58.3,36.81
2019-03-22,48.02,59.05,27.87,46.73,47.14,30.83,115.5,33.52,10.36,28.92,25.05,66.58,67.81,29.46
2019-03-23,50.85,58.37,22.44,52.24,52.6,31.37,139.53,36.25,13.51,19.14,22.27,60.73,65.11,29.24
2019-03-24,43.76,64.14,10.75,42.57,37.14,34.52,112.19,31.38,10.46,15.38,20.33,58.17,63.12,29.02
2019-03-25,38.94,49.93,23.65,36.06,30.84,34.56,83.38,25.93,15.33,20.49,25.47,47.95,55.99,21.8
2019-03-26,47.12,57.9,36.49,41.35,29.4,31.57,49.19,32.12,8.37,23.32,12.17,58.09,56.69,21.95
2019-03-27,63.51,55.64,37.94,43.23,36.16,34.62,71.28,33.04,12.09,20.32,21.49,55.4,61.46,32.91
2019-03-28,41.77,51.02,40.81,48.44,34.49,36.1,72.07,28.29,14.54,23.48,19.76,52.94,47.74,28.07
2019-03-29,24.82,62.38,41.51,46.51,33.22,37.07,66.48,29.86,15.0,22.04,24.6,38.66,53.96,30.44
2019-03-30,17.76,54.03,37.59,51.49,43.71,41.34,95.38,28.7,8.66,24.02,19.433333333333334,61.09,50.38,42.66
2019-03-31,28.63,52.26,21.53,48.72,35.92,38.94,72.64,31.86,8.84,19.17,14.266666666666666,64.76,51.96,34.64
2019-04-01,30.19,49.03,19.13,54.95,39.72,36.69,72.42,36.66,17.23,18.12,9.1,57.44,47.12,38.42
2019-04-02,25.6,46.15,21.34,54.67,38.18,40.44,67.74,36.84,10.37,24.38,17.84,65.75,46.11,31.67
2019-04-03,26.93,54.26,14.11,51.06,44.11,36.41,70.93,27.0,9.43,27.24,18.2,75.99,49.93,25.97
2019-04-04,21.82,50.92,12.54,60.25,40.34,34.99,97.16,33.02,4.48,29.25,11.37,69.83,49.66,20.32
2019-04-05,17.98,53.59,11.4,57.0,42.04,53.76,64.55,37.04,4.17,25.79,4.35,54.78,42.11,28.03
2019-04-06,20.2,64.46,12.49,50.84,33.79,43.5,49.47,47.1,9.24,26.43,7.6,47.12,42.45,40.3
2019-04-07,15.01,68.41,13.51,53.16,32.68,41.68,92.9,34.7,17.83,13.72,15.51,58.64,51.91,38.75
2019-04-08,18.04,59.17,12.61,51.32,40.69,34.53,73.77,33.4,5.25,15.59,14.91,62.1,47.6,22.15
2019-04-09,26.46,66.47,13.35,57.86,53.66,29.18,64.17,37.7,5.09,25.69,14.99,67.87,49.38,26.79
2019-04-10,13.73,45.42,12.89,50.86,53.46,31.83,87.3,33.75,9.26,28.67,9.0,66.0,54.35,39.57
2019-04-11,15.7,40.76,13.58,48.59,48.94,32.91,83.29,27.93,8.735,31.66,11.34,69.9,58.07,33.05
2019-04-12,17.56,51.55,13.42,51.94,34.46,42.54,73.94,34.02,8.21,24.17,16.64,72.74,46.32,30.87
2019-04-13,27.51,52.04,20.27,45.3,37.47,46.0,64.35,28.19,30.51,20.66,26.77,81.83,49.61,46.66
2019-04-14,46.45,56.7,13.17,41.86,41.94,37.66,96.07,28.71,7.99,17.91,34.63,68.09,48.69,28.78
2019-04-15,36.29,54.29,15.81,42.3,38.41,39.51,81.18,26.62,7.94,22.24,58.23,70.5,45.55,19.94
2019-04-16,48.98,51.67,14.36,47.49,27.93,47.0,56.73,28.01,9.43,26.08,51.32,50.55,37.88,20.53
2019-04-17,75.85,38.4,15.7,45.44,29.37,40.01,74.02,21.26,10.95,19.07,132.95,44.18,39.21,25.28
2019-04-18,74.03,47.27,14.86,50.12,39.08,42.42,84.49,33.67,7.71,23.27,58.32,64.48,44.07,26.51
2019-04-19,74.2,47.03,13.7,45.45,43.57,42.07,119.27,32.57,8.0,27.6,60.32,64.75,44.89,26.46
2019-04-20,77.88,55.89,16.87,55.67,47.16,37.92,111.35,38.01,8.68,26.86,64.38,72.28,47.52,24.65
2019-04-21,63.95,56.53,17.5,50.13,46.26,39.44,81.17,43.16,7.01,28.61,31.23,65.95,47.61,28.75
2019-04-22,63.21,45.27,11.95,56.24,46.37,42.82,99.2,40.31,23.29,27.8,24.09,45.5,52.09,39.42
2019-04-23,59.98,57.49,9.1,53.24,42.78,45.19,95.66,33.78,17.99,35.21,14.63,40.73,60.65,23.73
2019-04-24,40.16,53.21,9.33,61.45,46.65,46.82,98.1,54.63,8.57,28.05,18.78,41.16,55.08,27.14
2019-04-25,50.07,54.27,11.18,65.26,47.59,49.41,108.7,53.23,8.22,25.33,20.54,46.46,53.82,25.81
2019-04-26,59.98,57.17,12.59,47.45,37.25,61.91,103.18,41.76,11.15,30.27,43.9,66.47,55.52,34.54
2019-04-27,69.89,61.68,13.31,52.16,39.02,54.12,78.79,38.66,9.02,28.28,108.49,63.36,44.53,34.16
2019-04-28,51.25,53.79,14.98,54.0,38.15,46.78,92.73,43.09,8.65,25.11,62.28,72.33,39.2,23.72
2019-04-29,57.93,50.57,15.45,50.32,37.53,48.48,66.4,36.38,7.06,23.26,53.74,71.68,47.45,23.43
2019-04-30,78.36,60.14,18.63,57.54,44.06,45.87,63.71,40.79,10.51,25.34,46.06,40.87,55.71,35.2
2019-05-01,49.54,55.94,18.49,65.95,33.47,40.78,74.07,59.08,10.63,31.28,42.78,41.03,51.43,38.05
