Date,Bengaluru,Delhi,Hyderabad,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati
2018-04-12,64.13,109.03,79.04,54.98,65.25,84.74,57.9,32.92,35.45
2018-04-13,57.17,196.02,66.21,83.68,99.54,28.06,67.81,30.35,26.39
2018-04-14,60.06,235.01,58.22,55.15,129.54,47.14666666666667,96.36,25.04,33.2
2018-04-15,57.83,258.52,63.54,54.14,140.47,66.23333333333333,114.8,31.97,23.83
2018-04-16,55.0,334.05,103.38,57.66,119.64,85.32000000000001,188.52,32.97,34.11
2018-04-17,61.9,260.67,90.45,85.09,70.01,104.40666666666668,162.73,37.77,27.27
2018-04-18,69.46,256.18,92.25,66.45,100.19,123.49333333333335,155.48,56.12,53.96
2018-04-19,79.33,282.24,118.3,65.64,134.69,142.58,167.26,41.6,27.62
2018-04-20,60.94,385.04,120.61,69.43,63.32,120.66,283.19,37.06,67.21
2018-04-21,84.17,480.07,139.55,83.35,77.96,46.22,476.74,52.84,49.86
2018-04-22,75.88,208.53,110.65,66.29,80.1,83.47999999999999,123.99,53.8,30.54
2018-04-23,60.47,219.94,80.06,107.32,98.84,120.74,109.14,58.59,61.0
2018-04-24,77.31,274.05,95.19,86.19,161.24,140.02,132.15,57.52,91.83
2018-04-25,58.32,313.41,86.24,87.92,167.05,153.75,141.44,52.44,62.52
2018-04-26,,397.1,92.67,81.58,109.9,45.41,167.8,72.46,66.54
2018-04-27,,336.49,99.47,52.24,203.55,52.205,203.97,72.5,38.34
2018-04-28,,316.52,86.22,54.07,148.06,59.0,182.58,68.55,33.83
2018-04-29,,259.12,95.6,69.48,148.89,233.0,181.87,76.45,30.98
2018-04-30,,214.51,106.84,60.54,178.5,407.0,182.6,59.65,64.52
2018-05-01,,165.91,133.09,58.94,201.95,76.4,210.23,53.26,53.85
2018-05-02,,189.28,95.82,127.69,188.97,61.605,224.58,56.07,56.36
2018-05-03,,153.75,86.12,75.02,83.42,46.81,155.74,50.04,39.45
2018-05-04,,123.82,48.18,81.52,117.05,46.7,132.15,55.18,37.71
2018-05-05,,196.76,68.37,72.55,157.78,46.34,148.22,46.4,41.806666666666665
2018-05-06,,290.63,81.65,77.05,121.76,,168.37,30.75,45.90333333333333
2018-05-07,,302.1,93.43,72.27,83.47,,145.71,30.01,50.0
2018-05-08,,177.71,110.15,87.8,81.6,,295.96,27.82,74.4
2018-05-09,,177.76,101.87,81.33,118.73,,148.03,42.75,36.29
2018-05-10,,215.34,74.91,94.77,169.11,,126.26,28.12,43.83
2018-05-11,,315.8,80.97,58.97,198.34,,146.01,28.73,36.29
2018-05-12,,353.5,81.54,64.46,206.81,,155.01,21.4,54.19
2018-05-13,,236.35,76.51,71.82,89.89,,223.93,23.59,42.22
2018-05-14,,137.39,67.84,56.46,113.43,,266.9,24.27,62.11
2018-05-15,,177.03,46.54,87.91,148.68,,202.16,46.65,54.13
2018-05-16,,221.21,90.88,78.44,136.55,,196.66,50.52,55.03
2018-05-17,,288.92,103.29,71.64,196.87,,199.7,33.39,45.09
2018-05-18,124.39,241.99,88.67,89.72,196.78,,153.33,23.2,28.33
2018-05-19,94.78,284.44,136.63,84.06,163.27,,166.85,30.44,103.42
2018-05-20,66.81,228.61,106.87,76.61,106.21,,223.76,24.91,54.42
2018-05-21,58.23,209.67,137.04,73.38,134.46,,143.79,35.89,81.18
2018-05-22,71.88,243.14,108.84,66.39,152.02,,189.57,43.92,41.25
2018-05-23,84.46,324.0,122.16,53.12,112.14,,203.48,45.18,77.6
2018-05-24,65.64,298.07,93.09,50.59,100.81,,168.39,65.82,56.44
2018-05-25,64.28,249.82,108.46,39.54,124.43,,159.11,17.46,66.25
2018-05-26,43.62,263.49,67.93,31.62,126.26,,138.06,44.1,37.35
2018-05-27,52.37,314.96,69.28,43.25,138.75,,196.27,27.03,41.96
2018-05-28,48.38,290.96,76.56,76.72,76.5,,188.11,40.0,44.72
2018-05-29,27.94,312.18,91.62,80.88,61.18,49.8,161.76,41.09,72.18
2018-05-30,38.75,295.94,80.59,106.22,67.01,57.81,190.37,32.33,83.29
2018-05-31,41.38,235.22,83.68,107.24,327.61,65.82000000000001,137.75,42.4,74.79
2018-06-01,60.8,233.97,77.09,102.24,331.54,73.83000000000001,179.51,36.25,84.96
2018-06-02,54.34,154.66,63.45,86.36,179.33,81.84,491.01,27.32,61.1
2018-06-03,29.26,140.21,73.89,121.95,199.98,105.91,219.89,22.6,57.28
2018-06-04,28.86,179.31,64.8,89.52,194.06,144.27,234.51,30.1,72.82
2018-06-05,22.18,152.57,67.42,144.62,208.58,171.14,225.77,37.16,70.21
2018-06-06,27.69,159.45,62.83,84.35,177.555,136.1,191.06,33.78,55.74
2018-06-07,31.71,165.33,25.82,68.43,146.53,148.89,197.39,27.33,31.22
2018-06-08,21.36,196.34,33.87,124.02,175.81,113.36,256.32,43.69,29.24
2018-06-09,26.98,136.75,42.57,83.33,135.11,,101.89,40.67,24.79
2018-06-10,28.7,141.09,32.8,66.84,148.66,,113.8,36.92,35.39
2018-06-11,34.25,218.14,55.94,87.54,175.01,,152.0,43.69,47.81
2018-06-12,48.19,497.9,88.06,100.2,260.67,,248.63,53.74,57.11
2018-06-13,48.59,743.98,89.47,136.51,340.65,,361.08,39.6,68.27
2018-06-14,35.64,761.91,92.58,148.5,917.08,,324.0,28.3,103.88
2018-06-15,33.51,613.34,86.25,188.11,802.87,160.53,216.17,30.9,107.31
2018-06-16,43.59,516.85,63.65,173.25,401.62,,158.06,28.76,69.96
2018-06-17,42.66,289.18,66.18,141.61666666666667,215.18,,130.08,31.95,78.11
2018-06-18,100.6,166.71,48.97,109.98333333333332,183.02,,239.87,38.2,68.72
2018-06-19,100.12,152.06,29.85,78.35,171.73,,125.66,63.21,55.59
2018-06-20,73.69,201.22,26.79,129.48,152.49,,99.87,49.12,59.46
2018-06-21,76.66,273.16,33.35,106.31,120.27,,198.31,44.95,55.66
2018-06-22,79.08,247.55,45.55,74.19,150.34,,145.43,45.68,50.06
2018-06-23,55.83,242.29,34.46,97.3,154.91,,143.46,44.56,43.47
2018-06-24,73.73,163.89,37.87,95.68,120.52,,116.5,25.55,45.11
2018-06-25,70.62,155.61,41.38,113.06,174.24,,93.53,41.84,60.89
2018-06-26,56.97,92.12,41.54,101.23,229.22,,80.01,39.79,48.26
2018-06-27,42.25,111.4,46.04,113.38,85.39,,70.62,39.18,54.97
2018-06-28,34.44,71.42,50.36,70.27,46.12,,45.71,34.99,33.5
2018-06-29,44.86,84.12,57.2,84.65,40.21,,50.54,38.49,49.43
2018-06-30,65.8,103.75,57.03,79.51,72.24,,66.1,35.9,49.14
2018-07-01,64.03,97.81,39.49,91.28,89.71,,127.94,33.89,46.59
2018-07-02,55.13,122.23,42.25,79.9,96.36,,92.06,34.53,41.99
2018-07-03,62.68,109.65,41.16,86.26,42.27,99.28,64.43,43.26,38.79
2018-07-04,71.37,113.75,58.87,102.52,49.28,49.82,75.61,42.32,69.33
2018-07-05,74.52,133.6,40.07,91.04,75.99,65.94,132.67,40.65,48.97
2018-07-06,58.91,163.19,48.6,71.62,119.11,159.22,164.14,46.16,41.01
2018-07-07,38.84,158.13,51.43,101.2,109.11,113.33,171.89,44.91,32.02
2018-07-08,42.49,179.05,45.9,80.16,92.76,96.66,174.4,36.83,26.94
2018-07-09,56.44,169.96,36.37,88.43,87.53,81.75,169.73,29.21,38.25
2018-07-10,52.63,112.45,44.03,82.39,68.71,86.9,125.02,27.82,38.17
2018-07-11,53.13,102.39,45.74,84.57,46.52,100.95,82.22,36.89,30.98
2018-07-12,51.19,127.08,16.09,70.56,55.76,98.9,82.09,39.8,25.24
2018-07-13,47.82,61.6,26.26,82.2,33.03,89.74,55.56,46.58,30.86
2018-07-14,60.54,70.35,40.97,84.99,45.5,66.96,59.32,36.38,29.97
2018-07-15,63.33,78.42,39.28,49.03,41.26,69.66,41.93,21.69,26.62
2018-07-16,47.19,83.03,20.0,99.19,47.3,69.45,52.99,26.23,24.01
2018-07-17,53.45,84.78,26.59,74.76,41.49,59.99,49.09,27.05,28.62
2018-07-18,56.14,97.11,36.01,82.04,53.83,88.62,62.93,41.07,41.47
2018-07-19,43.02,83.54,38.34,58.77,53.06,112.81,50.27,35.93,49.26
2018-07-20,41.94,80.33,32.59,67.82,65.56,116.51,73.79,46.7,35.5
2018-07-21,52.67,95.93,51.45,59.59,60.21,68.22,58.65,62.76,47.61
2018-07-22,67.89,47.63,54.49,91.42,27.13,49.91,51.94,58.53,50.6
2018-07-23,51.56,69.73,53.6,138.91,40.44,52.53,58.85,65.29,62.29
2018-07-24,50.14,94.8,44.78,137.9,48.14,74.82,56.67,43.0,56.44
2018-07-25,44.75,80.13,53.74,128.51,51.05,83.12,74.65,34.25,68.97
2018-07-26,55.87,57.98,42.62,150.92,31.86,61.97,154.02,40.29,82.27
2018-07-27,64.9,35.79,43.56,127.79,29.2,50.86,137.81,46.1,46.76
2018-07-28,64.54,67.2,55.98,108.84,28.23,91.23,115.76,54.71,80.26
2018-07-29,57.53,116.89,74.2,127.5,38.77,120.11,122.45,50.25,76.32
2018-07-30,65.5,122.86,84.97,157.0,49.86,179.33,107.31,37.53,98.01
2018-07-31,67.39,165.4,66.84,163.0,59.9,86.95,139.8,25.9,112.48
2018-08-01,68.6,195.09,75.6,239.38,63.84,86.96,178.41,39.67,91.71
2018-08-02,68.41,268.29,76.03,109.01,61.34,70.68,191.11,36.35,51.48
2018-08-03,71.35,248.8,101.48,165.01,147.2,77.32,187.2,37.27,70.1
2018-08-04,94.02,264.97,76.16,166.88,127.95,135.24,173.12,42.58,75.21
2018-08-05,81.19,246.89,55.76,115.41,83.64,191.13,164.36,33.81,80.0
2018-08-06,66.31,131.76,71.45,140.55,47.79,120.67,133.34,28.54,72.48
2018-08-07,59.59,110.19,55.72,83.09,19.9,109.67,113.08,30.15,52.91
2018-08-08,43.88,76.04,46.48,82.99,18.23,104.7,92.53,25.2,40.15
2018-08-09,55.07,91.15,37.67,109.74,19.99,109.37,54.06,39.6,57.71
2018-08-10,59.31,115.63,41.09,107.32,38.43,119.04,75.27,27.55,28.72
2018-08-11,46.24,98.26,29.84,71.82,38.21,117.11,82.0,31.22,19.96
2018-08-12,35.22,83.58,28.35,49.71,65.08,117.12,76.2,29.91,15.83
2018-08-13,39.72,106.03,24.68,49.8,47.75,147.82,98.64,31.66,16.42
2018-08-14,31.87,126.7,46.65,82.02,35.59,118.01,106.87,28.88,20.5
2018-08-15,36.24,117.21,68.81,96.845,31.42,116.96,174.59,42.0,45.04
2018-08-16,38.58,88.06,10.87,111.67,61.22,97.55,63.99,34.43,23.71
2018-08-17,52.28,80.82,46.57,69.31,50.07,115.41,50.48,27.58,24.61
2018-08-18,65.73,77.4,41.14,68.96,28.55,163.25,59.66,28.14,32.52
2018-08-19,52.97,96.0,34.82,52.3,24.03,194.13,54.67,30.3,14.17
2018-08-20,67.41,125.39,31.47,53.92,39.04,91.71,63.08,39.35,22.96
2018-08-21,77.55,77.56,23.02,48.4,37.9,85.73,74.71,44.17,27.28
2018-08-22,74.0,74.91,29.62,67.02,43.11,111.4,72.22,46.05,7.8
2018-08-23,52.66,73.3,38.94,71.25,30.87,129.96,54.46,43.2,32.62
2018-08-24,60.28,88.0,56.52,39.0,47.04,143.75,66.95,50.41,40.74
2018-08-25,75.89,82.69,55.37,93.42,55.11,152.22,66.07,42.72,60.26
2018-08-26,60.03,77.21,45.18,94.87,63.18,146.81,89.44,39.71,43.47
2018-08-27,64.68,56.62,40.27,96.32,71.25,93.89,121.42,37.14,23.92
2018-08-28,63.28,58.76,45.72,108.88,92.29,102.98,184.45,24.86,43.47
2018-08-29,49.08,65.58,64.42,133.73,99.16,99.33,81.65,33.98,57.46
2018-08-30,66.23,95.47,82.96,110.32,73.84,146.37,142.72,41.24,81.89
2018-08-31,57.18,152.29,75.11,125.77,86.23,146.62,108.97,47.25,69.22
2018-09-01,78.59,110.35,71.26,84.6,74.16,123.14,82.3,56.07,62.75
2018-09-02,69.2,80.4,47.92,99.71,48.94,100.79,58.8,52.38,76.16
2018-09-03,73.19,72.38,39.37,104.47,36.88,67.46,52.13,50.48,78.68
2018-09-04,81.02,105.56,66.88,101.34,39.17,106.0,75.55,51.27,86.08
2018-09-05,77.04,101.8,87.39,91.6,64.29,88.89,125.37,55.46,71.36
2018-09-06,71.56,138.52,83.21,133.49,82.86,84.94,111.45,52.45,81.43
2018-09-07,66.34,87.03,79.97,105.99,56.13,67.82,84.08,45.48,101.05
2018-09-08,47.45,72.63,55.67,134.82,24.89,121.14,66.71,43.17,89.38
2018-09-09,56.66,56.92,91.9,165.7,34.62,,36.25,47.03,80.66499999999999
2018-09-10,72.52,83.98,94.94,123.99,43.28,,69.66,50.89,71.95
2018-09-11,79.46,78.11,66.55,100.31,42.87,,81.34,60.76,75.5
2018-09-12,73.31,103.27,53.38,114.28,47.01,,86.86,67.26,82.62
2018-09-13,76.26,115.88,77.55,109.78,84.37,,86.72,68.99,66.97
2018-09-14,76.6,113.92,85.86,117.69,44.41,,93.5,72.04,67.4
2018-09-15,56.2,125.81,89.53,147.66,36.96,,96.66,64.05,69.39
2018-09-16,55.34,131.43,89.05,192.29,41.76,,95.56,43.68,59.3
2018-09-17,49.62,157.59,61.65,79.99,56.83,,105.2,43.82,49.21
2018-09-18,64.1,165.11,63.97,104.04,67.86,,108.36,35.01,34.83
2018-09-19,69.15,175.12,84.63,129.97,81.95,,125.88,39.68,52.84
2018-09-20,74.65,185.23,97.71,105.67,88.29,,131.03,32.57,80.97
2018-09-21,81.33,112.51,78.9,74.29,73.77,,152.06,60.69,71.42
2018-09-22,80.93,46.36,58.1,71.96,33.3,,42.51,56.28,50.33
2018-09-23,75.04,54.77,62.49,101.61,10.81,,29.29,30.23,50.18
2018-09-24,56.12,35.84,68.68,77.84,17.01,159.15,49.27,29.76,50.51
2018-09-25,63.24,49.41,86.95,79.11,27.65,,119.84,45.89,60.44
2018-09-26,76.66,108.67,107.41,104.24,84.37,,148.79,47.71,45.81
2018-09-27,72.24,171.42,78.57,92.5,93.59,,137.69,41.11,37.31
2018-09-28,77.69,214.66,99.06,55.55,94.38,,133.41,45.3,34.75
2018-09-29,64.18,230.62,107.62,86.03,43.79,,204.24,27.84,41.04
2018-09-30,62.82,155.26,129.23,119.12,84.29,,169.67,35.57,42.61
2018-10-01,66.61,177.08,122.8,125.23,119.97,,120.65,43.0,37.07
2018-10-02,51.79,185.21,80.37,137.38,130.41,,130.6,31.2,30.1
2018-10-03,52.6,177.17,79.0,104.29,134.54,204.97,117.24,34.18,41.43
2018-10-04,46.9,235.14,85.85,141.49,79.33,305.39,86.8,29.82,39.67
2018-10-05,40.41,270.61,103.38,154.36,65.32,342.4,103.51,39.69,56.44
2018-10-06,42.0,199.37,136.25,181.76,95.99,315.84,118.1,50.39,109.35
2018-10-07,69.05,221.03,139.95,155.0,194.56,310.64,112.71,24.47,163.06
2018-10-08,96.04,279.23,144.33,122.81,154.77,343.78,104.33,26.54,122.89
2018-10-09,91.63,263.89,146.71,126.5,87.81,362.61,118.42,26.27,184.84
2018-10-10,109.21,256.14,150.65,93.9,132.12,358.43,149.94,34.46,172.08
2018-10-11,147.26,208.39,148.36,137.83,152.34,105.58,164.77,50.68,157.38
2018-10-12,151.57,172.04,132.24,110.35,152.55,134.55,135.2,67.44,122.69
2018-10-13,158.69,264.13,130.27,118.55,211.81,134.45,129.21,63.53,116.44
2018-10-14,100.3,217.12,111.45,99.35,271.06,127.22,175.48,52.64,102.6
2018-10-15,88.52,280.24,107.55,100.07,228.06,253.6,143.41,53.57,76.61
2018-10-16,94.07,342.5,90.41,83.99,125.47,379.98,156.8,35.04,72.03
2018-10-17,51.83,323.31,53.89,89.9,121.94,286.64,128.48,28.26,48.93
2018-10-18,55.23,337.98,57.72,164.46,106.02,293.44,147.49,30.33,75.794
2018-10-19,61.94,313.84,80.57,209.56,112.9,283.64,147.93,30.94,102.658
2018-10-20,86.65,328.13,128.56,187.53,85.78,222.86,136.15,28.76,129.522
2018-10-21,122.86,294.36,131.27,213.95,143.94,292.8,181.3,24.47,156.386
2018-10-22,132.8,274.68,144.33,250.11,182.15,397.63,113.03,31.72,183.25
2018-10-23,123.18,302.16,139.91,249.15,144.84,379.78,108.54,33.12,155.98
2018-10-24,111.41,384.46,125.13,226.33,184.57,262.56,121.51,56.61,130.58
2018-10-25,121.55,368.33,124.74,198.9,106.31,258.84,123.68,72.5,125.33
2018-10-26,123.42,396.01,123.62,123.25,120.38,299.21,131.48,94.45,128.8
2018-10-27,112.7,408.94,145.22,208.22,138.69,267.77,137.79,116.25,167.05
2018-10-28,96.1,375.23,134.88,107.47,130.79,254.9,151.56,96.05,119.1
2018-10-29,101.84,427.06,130.4,70.48,175.25,278.32,172.78,84.26,115.41
2018-10-30,109.55,459.45,121.32,72.83,171.82,192.25,168.18,90.58,125.68
2018-10-31,106.07,405.94,120.91,49.88,143.96,227.19,192.07,83.3,65.58
2018-11-01,66.49,416.97,109.17,32.91,306.18,268.34,159.56,68.11,37.38
2018-11-02,56.53,373.61,76.12,36.49,87.84,295.6,139.07,77.95,53.23
2018-11-03,63.23,298.85,59.8,29.02,139.29,300.9,111.45,27.28,38.49
2018-11-04,77.72,179.85,48.95,28.92,102.81,338.4,155.07,45.52,36.56
2018-11-05,90.86,500.01,68.87,38.83,106.09,320.33,96.51,78.08,68.71
2018-11-06,116.55,312.87,94.97,89.68,90.9,314.2,143.3,86.88,64.84
2018-11-07,107.56,300.54,103.16,160.09,213.3,429.17,147.91,65.46,71.27
2018-11-08,108.02,509.73,109.93,196.15,215.67,466.99,228.55,73.19,97.64
2018-11-09,98.45,440.76,125.75,108.47,112.53,330.12,256.31,60.82,111.28
2018-11-10,88.44,447.4,136.07,160.33,157.76,365.35,243.42,53.9,115.5
2018-11-11,101.12,425.12,129.81,141.5,178.25,339.24,171.85,54.12,129.41
2018-11-12,120.24,464.28,148.54,157.27,96.43,388.77,171.55,63.39,164.24
2018-11-13,130.84,441.43,150.01,120.8,129.04,396.72,193.07,59.67,173.47
2018-11-14,143.53,225.77,159.01,131.34,121.76,488.67,120.91,87.3,160.66
2018-11-15,105.52,175.95,140.37,108.41,111.3,454.92,179.8,104.39,93.11
2018-11-16,59.99,230.56,115.57,111.88,142.45,511.008,180.6,73.44,43.67
2018-11-17,96.6,255.42,59.77,138.21,205.11,567.096,171.56,76.59,48.0
2018-11-18,83.45,313.67,50.4,97.11,152.6,623.184,132.79,64.32,46.57
2018-11-19,61.66,319.12,61.77,88.83,128.53,679.2719999999999,123.11,47.35,66.67
2018-11-20,67.23,374.77,112.36,94.72,139.23,735.36,145.57,35.46,100.01
2018-11-21,71.11,349.54,139.98,,147.22,469.99,160.78,36.16,100.82
2018-11-22,39.52,292.92,137.89,,162.8,326.64,144.07,48.44,112.7
2018-11-23,50.78,331.22,147.11,,102.86,336.19,168.41,49.24,112.5
2018-11-24,93.05,223.33,155.13,,100.78,322.36,159.27,37.35,107.69
2018-11-25,106.53,268.83,149.67,,152.57,397.89,193.58,44.34,183.0
2018-11-26,119.7,362.41,150.75,,142.12,458.18,139.42,85.65,183.15
2018-11-27,137.9,378.23,152.94,,154.01,456.38,132.45,112.18,190.73
2018-11-28,112.2,356.12,155.16,,140.32,369.99,150.3,119.12,152.44
2018-11-29,86.54,363.12,153.14,,144.93,373.13,159.61,108.14,97.29
2018-11-30,79.92,340.56,145.96,101.29,139.7,354.37,171.07,58.17,154.02
2018-12-01,83.54,297.66,147.06,120.39,140.07,389.15,177.14,70.75,159.49
2018-12-02,68.25,331.5,145.82,127.95,93.07,388.47,159.49,72.64,125.4
2018-12-03,69.43,356.2,145.29,135.51,123.95,350.58,154.57,69.66,129.57
2018-12-04,74.27,393.74,147.65,143.07,168.2,410.45,135.66,90.86,143.69
2018-12-05,64.2,345.32,118.13,148.52,137.47,639.27,147.49,74.59,137.58
2018-12-06,81.35,395.33,111.3,154.93,156.56,417.79,148.21,61.3,139.02
2018-12-07,150.02,353.86,92.8,160.54000000000002,141.24,330.05,128.71,53.63,155.25
2018-12-08,98.66,358.72,122.93,166.15,153.63,419.81666666666666,131.45,47.04,172.67
2018-12-09,110.14,388.23,131.2,180.89,162.47,509.5833333333333,142.75,85.48,170.04
2018-12-10,137.41,453.77,132.25,155.66,121.13,599.35,145.21,114.52,162.72
2018-12-11,177.97,461.98,145.09,141.28,52.99,528.33,132.43,124.33,160.83
2018-12-12,142.62,327.23,134.84,122.47,76.5,493.89,95.9,115.19,163.9
2018-12-13,103.83,162.44,123.7,135.92,78.62,488.84,80.8,90.71,160.28
2018-12-14,84.47,196.85,119.8,144.93,100.62,499.41,74.59,73.69,164.19
2018-12-15,81.06,211.8,134.26,168.15,84.08,301.18,80.6,89.85,174.31
2018-12-16,109.67,252.01,149.24,107.74,120.8,343.44,184.78,90.91,137.52
2018-12-17,140.52,322.5,95.42,42.28,138.56,266.98,97.21,85.65,22.54
2018-12-18,181.41,339.38,34.08,24.42,163.05,117.61,114.26,110.35,19.98
2018-12-19,132.37,351.7,62.25,26.8,181.02,268.12,196.71,116.95,33.04
2018-12-20,105.66,429.33,93.15,46.15,126.56,493.13,188.66,102.92,69.23
2018-12-21,106.8,403.18,107.95,76.9,125.74,373.4,192.65,103.17,84.99
2018-12-22,93.24,502.83,139.71,97.28,138.1,519.85,142.72,106.69,81.9
2018-12-23,86.46,560.68,138.69,132.35,166.81,384.85,124.86,60.51,121.25
2018-12-24,85.68,546.59,154.46,141.81,141.23,249.85,133.18,60.48,142.65
2018-12-25,102.48,399.37,149.61,197.54,152.5,371.665,133.25,52.33,135.61
2018-12-26,100.47,366.1,119.15,193.27,178.86,493.48,142.13,69.44,114.53
2018-12-27,107.8,453.45,134.16,195.18,160.38,378.14,160.86,81.17,87.25
2018-12-28,111.01,387.84,138.43,179.35,155.08,296.7,150.5,79.04,127.1
2018-12-29,106.31,399.14,140.93,137.85,218.44,357.16,175.54,85.51,145.06
2018-12-30,100.07,503.99,142.41,116.5,175.0,362.09,173.96,83.14,154.73
2018-12-31,107.44,494.51,136.91,147.92,186.41,413.78,184.89,99.05,136.71
2019-01-01,107.76,461.02,143.42,278.71,205.42,484.34,212.37,99.86,140.9
2019-01-02,92.47,515.72,153.99,265.78,171.98,422.12,190.06,98.66,189.28
2019-01-03,96.42,519.34,146.69,285.83,100.89,502.23,167.25,92.79,230.27
2019-01-04,105.52,388.79,158.34,244.16,76.48,559.79,140.16,80.7,187.83
2019-01-05,99.1,411.49,140.13,170.85,62.82,599.3,130.37,85.2,196.3
