Date,Bengaluru,Delhi,Hyderabad,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati
2019-10-07,60.1,137.81,81.52,81.94,75.78,65.3,100.67,22.56,34.78
2019-10-08,39.4,116.56,83.53,157.35,73.6,62.51,92.61,19.94,39.09
2019-10-09,46.37,182.89,79.18,34.04,71.06,61.22,98.12,34.77,44.01
2019-10-10,70.64,215.18,64.26,80.25,64.47,67.7,92.04,33.61,31.3
2019-10-11,79.81,203.36,56.51,99.34,112.42,73.54,101.36,29.79,33.96
2019-10-12,75.75,209.42,61.3,112.85,134.52,65.74,107.82,28.76,24.44
2019-10-13,46.8,255.42,61.96,161.21,136.04,68.79,141.72,21.86,21.25
2019-10-14,52.98,239.47,94.89,46.85,136.64,65.79,127.04,28.23,26.48
2019-10-15,57.89,285.26,100.99,72.39,102.57,73.07,138.94,29.12,56.07
2019-10-16,57.38,279.78,104.37,56.18,88.71,59.7,128.95,33.51,67.65
2019-10-17,48.38,245.2,94.64,20.34,81.17,70.56,143.55,20.77,36.71
2019-10-18,52.13,203.39,52.38,22.06,74.0,69.3,113.18,23.21,25.78
2019-10-19,37.64,174.84,54.35,23.93,54.08,96.55,106.5,18.555,24.72
2019-10-20,39.02,203.14,51.18,17.65,107.14,99.26,152.29,13.9,21.82
2019-10-21,41.14,235.0,46.72,23.78,136.27,93.33,126.29,16.67,25.65
2019-10-22,35.11,213.26,71.08,26.01,181.64,97.1,150.71,22.5,20.41
2019-10-23,35.91,268.58,70.86,8.16,172.08,107.17,164.0,21.1,23.54
2019-10-24,46.46,346.51,43.48,63.4,132.9,97.26,129.05,33.55,23.73
2019-10-25,42.75,270.87,56.62,88.58,135.6,93.26,156.27,37.78,26.41
2019-10-26,47.6,290.6,42.64,60.5,161.15,91.49,128.1,36.28,27.75
2019-10-27,74.17,321.68,51.1,192.8,181.67,102.92,167.46,42.3,36.29
2019-10-28,78.91,420.35,94.5,61.36,303.33,92.45,317.48,35.83,53.68
2019-10-29,78.0,440.77,74.5,50.3,189.73,111.14,258.16,33.99,39.12
2019-10-30,42.23,454.35,72.97,69.57,245.27,95.27,142.43,10.54,35.57
2019-10-31,49.95,500.04,51.57,109.0,226.33,103.78,149.59,12.23,28.41
2019-11-01,77.15,584.15,54.11,144.14,235.28,101.4,117.66,28.72,35.12
2019-11-02,72.41,467.74,70.0,157.26,181.95,97.62,204.73,37.35,39.48
2019-11-03,71.78,706.58,84.04,259.91,305.4,113.21,177.57,31.71,74.55
2019-11-04,112.73,386.16,115.79,194.85,207.47,116.47,135.82,27.28,101.39
2019-11-05,144.98,296.98,157.6,252.29,186.99,111.58,147.13,50.49,137.41
2019-11-06,142.05,207.19,155.75,183.4,221.46,107.97,113.7,50.81,148.15
2019-11-07,136.66,292.56,125.56,153.08,71.87,122.77,86.17,45.02,135.44
2019-11-08,110.88,253.44,129.17,174.76,61.24,115.11,156.68,47.27,128.86
2019-11-09,102.59,230.5,146.94,142.8,81.33,98.21,144.05,31.08,128.41
2019-11-10,102.92,296.44,133.78,88.54,143.08,98.61,143.75,30.39,82.75
2019-11-11,117.91,380.54,122.21,98.86,158.85,125.52,153.14,39.27,68.41
2019-11-12,68.96,529.59,111.69,104.19,313.31,110.06,171.8,49.25,69.2
2019-11-13,81.26,541.19,120.38,78.79,339.69,210.86,213.07,67.61,76.67
2019-11-14,61.17,545.66,124.6,104.68,260.33,168.74,229.9,56.88,91.06
2019-11-15,65.78,576.12,130.32,108.74,180.68,167.98,136.96,48.96,97.67
2019-11-16,57.92,293.0,134.25,111.17,164.0,161.63,143.57,35.95,104.25
2019-11-17,64.16,165.5,135.59,92.64,105.92,164.01,94.09,27.57,109.47
2019-11-18,61.85,181.67,153.76,85.5,190.56,176.42,95.75,51.91,72.25
2019-11-19,51.01,218.13,159.66,129.85,263.97,154.23,93.86,45.85,89.89
2019-11-20,48.76,295.47,153.06,120.93,253.95,183.67,108.09,43.29,113.24
2019-11-21,78.55,363.77,137.03,101.16,180.08,205.88,112.33,39.84,97.39
2019-11-22,78.49,332.6,143.27,100.93,122.03,139.64,136.99,35.35,87.02
2019-11-23,68.13,224.14,146.29,119.7,59.83,175.59,183.61,53.49,100.23
2019-11-24,71.69,178.21,147.9,147.0,88.49,223.58,154.12,49.09,111.89
2019-11-25,69.94,213.67,152.32,150.87,146.1,230.44,137.38,42.3,121.3
2019-11-26,72.66,225.78,147.41,148.19,80.76,250.22,106.04,47.81,124.9
2019-11-27,65.25,128.1,141.73,119.26,46.08,276.18,115.98,65.38,109.47
2019-11-28,53.29,58.6,141.9,80.81,39.49,283.52,173.58,40.69,88.67
2019-11-29,61.34,100.29,117.76,105.51,51.37,207.3,114.1,49.72,63.76
2019-11-30,50.92,159.36,129.5,102.9,69.84,188.06,113.4,25.41,86.24
2019-12-01,42.5,192.47,115.41,94.56,99.83,154.86,113.24,13.3,106.58
2019-12-02,34.67,229.08,78.45,113.55,137.8,160.28,103.89,31.62,86.96
2019-12-03,55.3,241.56,80.56,125.12,140.27,179.12,133.0,51.14,97.97
2019-12-04,69.48,277.92,134.99,113.04,145.52,185.9,127.29,52.39,114.45
2019-12-05,91.85,416.79,152.49,129.34,103.82,181.81,110.43,58.52,122.21
2019-12-06,96.47,362.1,164.16,110.56,84.09,200.99,154.65,58.0,132.55
2019-12-07,71.64,348.44,152.67,73.78,111.95,249.96,170.28,64.6,98.77
2019-12-08,52.13,355.16,126.99,48.31,114.79,241.05,129.83,39.35,63.62
2019-12-09,56.84,311.58,111.21,48.71,162.16,211.02,143.97,44.54,49.69
2019-12-10,55.42,363.3,116.77,95.84,202.77,220.76,170.32,57.7,69.06
2019-12-11,63.74,452.65,122.45,96.94,132.04,233.43,159.87,59.92,82.17
2019-12-12,67.98,412.59,109.27,112.54,44.31,245.4,133.17,49.24,66.08
2019-12-13,71.83,124.26,69.75,110.43,35.96,256.39,110.13,61.92,62.14
2019-12-14,60.07,128.36,83.56,71.34,47.36,182.45,67.13,42.06,63.53
2019-12-15,66.09,151.57,78.64,54.86,38.24,169.59,88.25,46.41,79.0
2019-12-16,59.81,133.11,100.38,84.0,51.31,107.38,85.13,63.77,78.44
2019-12-17,61.09,140.23,129.71,121.94,64.66,95.36,96.44,51.31,107.1
2019-12-18,84.86,214.88,146.93,126.76,85.25,149.78,145.26,66.25,105.01
2019-12-19,77.48,385.13,147.41,124.21,80.52,139.3,114.33,48.09,120.25
2019-12-20,91.61,449.06,152.23,118.43,125.24,177.59,132.48,57.02,119.82
2019-12-21,89.87,353.94,156.27,145.62,69.41,218.68,124.14,52.52,118.52
2019-12-22,84.08,202.05,141.72,,84.25,260.27,74.88,63.31,103.82
2019-12-23,89.98,240.19,132.56,,101.77,297.5,102.75,68.62,104.91
2019-12-24,77.13,401.03,109.07,,128.35,264.4,107.85,80.62,115.06
2019-12-25,71.87,258.28,123.2,,76.1,240.28,110.92,58.38,120.22
2019-12-26,87.08,299.85,114.8,,84.32,211.8,137.0,38.64,81.46
2019-12-27,87.09,371.45,119.06,,105.41,178.65,151.74,49.14,73.58
2019-12-28,70.75,426.12,141.13,,106.95,165.24,164.04,62.85,88.15
2019-12-29,73.77,500.15,149.05,,107.95,170.35,156.69,72.67,110.95
2019-12-30,77.49,486.35,127.34,,97.83,181.4,183.66,73.72,90.44
2019-12-31,84.76,338.18,82.17,99.33,98.3,219.83,168.36,68.57,80.8
2020-01-01,70.8,483.87,69.42,108.15,137.93,186.03,153.05,65.09,88.85
2020-01-02,62.73,439.31,56.0,90.22,115.13,140.69,96.26,60.26,65.39
2020-01-03,69.62,337.04,57.88,92.39,110.89,103.69,119.11,65.79,62.93
2020-01-04,106.81,327.22,106.32,50.19,134.78,138.23,120.23,55.05,38.35
2020-01-05,97.94,257.94,113.98,43.09,95.22,103.93,143.95,43.67,56.66
2020-01-06,62.08,247.47,101.12,87.02,47.36,162.81,127.91,74.23,61.4
2020-01-07,62.95,176.22,89.73,102.77,46.3,212.13,103.39,59.51,97.7
2020-01-08,74.18,145.85,74.46,93.16,31.7,263.8,116.72,37.56,75.4
2020-01-09,85.93,132.06,88.34,209.75,80.34,179.78,64.83,57.01,62.09
2020-01-10,83.02,203.54,129.65,87.2,76.73,129.94,88.47,65.95,84.62
2020-01-11,66.98,245.62,141.86,138.17,80.28,121.55,116.17,55.43,100.98
2020-01-12,75.34,325.36,137.74,125.02,73.05,127.13,119.43,50.54,109.42
2020-01-13,97.81,329.77,135.4,234.22,61.51,175.52,124.35,72.0,121.55
2020-01-14,108.24,163.67,139.44,326.4,83.72,237.74,96.06,85.45,111.92
2020-01-15,79.82,179.08,86.93,180.44,187.66,288.08,92.31,90.09,90.93
2020-01-16,84.68,197.9,65.41,103.17,81.67,269.38,94.23,74.82,75.95
2020-01-17,85.16,152.98,63.66,81.3,110.41,206.68,108.73,69.87,66.69
2020-01-18,65.04,198.24,74.36,81.73,98.08,182.83,101.53,59.79,51.42
2020-01-19,59.29,187.93,71.2,92.98,82.99,140.68,119.35,56.6,58.14
2020-01-20,82.12,225.67,83.38,79.86,108.1,110.04,137.1,58.42,57.33
2020-01-21,84.98,348.45,89.76,54.82,69.74,179.88,93.14,52.01,55.3
2020-01-22,71.37,296.98,85.47,107.42,40.05,254.13,107.22,55.34,65.26
2020-01-23,76.02,137.61,115.76,166.18,50.66,199.88,82.95,53.17,93.3
2020-01-24,84.68,151.81,128.53,177.62,77.9,135.63,94.73,60.35,96.6
2020-01-25,95.52,240.57,141.41,142.02,130.66,152.25,120.92,65.88,76.33
2020-01-26,93.93,309.09,138.48,128.35,82.9,156.13,152.56,55.09,63.99
2020-01-27,92.25,330.91,119.51,117.45,94.0,141.78,89.61,59.45,62.65
2020-01-28,98.54,149.12,105.71,136.94,55.89,319.28,102.11,80.21,60.66
2020-01-29,100.44,134.17,132.5,119.24,36.13,215.07,58.37,91.03,51.68
2020-01-30,107.2,168.43,149.58,105.92,57.69,207.86,76.94,88.7,60.01
2020-01-31,102.88,170.33,131.21,110.18,139.43,131.69,84.15,86.73,53.9
2020-02-01,105.15,201.19,83.63,66.31,102.82,146.95,107.15,71.66,43.36
2020-02-02,84.84,200.9,86.11,50.95,66.20999999999998,119.47,114.62,57.62,42.27
2020-02-03,80.75,243.43,79.23,54.88,29.6,151.35,105.2,68.97,47.41
2020-02-04,75.0,340.56,68.94,71.06,103.84,213.44,106.78,53.71,49.64
2020-02-05,74.45,255.41,79.91,128.79,94.4,193.97,110.26,62.33,46.38
2020-02-06,92.77,205.43,83.58,64.27,128.7,142.64,121.15,60.73,42.08
2020-02-07,103.19,253.82,85.67,103.55,102.49,194.27,109.67,56.28,37.38
2020-02-08,106.63,238.17,82.42,54.27,166.94,279.62,93.48,61.92,41.78
2020-02-09,111.14,247.62,67.47,47.32,160.38,221.87,126.91,60.54,63.42
2020-02-10,82.96,292.44,71.1,59.32,115.75,164.12,152.86,134.53,56.64
2020-02-11,77.23,306.12,80.0,98.66,187.15,148.76,129.13,70.15,73.27
2020-02-12,72.71,295.05,105.86,106.88,136.28,151.91,151.41,64.86,94.82
2020-02-13,86.81,179.78,130.5,179.96,117.43,182.25,170.52,69.38,99.2
2020-02-14,120.55,172.28,149.4,131.84,100.08,263.41,130.02,63.63,76.55
2020-02-15,129.65,174.78,142.86,143.74,123.92,132.82,121.14,70.41,110.64
2020-02-16,89.03,237.81,134.24,111.72,154.93,136.42,128.09,80.15,64.2
2020-02-17,94.89,282.84,138.05,121.58,145.96,170.36,150.22,82.96,54.82
2020-02-18,105.87,238.91,120.32,107.09,144.61,178.91,154.46,67.89,62.23
2020-02-19,97.46,286.39,116.05,92.06,142.11,303.64,153.94,67.59,69.15
2020-02-20,95.51,223.69,94.57,69.95,123.28,292.12,105.0,74.67,74.88
2020-02-21,72.85,85.49,76.37,59.7,73.67,245.78,161.44,62.19,61.83
2020-02-22,82.03,123.44,77.15,70.91,101.2,202.98,91.06,68.21,54.16
2020-02-23,85.26,182.2,64.14,125.81,109.4,167.02,104.68,49.54,62.43
2020-02-24,82.42,145.05,77.92,153.34,132.54,130.94,98.54,58.64,53.22
2020-02-25,97.01,224.02,107.78,76.4,134.7,108.44,121.82,61.57,47.43
2020-02-26,88.67,258.62,134.28,107.91,156.66,116.93,107.89,60.79,59.42
2020-02-27,92.84,203.77,108.25,58.33,133.37,115.01,115.08,59.85,67.95
2020-02-28,95.58,161.36,103.27,117.11,142.34,146.96,121.08,68.88,57.18
2020-02-29,95.45,115.82,94.49,131.04,83.14,179.26,114.53,123.28,59.72
2020-03-01,89.66,91.88,93.93,125.65,83.69,197.27,86.33,55.13,56.46
2020-03-02,115.89,203.51,98.66,104.45,97.38,185.34,86.35,59.61,62.14
2020-03-03,154.34,188.73,101.91,151.4,103.81,276.26,116.32,50.14,64.95
2020-03-04,118.07,193.79,109.13,110.01,135.96,101.22,100.89,88.17,59.47
2020-03-05,111.38,67.5,135.4,47.95,74.89,93.97,64.82,63.93,31.66
2020-03-06,83.19,38.5,85.6,40.46,61.51,,62.79,58.67,31.65
2020-03-07,89.88,85.45,92.91,36.93,61.08,,71.4,55.47,24.49
2020-03-08,84.01,140.22,68.49,71.21,77.68,,68.45,54.46,22.95
2020-03-09,84.66,133.75,75.09,55.45,72.89,,78.51,54.84,22.79
2020-03-10,89.64,160.91,60.08,46.4,115.85,,79.9,62.34,22.11
2020-03-11,80.31,112.57,75.82,58.97,107.64,,72.28,56.42,19.3
2020-03-12,78.55,155.18,86.96,56.3,74.72,,122.98,59.96,24.73
2020-03-13,76.68,209.02,78.19,51.15,70.36,,247.19,54.95,33.52
2020-03-14,72.04,85.26,83.27,80.28,70.22,,181.04,60.48,44.16
2020-03-15,72.17,124.24,81.84,98.12,83.27,,101.22,53.51,45.42
2020-03-16,71.05,144.37,68.18,111.92,106.34,227.4,92.2,60.2,47.52
2020-03-17,77.96,160.15,69.94,113.8,109.94,117.83,93.03,70.74,49.92
2020-03-18,72.55,162.56,68.45,98.93,118.05,75.54,97.43,47.79,36.11
2020-03-19,87.04,195.15,97.86,115.14,107.8,89.55,102.61,52.54,35.92
2020-03-20,94.45,200.79,72.83,67.96,110.94,78.79,100.6,61.65,28.92
2020-03-21,95.67,184.81,103.66,60.98,100.73,106.75,64.36,59.67,26.07
2020-03-22,66.88,134.46,85.6,69.26,77.22,87.15,67.6,49.53,42.7
2020-03-23,82.77,100.55,72.32,42.84,85.69,90.97,73.5,54.5,50.98
2020-03-24,82.89,103.62,59.24,95.32,75.6,93.0,72.85,41.48,39.17
2020-03-25,48.81,68.03,59.28,65.07,61.47,86.3,57.46,46.73,35.65
2020-03-26,51.53,75.81,60.99,57.46,72.7,61.28,31.24,46.63,44.23
2020-03-27,51.79,45.48,67.6,90.8,60.78,72.67,19.14,52.78,50.63
2020-03-28,45.75,34.15,67.08,85.01,54.63,72.58,27.54,54.61,52.01
2020-03-29,47.23,55.75,75.41,57.42,63.75,53.28,35.04,45.16,53.31
2020-03-30,53.57,64.66,65.96,65.48,68.57,61.31,39.81,48.86,60.36
2020-03-31,48.55,67.01,72.92,52.17,70.76,79.48,46.95,49.22,55.8
2020-04-01,49.89,65.84,83.65,76.29,60.07,99.85,67.35,48.32,63.95
2020-04-02,58.49,61.06,80.7,66.29,63.92,110.3,44.31,56.02,59.98
2020-04-03,69.87,62.69,69.42,74.16,61.42,99.09,37.37,56.3,54.56
2020-04-04,63.83,77.64,72.16,57.81,50.68,119.98,48.46,55.61,53.17
2020-04-05,67.3,96.88,57.17,52.05,68.87,105.92,62.17,46.5,46.95
2020-04-06,50.53,114.88,64.99,43.83,61.685,92.36,81.56,31.28,33.84
2020-04-07,20.84,94.02,39.6,47.4,54.5,119.5,78.6,35.34,28.46
2020-04-08,28.13,79.04,43.45,30.07,47.315,113.38,54.61,37.62,36.98
2020-04-09,32.12,76.32,61.5,54.42,40.13,92.0,56.49,45.18,38.01
2020-04-10,22.69,112.93,36.93,68.95,32.94499999999999,127.19,63.6,43.1,41.26
2020-04-11,35.92,118.1,43.01,38.99,25.76,125.82,88.94,49.68,31.06
2020-04-12,35.49,92.7,59.02,44.33,34.55,122.07,80.61,46.43,36.94
2020-04-13,42.98,136.77,66.35,67.82,59.84,124.78,96.61,52.42,40.46
2020-04-14,52.51,144.7,78.8,65.8,50.46,124.47,116.07,49.73,45.79
2020-04-15,50.11,190.98,68.75,73.21,75.31,118.68,92.25,35.83,45.2
2020-04-16,42.7,191.17,68.87,78.22,48.2,107.72,94.49,26.06,38.03
2020-04-17,50.83,89.58,75.93,63.94,38.01,118.49,147.95,26.14,40.72
2020-04-18,46.7,102.53,63.08,51.65,18.03,128.92,143.5,21.02,26.67
2020-04-19,41.6,73.86,61.21,56.17,30.5,106.17,72.79,20.13,24.92
2020-04-20,31.92,113.25,57.08,35.35,56.92,109.11,51.02,27.65,23.53
2020-04-21,48.52,87.27,42.44,51.36,39.79,85.11,36.53,31.6,20.8
2020-04-22,50.26,130.99,46.3,32.8,51.33,94.42,50.6,30.51,24.12
2020-04-23,48.49,127.82,62.7,37.46,59.48,110.15,45.72,35.6,26.66
2020-04-24,65.58,138.46,54.72,35.406666666666666,78.36,92.89,54.55,38.65,26.24
2020-04-25,55.47,85.83,72.38,33.35333333333333,67.22,87.6,71.1,41.47,38.88
2020-04-26,43.11,117.1,59.77,31.3,54.18,94.54,76.78,57.7,29.15
2020-04-27,50.33,53.02,56.45,40.29,42.21,95.32,48.21,34.27,32.26
2020-04-28,55.81,80.36,53.68,46.6,52.77,88.68,50.57,44.32,33.88
2020-04-29,39.31,114.91,37.73,46.54,86.73,98.46,66.25,34.48,63.42
2020-04-30,54.56,115.63,54.39,66.09,112.59,113.36,193.04,48.19,50.65
2020-05-01,61.29,143.11,53.46,48.54,141.16,99.9,92.73,43.59,54.31
2020-05-02,50.84,107.36,51.4,78.4,114.11,87.66,109.34,48.64,50.38
2020-05-03,56.07,83.02,80.72,67.79,65.47,98.09,102.62,47.16,54.69
2020-05-04,71.6,60.59,69.69,68.24,72.31,119.93,55.48,47.67,56.2
2020-05-05,87.56,115.91,75.39,45.07,74.73,139.89,49.15,54.3,11.0
2020-05-06,64.54,169.61,59.71,45.89,76.19,122.4,65.09,45.58,35.43
2020-05-07,72.07,88.35,58.71,51.48,48.21,128.72,49.74,47.43,41.98
2020-05-08,52.32,120.82,66.53,50.8,83.68,104.75,96.85,36.69,47.91
2020-05-09,60.98,126.9,61.16,40.67,87.52,100.36,119.29,39.05,43.55
2020-05-10,59.49,110.39,47.77,58.2,91.93,97.73,146.77,37.16,34.12
2020-05-11,66.73,93.49,82.55,51.69,70.6,80.81,84.08,34.67,44.23
2020-05-12,70.53,94.4,62.6,42.63,49.58,86.13,45.03,52.48,36.24
2020-05-13,39.32,159.2,54.77,50.06,86.65,76.77,252.96,29.49,36.14
2020-05-14,58.72,126.53,53.65,45.86,78.34,83.05,67.1,38.91,34.03
2020-05-15,46.71,101.93,56.89,42.11,43.74,84.04,114.11,40.97,36.01
2020-05-16,56.99,151.8,61.38,17.99,69.27,127.28,79.61,31.34,35.01
2020-05-17,52.69,187.24,72.72,17.76,77.29,159.13,112.29,40.82,44.57
2020-05-18,47.84,192.68,71.9,36.23,76.97,169.86,142.31,33.81,54.8
2020-05-19,79.02,208.65,122.45,76.7,59.21,160.03,122.71,44.22,71.94
2020-05-20,64.0,155.41,134.25,203.26,68.58,150.51,104.68,39.46,108.2
2020-05-21,60.44,163.77,118.03,150.21,81.31,138.61,104.48,29.47,102.68
2020-05-22,56.21,213.47,137.19,90.94,113.31,150.29,141.08,30.8,103.68
2020-05-23,62.59,209.49,147.59,81.11,96.64,162.18,179.36,37.29,72.04
2020-05-24,66.58,179.3,124.09,72.39,55.05,161.21,152.88,35.54,60.29
2020-05-25,57.36,162.41,97.27,75.86,72.17,164.75,119.96,47.13,57.4
2020-05-26,71.59,190.11,85.85,68.72,90.41,161.9,127.41,35.47,72.96
2020-05-27,55.23,161.76,90.2,121.23,66.23,168.65,148.49,41.6,66.04
2020-05-28,55.7,229.55,96.67,102.0,108.29,155.98,192.43,40.45,66.12
2020-05-29,53.37,66.66,79.56,62.53,77.22,153.2,154.79,32.58,68.44
2020-05-30,42.52,53.19,60.6,84.8,51.65,161.84,70.43,29.67,62.08
2020-05-31,51.62,40.43,60.07,79.53,25.58,152.68,60.0,17.71,58.07
2020-06-01,22.16,80.47,54.63,81.88,33.74,152.57,59.16,16.64,37.02
2020-06-02,19.43,98.32,31.29,43.3,152.97,155.42,59.38,22.06,38.24
2020-06-03,19.34,114.01,24.32,102.58,486.99,155.23,68.89,23.91,35.22
2020-06-04,30.11,143.79,28.72,77.06,167.85,163.98,57.31,34.41,34.52
2020-06-05,48.48,87.05,52.74,112.53,29.73,150.2,38.46,36.22,36.04
2020-06-06,50.12,80.49,74.58,74.97,24.76,152.03,59.04,23.4,43.39
2020-06-07,45.11,91.17,59.86,101.97,43.07,173.57,74.68,32.1,47.69
2020-06-08,48.85,103.27,68.79,125.15,59.04,165.25,76.92,40.8,49.5
2020-06-09,52.5,148.67,56.02,85.41,84.35,170.46,80.86,49.5,44.35
2020-06-10,73.07,156.29,42.43,79.28,76.37,159.89,89.36,45.57,25.24
2020-06-11,39.75,134.36,45.14,98.53,87.65,161.62,89.02,42.51,12.17
2020-06-12,35.21,152.7,35.96,76.27,96.72,109.67,94.71,48.84,12.83
2020-06-13,42.32,129.33,23.48,86.77,93.78,71.5,97.19,46.15,12.76
2020-06-14,35.74,150.28,22.79,83.23,96.98,75.38,78.89,34.44,25.81
2020-06-15,36.58,120.23,31.78,100.53,108.35,70.02,80.35,47.31,24.04
2020-06-16,45.6,107.99,20.76,80.51,119.96,71.22,113.24,46.31,31.52
2020-06-17,56.47,92.58,20.97,73.22,131.87,69.94,105.61,57.72,18.33
2020-06-18,63.66,100.62,33.09,88.8,123.23,66.66,121.22,48.74,27.86
2020-06-19,57.17,205.56,55.14,66.81,169.06,73.82,103.34,41.01,34.97
2020-06-20,47.55,108.73,63.77,86.29,88.74,85.09,134.98,40.99,45.43
2020-06-21,42.05,95.63,72.01,91.75,91.88,75.89,81.15,31.24,30.83
2020-06-22,40.19,77.48,68.3,108.22,95.02,75.71,67.36,34.27,50.49
2020-06-23,49.93,64.12,56.6,83.38,312.18,74.86,56.81,54.74,34.84
2020-06-24,52.43,62.61,45.4,90.9,69.62,69.49,51.1,67.22,35.33
2020-06-25,40.06,77.76,46.29,58.54,57.96,75.64,202.53,51.15,37.36
2020-06-26,28.66,112.08,54.96,32.27,151.19,69.49,118.34,32.5,20.55
2020-06-27,29.48,155.94,44.2,50.94,95.595,73.41,76.66,36.04,24.43
2020-06-28,26.34,308.65,32.18,74.09,40.0,74.52,67.44,43.97,28.51
2020-06-29,29.27,184.12,44.74,65.73,60.69,75.22,77.3,46.71,32.56
2020-06-30,24.26,91.98,41.95,49.97,76.49,80.51,64.26,41.53,35.16
2020-07-01,30.48,128.66,66.5,66.0,100.99,102.38,103.68,35.0,34.0
