Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jaipur,Thiruvananthapuram,Amaravati
2018-02-27,124.25,3.87,10.04,10.72,13.5,14.95,35.57,,17.88,4.14,11.47,7.94,15.02
2018-02-28,124.95,3.4,9.39,14.52,13.53,12.91,33.35,,19.73,3.58,8.37,8.48,22.7
2018-03-01,167.13,3.09,10.14,14.9,12.12,11.14,42.83,,18.51,3.83,12.0,6.84,13.89
2018-03-02,171.32,3.53,9.72,11.52,13.04,10.18,33.4,,22.91,3.5,8.08,7.48,8.98
2018-03-03,109.4,3.14,10.37,12.93,12.7,9.79,39.98,,39.68,3.55,6.62,10.33,9.71
2018-03-04,71.59,4.2,9.28,12.95,11.9,9.17,39.26,,27.14,4.36,8.31,8.62,12.63
2018-03-05,97.02,3.71,7.71,12.7,11.02,8.88,35.41,,20.42,3.46,8.22,8.75,8.98
2018-03-06,99.65,3.85,8.42,12.99,12.26,9.83,36.22,,15.75,2.86,10.76,7.85,9.68
2018-03-07,81.19,3.83,5.79,13.23,13.33,7.58,35.5,1.66,13.82,3.85,9.78,7.87,8.03
2018-03-08,82.23,3.66,9.39,16.98,15.43,7.22,37.06,,2.57,3.92,9.88,5.89,10.21
2018-03-09,94.48,4.07,7.73,18.68,15.73,6.03,42.15,,3.81,3.55,10.32,8.26,12.68
2018-03-10,82.54,4.18,7.81,14.8,14.59,7.24,38.04,,11.94,3.71,12.32,9.76,6.82
2018-03-11,98.31,3.7,12.98,15.41,18.02,6.94,34.89,,14.67,3.72,9.72,14.94,8.35
2018-03-12,101.89,4.01,12.55,17.48,15.34,5.14,37.91,,19.82,8.52,7.8,10.69,7.75
2018-03-13,82.76,4.08,7.09,17.22,15.46,5.62,36.91,,18.72,3.55,9.81,4.27,9.43
2018-03-14,72.88,4.17,7.06,17.39,18.86,7.43,45.05,,22.65,3.09,10.37,5.86,8.63
2018-03-15,59.98,3.95,7.31,16.08,20.64,8.79,44.85,,20.9,3.42,8.84,4.85,11.33
2018-03-16,45.11,3.88,5.73,16.61,15.59,14.59,41.25,,10.7,6.25,10.57,4.3,6.37
2018-03-17,93.54,4.27,8.57,13.63,13.7,5.86,48.51,,15.43,1.95,11.16,5.38,12.47
2018-03-18,118.35,3.39,20.78,17.22,11.51,4.84,51.35,1.87,11.91,2.35,11.81,4.79,10.57
2018-03-19,56.14,3.33,10.23,16.95,11.29,5.87,50.18,,9.05,2.63,11.13,6.05,8.89
2018-03-20,51.32,3.26,11.81,20.52,10.77,7.01,49.53,,17.06,2.59,9.02,5.52,7.04
2018-03-21,57.4,3.02,9.22,24.36,13.27,11.32,46.51,,22.86,2.72,8.62,5.64,15.45
2018-03-22,37.78,3.78,7.46,17.14,10.09,13.35,50.87,,16.68,2.45,9.33,6.17,16.81
2018-03-23,75.71,3.89,3.84,12.75,10.34,16.25,48.0,,13.78,2.4,7.61,5.32,15.55
2018-03-24,72.1,3.61,5.9,14.56,11.63,16.63,47.24,,8.25,7.43,8.77,5.45,9.61
2018-03-25,99.72,3.59,3.54,15.57,9.9,10.47,48.42,,4.7,1.91,10.05,4.98,3.69
2018-03-26,119.98,5.17,9.39,16.28,10.38,7.69,45.13,,9.25,2.92,10.06,5.59,7.26
2018-03-27,118.43,6.99,7.14,18.5,10.63,9.57,54.47,21.43,24.17,6.19,10.24,5.05,13.19
2018-03-28,116.67,4.245,4.51,16.27,13.93,9.65,49.48,,18.48,5.09,11.31,10.06,14.42
2018-03-29,103.12,1.5,5.95,16.53,13.36,9.33,49.89,,10.65,1.52,10.16,5.43,13.63
2018-03-30,111.55,1.48,6.74,15.95,11.53,7.54,47.22,,10.8,5.94,11.24,4.5,18.83
2018-03-31,119.43,2.58,6.34,16.59,10.29,7.47,45.8,,14.53,4.04,11.76,5.8,12.97
2018-04-01,118.21,2.83,7.76,14.13,10.62,5.79,45.56,,10.53,4.97,9.94,8.77,8.3
2018-04-02,117.34,3.0,6.52,16.54,11.45,5.28,47.74,,9.41,4.64,10.63,7.8,9.95
2018-04-03,106.94,3.91,6.48,17.36,12.52,5.64,52.83,,3.93,4.41,9.35,6.01,8.08
2018-04-04,67.09,3.42,5.81,16.58,13.52,5.82,52.52,,5.31,5.48,13.25,7.72,8.7
2018-04-05,19.21,3.39,7.03,19.67,9.71,4.72,50.91,,9.32,6.02,11.46,8.52,5.86
2018-04-06,74.09,3.64,6.96,19.96,8.36,5.68,51.48,,10.75,5.68,9.65,11.26,10.34
2018-04-07,73.62,3.55,4.99,10.48,7.21,9.13,50.36,,12.06,4.15,8.96,7.86,7.4
2018-04-08,49.95,3.4,11.9,10.5,8.54,5.05,53.89,,2.33,5.38,7.76,6.31,10.35
2018-04-09,51.53,3.34,28.17,10.77,8.84,6.94,47.09,,4.88,4.41,7.84,4.92,6.71
2018-04-10,82.97,3.47,30.67,12.65,15.8,6.42,50.31,,13.77,5.9,7.77,6.68,6.88
2018-04-11,77.85,3.4,20.43,11.21,10.96,6.12,52.73,,11.95,4.71,6.34,6.59,6.54
2018-04-12,82.34,3.24,6.2,10.07,8.35,7.29,49.12,,10.36,4.64,4.2,6.4,6.2
2018-04-13,65.42,3.56,5.03,13.37,10.62,5.19,47.52,,17.9,5.11,7.09,5.33,6.62
2018-04-14,3.3,3.8,4.51,15.77,10.04,4.9,41.39,,15.35,4.63,8.4,5.77,6.01
2018-04-15,3.3,3.42,3.97,17.56,12.0,5.47,42.86,,10.19,4.5,7.43,5.38,5.97
2018-04-16,3.3,3.01,4.74,21.02,11.41,8.34,46.85,,16.84,4.32,5.59,5.76,7.01
2018-04-17,18.91,2.74,3.34,13.57,12.56,5.64,48.2,,27.9,6.11,7.5,6.29,6.69
2018-04-18,22.65,2.73,3.88,13.29,10.39,9.98,55.42,,27.42,5.0,7.97,5.61,10.53
2018-04-19,94.03,6.9,3.44,16.76,10.77,10.51,53.16,,14.34,4.1,7.73,5.74,6.91
2018-04-20,63.28,2.28,4.3,15.55,11.88,9.2,49.72,,16.12,4.99,9.92,5.67,15.16
2018-04-21,16.31,2.7,3.77,12.08,9.43,10.1,49.2,,8.98,4.65,6.64,7.09,7.64
2018-04-22,51.41,3.94,3.78,16.92,10.77,7.55,51.38,,33.14,4.83,8.73,6.37,5.44
2018-04-23,15.96,3.94,3.35,12.89,10.81,6.52,46.7,,20.4,4.28,6.96,7.11,8.295
2018-04-24,26.01,4.05,4.11,17.01,12.27,6.92,50.74,,16.03,4.88,9.55,6.11,11.15
2018-04-25,22.99,4.06,3.37,15.1,14.96,6.07,49.87,,18.84,4.85,9.46,4.82,7.38
2018-04-26,48.6,5.71,5.12,17.89,12.84,6.99,50.34,,22.25,4.74,10.84,6.16,13.05
2018-04-27,40.55,5.25,5.02,12.96,10.43,7.12,41.91,23.4,10.65,5.37,10.29,6.46,6.21
2018-04-28,42.89,5.54,4.86,12.38,12.83,6.84,50.06,17.8175,13.13,4.23,7.69,5.78,7.51
2018-04-29,30.7,6.03,3.63,16.1,12.0,7.72,47.85,12.235,11.63,5.94,5.78,7.98,5.38
2018-04-30,51.64,5.46,3.97,11.9,9.26,9.74,48.92,6.6525,12.1,8.03,5.95,6.53,5.93
2018-05-01,69.46,6.12,3.39,8.8,10.28,7.94,50.23,1.07,4.0,8.84,7.74,6.11,7.09
2018-05-02,51.35,9.43,5.4,7.65,10.77,5.92,50.67,,14.33,12.24,5.51,5.52,7.28
2018-05-03,82.15,5.83,7.39,9.52,9.62,5.45,49.65,,8.61,6.86,7.75,5.02,6.37
2018-05-04,36.92,6.65,4.36,9.06,10.9,6.1,41.48,,17.91,4.5,7.2,6.05,6.01
2018-05-05,57.46,4.22,4.32,11.85,10.09,5.94,46.87,,4.96,5.8,8.75,6.5,8.895
2018-05-06,87.14,5.71,5.11,14.61,11.07,6.47,44.43,,11.51,5.07,8.65,5.61,11.78
2018-05-07,54.07,5.1,20.65,16.31,10.68,6.91,45.99,,16.18,6.45,10.8,6.59,14.665
2018-05-08,53.54,6.3,9.24,6.97,13.0,7.8,41.82,,14.62,5.14,7.31,5.77,17.55
2018-05-09,65.8,5.64,6.74,12.35,10.26,6.11,41.89,,6.64,4.77,8.61,5.79,9.19
2018-05-10,61.44,5.31,7.95,12.02,8.27,5.28,38.75,,20.22,4.96,8.44,6.3,8.34
2018-05-11,96.8,5.48,5.67,16.58,11.04,6.44,44.68,,11.06,5.85,9.23,6.78,5.82
2018-05-12,74.84,4.33,6.1,17.75,13.17,5.79,44.45,,8.49,5.73,9.43,6.54,9.63
2018-05-13,80.78,5.76,6.18,11.48,10.5,6.11,39.58,,8.2,6.12,10.77,7.13,7.31
2018-05-14,88.3,7.1,6.23,11.3,8.98,5.38,48.95,,6.97,5.39,10.47,6.43,12.02
2018-05-15,59.55,6.35,6.55,11.9,9.89,4.84,40.03,,13.34,5.43,10.55,7.11,9.43
2018-05-16,73.73,6.26,6.31,9.25,10.52,8.26,51.23,,16.64,6.05,11.15,6.16,7.48
2018-05-17,56.45,5.16,7.82,13.61,10.36,9.18,49.64,,12.17,5.91,12.09,4.77,6.82
2018-05-18,86.73,4.09,5.65,13.97,11.03,6.93,45.29,,22.45,5.46,11.27,5.58,7.27
2018-05-19,106.62,4.82,6.8,12.48,10.19,8.04,46.76,,9.07,5.99,8.6,5.87,21.69
2018-05-20,97.46,4.3,7.94,12.65,7.18,6.25,48.47,,8.63,5.01,9.45,4.19,8.06
2018-05-21,27.74,4.51,6.83,12.73,6.2,6.97,43.55,,11.28,5.77,9.83,5.19,11.16
2018-05-22,16.35,3.12,6.22,15.56,9.41,7.04,42.66,,4.89,5.03,11.69,6.47,6.55
2018-05-23,17.94,4.33,6.03,17.57,10.76,6.22,43.77,,7.35,5.9,11.24,6.99,7.92
2018-05-24,21.21,4.77,6.28,17.78,8.21,6.42,45.56,1.89,8.21,5.56,16.49,6.68,7.3
2018-05-25,56.38,4.87,6.2,12.73,8.63,6.99,39.32,1.71,5.47,6.65,10.24,3.77,7.57
2018-05-26,95.07,3.78,6.46,14.9,9.37,4.39,32.15,2.62,2.76,5.85,12.22,5.08,6.09
2018-05-27,102.66,3.86,5.25,11.59,7.56,6.26,37.77,2.37,4.16,5.72,10.01,4.98,6.48
2018-05-28,109.33,4.26,5.48,15.54,7.09,5.77,36.85,1.67,13.46,7.2,15.87,5.22,5.99
2018-05-29,131.7,3.57,5.4,11.93,7.03,6.41,30.11,1.93,13.61,6.52,10.39,5.53,11.72
2018-05-30,56.99,3.68,6.2,8.58,6.64,6.53,39.04,1.14,9.87,6.42,10.23,4.93,6.4
2018-05-31,62.47,3.55,5.1,9.71,6.46,5.81,39.17,1.47,3.51,5.16,10.31,5.15,9.41
2018-06-01,59.64,3.69,4.68,8.24,7.22,6.76,39.18,1.19,7.38,6.51,12.89,6.04,4.53
2018-06-02,46.16,6.55,4.91,9.08,7.39,6.87,39.07,0.87,4.75,6.14,11.85,5.44,9.78
2018-06-03,56.5,4.18,6.62,7.79,7.86,7.11,39.56,1.14,13.42,6.23,10.85,4.82,6.83
2018-06-04,43.76,4.39,6.78,8.14,7.28,7.1,39.99,0.98,3.69,6.29,11.14,5.28,7.7
2018-06-05,37.58,6.31,6.24,7.51,8.05,7.18,39.36,1.05,12.56,3.13,9.03,5.86,7.28
2018-06-06,49.66,7.21,5.87,9.34,8.73,7.06,35.13,1.11,10.84,3.93,8.07,6.22,6.22
2018-06-07,59.53,5.85,5.12,10.1,9.96,5.17,36.07,0.99,5.92,4.73,8.76,6.53,5.87
2018-06-08,44.42,6.23,6.26,7.75,9.92,6.1,35.82,0.87,17.91,6.52,8.28,4.84,6.37
2018-06-09,63.59,5.35,5.8,6.41,10.68,6.84,37.58,1.07,15.33,11.15,10.74,6.0,5.82
2018-06-10,53.73,5.19,6.33,7.35,10.4,7.35,35.42,1.2,11.71,10.2,11.19,5.36,7.1
2018-06-11,44.25,4.66,5.87,6.94,10.0,8.45,34.43,1.06,11.93,14.28,9.54,5.64,5.81
2018-06-12,44.19,3.37,6.19,8.73,10.03,10.11,39.02,1.26,15.22,7.91,10.04,5.95,6.68
2018-06-13,30.82,4.0,5.75,6.91,9.01,7.58,45.415000000000006,1.02,19.68,7.38,9.3,4.97,6.36
2018-06-14,31.43,2.91,5.64,7.22,10.09,8.26,51.81,1.39,18.59,6.88,6.74,5.79,8.41
2018-06-15,34.88,3.21,5.95,7.31,9.1,9.66,26.85,1.17,26.72,5.26,9.06,5.97,8.66
2018-06-16,34.93,3.24,4.42,7.29,9.48,8.96,33.13,1.01,21.93,8.52,9.4,5.94,5.29
2018-06-17,37.6,3.83,4.97,6.18,8.56,9.83,35.0,0.95,15.983333333333334,4.35,9.07,5.44,9.0
2018-06-18,39.57,4.93,6.27,7.71,8.72,8.6,35.86,1.46,10.036666666666669,6.47,9.68,5.25,6.66
2018-06-19,31.95,4.53,6.21,6.5,7.24,6.94,42.54,7.53,4.09,7.19,8.23,6.17,6.18
2018-06-20,43.99,4.83,5.71,10.05,8.89,6.5,41.49,10.0,17.05,6.46,13.27,5.1,5.43
2018-06-21,40.84,5.1,5.9,9.73,11.23,6.21,38.08,9.26,15.97,5.67,13.19,6.0,5.53
2018-06-22,41.5,4.68,5.65,12.38,9.06,6.19,37.85,11.77,9.52,7.43,10.2,5.57,7.62
2018-06-23,47.27,4.7,4.85,11.68,7.89,6.35,38.09,9.36,11.83,7.24,10.28,5.87,6.86
2018-06-24,36.48,4.64,5.48,13.73,7.96,6.42,36.95,5.81,18.1,6.33,9.77,5.83,6.14
2018-06-25,27.32,4.79,6.06,12.17,8.24,6.36,37.88,6.9,10.95,4.7,8.21,5.71,6.76
2018-06-26,26.76,4.78,5.28,13.16,8.46,5.93,42.11,7.59,10.33,6.46,9.73,5.67,7.12
2018-06-27,39.2,4.87,5.84,10.43,8.77,4.6,38.31,7.14,18.17,7.4,9.54,5.64,7.55
2018-06-28,54.98,5.5,5.57,8.48,8.2,5.05,39.0,4.55,17.86,12.55,10.02,6.63,4.72
2018-06-29,43.42,5.95,5.21,9.36,7.9,5.38,39.94,5.64,11.38,8.09,8.04,5.19,5.51
2018-06-30,22.02,6.63,6.16,9.55,7.89,6.64,35.09,5.84,12.05,9.9,9.04,5.16,7.54
2018-07-01,24.98,6.11,5.51,8.53,9.93,7.1,39.85,6.38,13.1,3.78,10.73,6.42,5.01
2018-07-02,24.97,6.9,6.51,8.82,11.07,5.74,40.03,6.02,15.3,4.23,10.97,5.33,6.62
2018-07-03,18.91,7.51,5.53,10.11,6.68,5.56,42.75,6.09,13.39,9.09,11.7,6.47,4.9
2018-07-04,46.94,6.49,5.74,10.14,5.46,5.95,34.38,10.57,15.11,11.28,11.0,6.52,5.6
2018-07-05,34.41,6.47,5.91,11.14,5.36,6.07,39.4,6.24,10.52,5.02,9.44,5.86,6.52
2018-07-06,17.67,6.63,5.73,10.27,6.03,5.06,41.0,4.22,12.32,10.6,10.3,6.89,6.53
2018-07-07,25.74,7.2,4.83,10.4,8.27,5.19,46.94,2.54,22.36,7.1,10.34,5.85,4.65
2018-07-08,25.91,7.09,6.22,11.6,7.23,5.61,89.52,4.24,10.86,6.03,10.72,5.98,5.17
2018-07-09,32.64,7.5,5.42,11.0,5.88,5.45,58.78,4.59,17.0,9.03,9.83,7.12,5.69
2018-07-10,32.64,7.49,5.36,10.92,6.69,5.47,46.2,4.42,25.43,7.33,8.84,6.66,5.36
2018-07-11,26.37,8.27,6.56,11.26,6.62,4.83,50.3,5.09,27.6,7.25,8.4,7.0,6.75
2018-07-12,34.39,8.6,6.04,10.92,8.67,4.96,58.06,4.87,30.88,5.66,9.51,5.75,8.77
2018-07-13,37.17,7.14,5.81,10.69,6.54,6.21,80.92,4.36,19.09,11.91,10.32,5.02,6.45
2018-07-14,22.82,7.47,4.79,11.13,7.59,6.88,78.96,7.64,2.72,7.33,8.47,6.97,6.02
2018-07-15,21.06,6.66,5.74,10.64,6.13,6.66,56.12,5.6,3.69,7.56,8.56,6.22,6.29
2018-07-16,28.85,7.32,5.79,9.51,5.74,8.75,46.43,6.91,14.09,3.1,9.6,4.0,7.42
2018-07-17,19.34,7.56,7.06,10.2,6.6,6.46,54.19,6.83,13.4,2.67,9.32,5.61,10.4
2018-07-18,16.32,7.75,11.13,11.04,7.75,6.95,55.64,6.6,5.17,3.84,10.16,6.37,9.94
2018-07-19,17.39,7.58,7.33,11.14,8.38,7.32,57.14,5.66,6.51,3.39,9.16,6.38,8.98
2018-07-20,17.09,7.49,6.12,10.4,7.26,9.52,45.51,5.68,5.16,9.02,8.33,5.93,9.81
2018-07-21,23.87,7.68,6.79,11.2,6.49,9.11,51.68,5.98,3.7,6.07,7.23,5.89,6.51
2018-07-22,19.19,8.01,8.48,9.85,5.85,9.22,51.57,5.45,10.45,3.75,6.87,5.17,12.46
2018-07-23,19.96,7.9,6.89,10.43,6.36,7.41,51.78,6.09,13.25,4.05,8.89,6.24,13.78
2018-07-24,21.19,7.08,6.18,10.78,5.55,5.87,48.07,6.07,11.7,3.71,12.59,5.13,11.83
2018-07-25,20.02,7.68,8.34,9.99,6.31,6.55,55.45,6.0,9.21,3.45,10.01,6.28,10.42
2018-07-26,18.21,7.55,11.1,9.27,6.17,7.06,80.07,5.14,7.5,3.45,8.96,6.06,9.13
2018-07-27,19.94,7.46,5.64,9.13,6.35,6.46,51.81,5.5,12.02,2.63,9.81,6.64,10.97
2018-07-28,19.83,6.84,6.54,9.55,5.46,6.09,44.84,5.46,11.23,1.95,8.71,5.73,10.98
2018-07-29,25.27,6.51,9.83,9.37,5.51,7.2,32.85,5.2,7.3,1.92,9.76,5.23,9.64
2018-07-30,24.1,7.18,7.12,8.96,4.93,6.79,21.96,5.36,12.92,2.04,10.03,5.99,6.69
2018-07-31,61.88,6.44,6.08,9.12,5.77,6.8,8.74,6.05,8.08,2.12,9.76,5.48,12.6
2018-08-01,109.6,6.0,6.97,9.71,5.21,6.2,12.44,5.1,15.64,2.21,8.75,5.96,6.74
2018-08-02,106.17,6.28,6.19,10.22,5.23,6.61,15.77,6.17,7.57,3.89,8.6,4.65,12.46
2018-08-03,113.31,6.5,7.57,9.48,5.51,7.02,28.32,6.97,7.34,2.77,9.41,5.55,8.64
2018-08-04,96.72,6.8,5.68,9.61,5.05,6.63,20.96,6.21,6.51,4.57,10.74,6.02,11.1
2018-08-05,104.62,7.15,5.85,9.86,5.78,6.37,21.21,5.54,2.02,5.08,9.3,5.43,2.9
2018-08-06,126.12,5.94,5.49,9.4,6.1,7.05,15.58,5.87,11.38,6.87,10.37,4.48,11.28
2018-08-07,83.84,6.18,5.8,10.65,7.55,8.15,17.96,6.23,2.45,8.37,8.0,5.95,11.49
2018-08-08,58.25,6.68,5.96,9.47,7.87,7.42,15.27,5.77,5.02,6.67,7.59,6.03,9.02
2018-08-09,41.84,6.27,6.67,9.85,7.5,5.9,12.46,6.03,9.11,7.22,9.74,4.98,12.33
2018-08-10,29.66,7.52,6.22,9.66,6.57,6.07,13.15,6.54,7.69,8.7,11.08,4.96,9.47
2018-08-11,26.92,6.44,7.81,8.84,5.79,6.09,10.84,5.99,4.71,8.69,7.66,5.82,10.32
2018-08-12,21.64,6.96,4.28,9.09,5.97,6.15,10.84,5.57,6.46,8.41,7.26,4.93,8.72
2018-08-13,42.09,5.96,6.47,9.26,7.42,6.65,15.98,5.41,12.14,6.75,7.17,5.75,8.12
2018-08-14,48.99,6.34,6.16,9.86,8.37,7.29,24.07,8.02,12.74,7.25,9.28,5.72,8.35
2018-08-15,31.19,6.35,4.58,8.85,9.32,10.13,23.49,3.43,9.37,9.04,11.23,6.13,8.93
2018-08-16,43.71,5.58,10.58,10.43,9.56,5.69,22.72,5.8,6.0,6.69,10.39,5.77,8.39
2018-08-17,32.57,5.76,15.97,9.26,9.14,7.17,18.95,6.89,8.05,3.14,8.93,4.56,11.82
2018-08-18,128.43,6.76,14.94,10.05,9.14,8.0,25.63,5.72,11.58,6.39,10.47,5.12,9.47
2018-08-19,152.48,6.44,15.14,11.4,8.68,6.84,23.94,6.39,14.66,5.18,10.13,5.57,8.12
2018-08-20,156.24,6.65,14.29,10.88,8.31,5.98,27.3,6.64,13.16,5.76,9.34,5.11,10.48
2018-08-21,151.44,5.95,15.09,11.99,7.8,6.73,26.1,6.08,30.0,8.09,10.09,6.39,9.05
2018-08-22,120.48,6.92,14.35,11.43,7.46,8.08,23.52,4.73,22.77,6.63,10.06,5.51,8.39
2018-08-23,146.84,7.32,14.77,10.82,7.19,8.73,24.58,4.89,21.64,5.23,10.24,6.5,8.98
2018-08-24,88.36,7.81,11.98,10.4,7.6,8.55,25.58,5.4,10.65,6.56,8.77,6.51,9.46
2018-08-25,96.68,7.61,13.19,10.9,12.86,7.55,24.18,5.45,2.74,13.5,9.0,5.95,10.01
2018-08-26,66.48,7.07,14.06,10.31,11.13,7.85,24.33,5.25,8.315000000000001,20.44,8.74,5.47,10.12
2018-08-27,34.74,7.09,12.04,10.82,10.8,7.61,23.76,7.06,13.89,27.38,9.08,6.19,9.24
2018-08-28,56.88,6.5,12.49,10.84,4.62,6.97,25.61,5.13,10.66,6.1,10.98,5.38,9.76
2018-08-29,49.27,6.94,11.59,10.23,5.17,8.39,25.03,5.82,5.28,4.98,11.17,6.49,8.89
2018-08-30,25.47,7.56,10.61,9.97,5.59,8.85,25.23,5.7,4.08,5.32,9.56,6.38,9.78
2018-08-31,59.94,7.34,13.07,9.67,6.26,7.13,25.04,6.12,3.97,5.79,11.33,6.35,11.98
2018-09-01,85.34,7.25,12.61,10.53,5.61,8.74,23.2,9.27,6.77,5.43,11.67,5.98,11.17
2018-09-02,101.38,8.3,13.98,9.81,5.03,6.4,22.43,5.59,25.01,2.36,11.05,6.07,11.64
2018-09-03,65.06,8.66,14.76,9.96,5.27,7.13,23.72,5.64,31.5,3.28,10.92,6.02,11.8
2018-09-04,28.74,8.63,12.8,10.8,6.44,7.74,25.16,7.03,3.64,2.99,11.25,5.56,11.54
2018-09-05,53.18,7.69,9.42,9.62,6.08,8.05,20.93,6.62,5.25,2.33,11.59,5.48,12.89
2018-09-06,49.31,8.53,6.19,10.13,6.34,7.84,22.95,7.47,11.99,2.4,11.5,6.72,11.73
2018-09-07,56.92,8.27,8.08,10.75,4.85,7.79,24.32,8.15,8.45,2.74,11.4,6.0,11.06
2018-09-08,60.72,7.58,14.86,11.38,5.0,9.3,25.23,5.64,8.23,3.13,10.5,5.5,10.21
2018-09-09,111.98,7.65,7.37,10.98,4.78,8.8,24.14,3.37,3.32,2.87,7.8,6.82,11.475
2018-09-10,102.83,7.71,5.85,11.21,4.54,7.75,19.69,4.67,2.95,4.32,8.4,8.14,12.74
2018-09-11,74.72,6.95,5.71,9.77,4.62,6.42,31.92,7.45,3.86,2.74,9.8,5.19,8.91
2018-09-12,50.26,7.44,4.94,10.31,3.94,5.67,24.67,8.03,4.19,2.81,10.89,5.86,10.9
2018-09-13,65.55,8.27,5.26,11.24,3.62,6.0,27.39,6.71,2.81,3.09,10.91,6.73,11.29
2018-09-14,60.88,7.55,5.34,11.21,4.18,7.04,18.57,5.57,6.77,2.15,11.19,6.44,8.91
2018-09-15,71.39,7.46,6.92,11.74,3.95,6.77,25.01,6.140000000000001,3.05,3.01,9.41,7.36,9.58
2018-09-16,73.4,8.26,6.42,11.14,3.82,7.78,27.72,6.710000000000001,2.85,2.28,8.59,7.35,9.585
2018-09-17,63.4,7.87,10.04,11.12,4.08,8.41,25.47,7.28,2.35,3.49,9.07,6.45,9.59
2018-09-18,70.24,7.24,11.07,11.95,5.05,6.81,27.02,7.74,2.47,2.03,9.87,6.07,10.48
2018-09-19,65.46,7.82,7.27,13.43,4.77,6.9,25.54,7.16,2.73,3.25,15.17,5.56,11.24
2018-09-20,43.6,7.22,8.13,14.41,4.36,7.14,27.3,6.92,3.22,2.78,11.49,5.05,13.38
2018-09-21,30.28,6.83,6.23,12.74,3.75,8.39,24.72,6.43,5.38,2.57,10.81,5.15,6.28
2018-09-22,42.11,7.24,5.06,11.11,3.39,6.23,24.0,7.59,2.13,4.17,11.13,5.45,14.1
2018-09-23,27.9,7.1,5.8,11.59,3.36,6.13,28.55,6.21,1.31,5.15,12.14,5.68,12.28
2018-09-24,25.39,6.7,5.68,11.08,4.44,5.85,25.44,6.08,2.37,4.9,10.45,5.26,14.67
2018-09-25,38.27,6.79,6.98,10.88,5.61,6.42,24.64,5.84,2.01,3.16,10.11,5.71,27.0
2018-09-26,78.83,6.76,6.47,11.59,4.0,8.2,30.77,6.72,3.82,6.76,8.09,6.39,13.47
2018-09-27,45.29,6.59,5.66,12.78,4.47,6.93,28.75,8.45,4.44,4.37,9.04,5.6,17.33
2018-09-28,56.95,6.14,7.46,12.98,4.75,7.03,28.69,7.96,4.46,5.97,11.1,5.42,11.43
2018-09-29,64.17,6.06,6.62,13.08,4.61,7.08,24.1,7.91,2.81,6.46,9.96,5.54,14.92
2018-09-30,60.33,5.67,7.98,12.38,5.15,9.16,26.73,3.57,3.09,6.29,10.08,5.25,11.9
2018-10-01,74.04,6.59,7.23,12.7,5.46,7.78,25.87,4.36,3.69,6.5,11.04,4.94,8.48
