Date,AP005,BR007,DL017,DL025,DL030,GJ001,PB001,TG001,TG002,TG003,TG004,TG005,TG006
2018-02-21,4.3,1.55,0.0,3.71,0.0,29.26,6.06,0.08,8.35,0.27,0.01,1.78,6.37
2018-02-22,3.6,1.69,0.0,2.22,0.0,30.26,5.83,0.08,9.77,0.32,0.01,1.51,1.18
2018-02-23,3.38,1.47,0.0,0.01,0.0,40.05,5.94,0.1,10.19,0.48,0.04,1.65,0.88
2018-02-24,9.54,1.55,0.0,1.0,0.0,28.19,5.48,0.12,6.87,0.29,0.11,0.4,0.65
2018-02-25,8.39,1.17,0.0,0.8,0.0,16.33,5.335000000000001,0.1,9.86,0.59,0.17,1.8,0.71
2018-02-26,4.33,1.12,0.0,0.22,0.0,15.72,5.19,0.26,12.6,0.45,0.4,7.73,0.89
2018-02-27,3.35,0.8,0.0,0.24,0.0,18.38,5.83,0.21,15.63,0.68,0.53,5.18,1.23
2018-02-28,3.96,0.87,0.0,1.05,0.0,18.76,5.89,0.24,14.92,1.04,0.96,5.72,0.77
2018-03-01,3.79,0.74,0.0,2.24,0.0,17.01,6.22,0.35,12.54,0.72,0.29,5.12,1.34
2018-03-02,2.52,0.53,0.0,3.07,0.0,16.62,4.94,0.3,8.67,0.51,0.05,4.98,0.91
2018-03-03,2.28,0.36,0.0,2.29,0.0,13.17,5.72,0.2,7.07,0.32,0.93,1.65,0.37
2018-03-04,2.05,0.59,0.0,0.56,0.0,12.58,5.17,0.27,7.64,0.28,0.22,2.54,0.55
2018-03-05,2.99,0.69,0.0,0.0,0.0,11.58,5.16,0.1,7.54,0.24,0.0,1.62,0.68
2018-03-06,2.12,0.62,0.0,0.0,0.0,19.35,3.68,0.08,5.67,0.3,0.14,0.84,0.55
2018-03-07,3.57,0.74,0.0,0.0,0.0,13.31,1.86,0.04,6.04,0.14,0.07,0.73,2.14
2018-03-08,1.57,0.98,0.0,0.0,0.0,13.24,1.25,0.07,6.88,0.2366666666666667,0.21,0.97,0.6
2018-03-09,1.34,0.84,0.0,0.0,0.0,16.0,0.85,0.09,8.3,0.3333333333333333,0.03,1.03,0.26
2018-03-10,3.4,0.7,0.0,0.0,0.0,25.67,0.72,0.16,7.7,0.43,0.03,0.86,0.28
2018-03-11,2.71,0.64,0.0,0.0,0.0,25.34,0.85,0.05,5.46,0.19,0.04,0.85,0.16
2018-03-12,2.7,0.85,0.0,0.0,0.0,9.42,1.25,0.07,7.08,0.22,0.0,0.77,0.15
2018-03-13,3.05,0.84,0.0,0.0,0.0,11.7,1.38,0.06,6.86,0.19,0.03,0.92,0.4
2018-03-14,3.14,1.08,0.0,0.0,0.0,6.01,0.95,0.14,8.07,0.27,0.06,1.9,3.06
2018-03-15,2.89,0.98,0.0,0.0,0.0,8.02,0.65,0.13,5.84,0.13,0.5,0.64,0.01
2018-03-16,1.87,0.93,0.0,0.0,0.0,13.9,0.76,0.01,7.8,0.12,2.96,0.56,0.09
2018-03-17,4.33,0.79,0.0,0.0,0.0,9.61,0.72,0.02,10.89,0.08,0.12,0.18,0.26
2018-03-18,3.0,0.66,0.0,0.0,0.0,9.89,0.9,0.02,4.99,0.16,0.0,0.38,0.01
2018-03-19,2.13,0.81,0.0,0.0,0.0,5.03,0.79,0.06,7.3,0.22,0.0,0.57,0.04
2018-03-20,2.33,0.93,0.0,0.0,0.0,4.58,0.96,0.1,6.74,0.3,0.01,2.19,0.06
2018-03-21,3.03,0.92,0.0,0.0,0.0,6.0,1.35,0.38,8.74,0.27,1.2,1.27,0.0
2018-03-22,2.61,1.36,0.0,0.0,0.0,3.79,1.55,0.6,12.35,0.4,3.55,1.77,0.05
2018-03-23,2.44,1.57,0.0,0.0,0.0,3.21,1.63,0.61,17.26,0.51,7.75,2.01,0.74
2018-03-24,2.04,0.91,0.0,0.0,0.0,3.21,3.23,0.66,17.62,0.52,4.23,2.02,2.49
2018-03-25,1.15,0.83,0.0,0.0,0.0,3.21,2.21,0.14,13.85,0.65,1.59,2.22,0.05
2018-03-26,2.21,0.89,0.0,0.0,0.0,3.21,4.11,0.08,9.31,0.26,0.42,0.85,0.74
2018-03-27,2.8,1.24,0.0,0.0,0.0,6.99,1.88,0.24,8.04,0.2,0.08,0.75,0.97
2018-03-28,2.41,1.77,0.0,0.0,0.0,6.18,,0.14,8.04,0.19,1.65,0.83,0.27
2018-03-29,2.2,1.71,0.0,0.0,0.0,8.29,,0.17,10.09,0.37,9.65,1.12,0.02
2018-03-30,2.01,0.88,0.0,0.0,0.0,10.61,,0.11,7.62,0.21,4.02,0.6,0.2
2018-03-31,2.79,0.78,0.0,0.0,0.0,4.39,,,6.59,0.17,0.3,0.3,0.12
2018-04-01,2.46,0.66,0.0,0.0,0.0,7.55,,,5.24,0.12,0.09,0.26,0.06
2018-04-02,1.9,0.65,0.0,0.0,0.0,8.65,,,11.6,0.12,0.04,0.11,0.05
2018-04-03,2.18,1.01,0.0,0.0,0.0,4.76,,,20.74,0.32,0.15,1.01,0.0366666666666666
2018-04-04,2.23,1.02,0.0,0.0,0.0,5.67,,,5.85,0.09,0.0,0.26,0.0233333333333333
2018-04-05,2.29,1.07,0.0,0.0,0.0,8.47,,,6.48,0.12,0.05,0.13,0.01
2018-04-06,2.21,0.97,0.0,0.0,0.0,3.88,,0.83,7.83,0.17,0.47,0.61,0.15
2018-04-07,2.96,1.54,0.0,0.0,0.0,5.49,,0.51,22.49,0.19,0.6,0.0,0.15
2018-04-08,1.36,1.69,0.0,0.0,0.0,4.75,,1.06,15.34,0.18,0.36,0.0,0.11
2018-04-09,3.18,1.14,0.0,0.0,0.0,3.49,,0.06,7.44,0.34,0.04,0.0,0.13
2018-04-10,4.43,1.0,0.0,0.0,0.0,3.85,,0.06,6.8,0.22,1.375,0.33,3.67
2018-04-11,2.59,0.94,0.0,0.0,0.0,3.21,,0.03,4.52,0.16,2.71,0.43,0.38
2018-04-12,2.18,0.89,0.0,0.0,0.0,3.63,,0.55,5.23,0.2,2.43,0.52,0.06
2018-04-13,3.96,0.98,0.0,0.0,0.0,7.05,,0.05,5.74,0.21,0.07,0.41,1.06
2018-04-14,2.54,1.1,0.0,,0.0,5.64,,0.03,2.69,0.09,0.07,0.13,0.06
2018-04-15,1.93,1.18,0.0,,0.0,4.58,,0.05,4.05,0.14,0.37,0.73,0.0
2018-04-16,2.09,0.85,0.0,,0.0,5.94,,0.15,10.04,0.32,1.0,1.02,0.8
2018-04-17,3.14,1.14,0.0,,0.0,3.73,,0.09,6.26,0.28,0.22,0.95,0.06
2018-04-18,2.83,1.08,0.0,,0.0,6.85,,5.72,3.5,0.16,4.19,0.72,0.46
2018-04-19,2.31,0.99,0.0,,0.0,4.64,,0.35,9.67,0.23,2.16,1.72,0.05
2018-04-20,2.95,0.81,0.0,,0.0,3.21,,1.25,17.86,0.39,1.97,2.49,0.94
2018-04-21,2.59,0.79,0.0,,0.0,3.21,,0.34,18.42,0.65,8.07,1.52,0.82
2018-04-22,1.63,1.0,0.0,,0.0,5.1,,0.11,6.4,0.43,1.25,0.74,0.07
2018-04-23,3.8,0.71,0.0,,0.0,8.15,,0.24,1.75,0.05,0.0,0.54,0.0
2018-04-24,2.83,1.14,0.0,,0.0,9.05,,0.75,5.85,0.13,0.31,0.47,0.65
2018-04-25,3.62,1.46,0.0,,0.0,10.88,,0.02,3.65,0.1,0.19,0.24,0.05
2018-04-26,2.71,0.82,0.0,,0.0,3.76,,0.23,3.58,0.11,0.1,0.45,1.17
2018-04-27,1.97,0.64,0.0,0.0,0.0,5.85,,0.14,5.44,0.18,0.01,0.45,2.4
2018-04-28,1.96,0.58,0.0,0.0,0.0,3.34,,0.08,2.38,0.09,0.0,0.25,0.26
2018-04-29,1.62,0.48,0.0,0.0,0.0,3.21,,0.22,1.18,0.03,0.41,0.46,2.25
2018-04-30,2.33,0.48,0.0,0.0,0.0,2.51,,2.47,4.16,0.13,1.35,0.64,0.8
2018-05-01,2.22,0.43,0.0,0.0,0.0,0.65,,0.41,5.2,0.25,0.76,0.31,0.91
2018-05-02,4.09,17.776666666666667,0.0,0.0,0.0,0.65,,0.15,3.62,0.09,0.01,0.43,0.39
2018-05-03,5.86,35.123333333333335,0.0,0.0,0.0,0.65,,0.04,2.15,0.08,0.0,0.02,0.77
2018-05-04,3.37,52.47,0.0,0.0,0.0,0.65,,0.05,1.17,0.03,0.21,0.57,1.47
2018-05-05,2.45,34.71,0.0,0.0,0.0,1.79,,0.04,1.41,0.04,0.04,0.48,0.2
2018-05-06,1.85,26.17,0.0,0.0,0.0,0.65,,0.03,1.18,0.04,0.0,0.23,0.03
2018-05-07,2.5,31.29,0.0,0.0,0.0,0.65,,0.51,1.25,0.02,0.64,0.46,1.12
2018-05-08,2.64,38.93,0.0,0.0,0.0,0.65,,0.41,7.78,0.17,0.91,1.0,1.28
2018-05-09,2.72,33.38,0.0,0.0,0.0,1.04,,0.11,4.17,0.16,0.25,0.52,0.37
2018-05-10,2.92,32.03,0.0,0.0,0.0,4.61,,0.02,3.0,0.1,0.01,0.81,1.13
2018-05-11,2.08,29.21,0.0,0.0,0.0,0.65,,0.42,3.77,0.08,0.22,0.72,1.79
2018-05-12,2.39,25.09,0.0,0.0,0.0,0.65,,0.13,4.25,0.02,0.04,0.53,0.72
2018-05-13,1.73,21.94,0.0,0.0,0.0,0.65,,0.17,2.22,0.01,0.0,0.84,0.06
2018-05-14,3.32,21.73,0.0,0.0,0.0,0.65,,0.2,1.94,0.01,0.1,0.25,0.32
2018-05-15,4.13,26.03,0.0,0.0,0.0,0.65,,0.13,1.92,0.03,0.04,0.3,0.52
2018-05-16,2.86,27.05,0.0,0.0,0.0,0.96,,0.07,3.21,0.06,0.0,0.6,0.63
2018-05-17,2.24,25.58,0.0,0.0,0.0,0.82,6.26,0.08,3.19,0.07,0.22,0.68,0.68
2018-05-18,2.71,28.55,0.0,0.0,0.0,0.65,6.23,0.41,2.71,0.05,0.51,0.59,0.99
2018-05-19,2.45,26.05,0.0,0.0,0.0,0.93,5.36,1.45,2.45,0.11,6.22,0.56,1.18
2018-05-20,1.69,20.34,0.0,0.0,0.0,0.87,5.54,0.735,1.07,0.04,0.35,0.76,0.96
2018-05-21,3.79,26.77,0.0,0.0,0.0,0.65,5.8,0.02,1.99,0.06,0.14,0.41,1.09
2018-05-22,2.07,25.77,0.0,0.0,0.0,0.65,5.98,0.15,1.15,0.02,0.0,0.41,0.58
2018-05-23,1.78,27.25,0.0,0.0,0.0,1.37,5.85,0.12,3.13,0.13,9.55,0.89,1.01
2018-05-24,2.22,26.09,0.0,0.0,0.0,0.65,5.78,0.37,7.19,0.08,0.74,0.74,1.07
2018-05-25,1.12,29.07,0.0,0.0,0.0,3.43,5.88,0.16,10.49,0.09,0.23,0.32,1.74
2018-05-26,1.76,23.05,0.0,0.0,0.0,4.78,5.77,0.02,1.8,0.03,0.0,0.14,1.21
2018-05-27,1.27,19.16,0.0,0.0,0.0,0.87,5.5,0.13,1.4,0.04,0.01,0.22,2.36
2018-05-28,2.56,24.9,0.0,0.0,0.0,0.65,5.75,0.01,1.62,0.04,0.0,0.23,2.42
2018-05-29,2.36,30.04,0.0,0.0,0.0,0.65,5.52,0.67,2.35,0.02,1.99,0.37,3.84
2018-05-30,2.15,32.04,0.0,0.0,0.0,1.97,5.17,0.33,1.17,0.01,0.64,0.32,1.51
2018-05-31,1.71,31.36,0.0,0.0,0.0,0.88,4.97,0.1,2.21,0.02,0.03,0.06,1.01
2018-06-01,2.14,22.49,0.0,0.0,0.0,0.65,4.6,1.52,7.72,0.04,0.82,0.11,1.77
2018-06-02,2.58,25.71,0.0,0.0,0.0,0.65,4.78,0.33,7.4,0.13,0.08,0.36,2.06
2018-06-03,4.47,22.35,0.0,0.0,0.0,0.65,5.24,0.1,1.84,0.08,0.17,0.06,0.78
2018-06-04,1.65,23.57,0.0,0.0,0.0,0.65,4.03,1.71,3.35,0.03,0.43,0.28,1.59
2018-06-05,3.71,27.67,,0.0,0.0,0.65,4.18,2.06,2.43,0.03,1.3,0.74,2.14
2018-06-06,3.4,27.91,,0.0,0.0,0.65,4.275,2.83,3.19,0.07,0.64,0.66,2.38
2018-06-07,2.39,31.27,,0.0,0.0,0.65,4.37,0.08,2.91,0.09,0.23,0.0,0.5
2018-06-08,4.2,25.25,,0.0,0.0,0.65,5.3,0.27,9.03,0.01,0.59,0.0,0.76
2018-06-09,2.92,21.51,,0.0,0.0,0.65,4.35,0.63,4.69,0.02,2.96,0.0,1.42
2018-06-10,1.69,18.18,0.0,0.0,0.0,2.75,5.12,0.12,2.35,0.01,0.21,0.0,0.92
2018-06-11,2.06,26.78,0.0,0.0,0.0,1.03,4.38,1.23,1.74,0.01,0.0,0.0,0.94
2018-06-12,3.89,29.14,0.0,0.0,0.0,1.39,8.83,0.16,2.13,0.06,0.0,0.58,5.27
2018-06-13,3.07,27.25,0.0,0.0,0.0,0.72,5.89,0.07,1.77,0.02,0.0,0.28,2.26
2018-06-14,3.34,31.26,0.0,0.0,0.0,1.17,4.57,0.18,0.96,0.08,0.0,0.03,1.75
2018-06-15,2.82,32.98,0.0,0.0,0.0,0.84,4.49,0.5,0.88,0.07,0.01,0.03,1.26
2018-06-16,1.81,25.77,0.0,0.0,0.0,1.3,4.6,0.24,0.65,0.02,0.07,0.0,1.23
2018-06-17,1.73,22.67,0.0,0.0,0.0,0.94,5.09,0.05,0.74,0.0,0.0,0.02,1.05
2018-06-18,1.65,26.12,0.0,0.0,0.0,0.96,4.89,0.0,1.8,0.0,0.0,0.0,0.56
2018-06-19,1.57,27.06,0.0,0.13,0.0,0.8,4.7,0.0,0.6,0.0,0.08,0.0,0.61
2018-06-20,3.82,20.81,0.0,0.0,0.0,1.15,4.89,0.0,0.7,0.0,0.01,0.02,0.6
2018-06-21,2.35,19.29,0.0,0.0,0.0,1.88,4.66,0.0,1.0,0.0,0.51,0.0,0.84
2018-06-22,3.13,21.725,67.63,0.0,0.04,1.39,5.41,1.41,2.31,0.03,0.86,0.06,2.74
2018-06-23,2.54,24.16,58.08,0.1525,0.16,1.1,4.98,2.09,2.36,0.06,0.14,0.12,5.55
2018-06-24,2.01,16.5,22.54,0.305,1.38,13.73,5.07,0.09,0.6,0.0,0.0,0.0,0.85
2018-06-25,3.44,14.0,0.38,0.4575,4.87,2.56,3.45,0.02,0.7,0.0,0.0,0.0,0.55
2018-06-26,4.36,8.19,0.0,0.61,1.96,0.65,4.72,0.01,0.6,0.0,0.0,0.0,0.48
2018-06-27,4.88,14.05,4.56,0.37,0.02,1.1,3.58,0.01,0.77,0.0,0.0,0.02,0.57
2018-06-28,3.46,12.75,0.35,0.0,0.37,5.67,3.26,0.19,0.72,0.0,0.31,0.0,0.5
2018-06-29,4.8,14.54,0.15,0.0,0.02,1.54,3.84,0.02,0.72,0.0,0.47,0.0,0.53
2018-06-30,3.13,15.07,0.17,0.0,0.44,2.85,4.51,0.15,0.55,0.0,1.12,0.0,0.74
2018-07-01,3.78,12.91,0.29,0.0,1.61,1.19,5.27,0.03,0.59,0.0,0.72,0.03,0.57
2018-07-02,2.67,11.66,0.52,0.0,1.0,1.11,4.4,0.02,0.71,0.0,0.62,0.0,0.41
2018-07-03,4.1,8.29,7.19,0.01,0.24,0.65,3.6,0.0,0.53,0.0,0.69,2.76,0.36
2018-07-04,3.88,8.47,26.38,0.02,0.44,0.65,3.96,0.02,0.63,0.0,0.34,6.44,0.36
2018-07-05,3.92,9.98,64.2,0.01,0.01,5.26,4.11,0.07,0.57,0.01,0.57,0.11,0.52
2018-07-06,4.39,15.62,13.03,0.03,0.75,0.8,4.54,2.43,1.14,0.04,47.26,0.17,0.85
2018-07-07,4.28,18.13,10.63,0.0,0.02,6.37,5.01,0.11,0.88,0.07,54.95,0.17,0.54
2018-07-08,2.66,19.36,11.07,0.03,0.02,2.86,4.42,0.09,0.84,0.04,13.0,0.0,0.44
2018-07-09,3.21,25.86,3.42,0.01,0.04,1.92,3.31,0.09,0.58,0.08,8.61,0.0,0.37
2018-07-10,3.3,17.37,0.31,0.0,0.01,0.75,3.85,0.01,0.39,0.0,1.22,0.01,0.46
2018-07-11,4.14,19.97,0.07,0.01,0.02,1.07,3.95,0.05,0.31,0.01,26.21,0.02,0.45
2018-07-12,5.21,17.21,1.58,0.06,0.46,2.52,3.73,0.03,0.45,0.0,2.45,0.07,0.5
2018-07-13,3.81,17.56,1.38,0.11,0.28,0.65,2.14,0.03,0.54,0.0,0.59,0.01,0.48
2018-07-14,4.64,16.1,1.8,0.03,0.36,0.94,3.06,0.06,0.45,0.12,2.18,0.4,0.62
2018-07-15,3.64,14.98,0.49,0.02,0.08,0.65,5.49,0.0,0.4733333333333333,0.0,0.48,0.75,0.41
2018-07-16,3.96,16.35,2.52,0.05,0.26,0.65,5.09,0.09,0.4966666666666666,0.0,0.74,0.33,0.38
2018-07-17,3.48,14.92,1.06,0.06,0.1,6.65,4.28,0.01,0.52,0.0,0.59,0.32,0.2
2018-07-18,3.03,16.44,0.82,0.03,0.26,0.65,3.01,0.04,0.66,0.03,19.4,0.48,0.31
2018-07-19,3.19,18.94,0.71,0.01,0.02,0.65,4.41,0.02,0.51,0.0,9.31,0.25,
2018-07-20,4.8,16.19,1.08,0.08,0.02,1.16,6.09,0.25,0.24,0.0,0.79,0.32,
2018-07-21,5.72,15.04,0.36,0.07,0.04,0.9,8.48,0.0,0.78,0.07,18.88,0.41,
2018-07-22,4.27,12.44,0.13,0.03,0.17,1.03,8.49,0.34,0.4,0.0,1.67,0.36,
2018-07-23,3.73,12.9,0.1,0.02,0.0,0.79,6.25,0.17,0.6,0.0,0.44,0.18,0.84
2018-07-24,3.78,12.3,0.19,0.04,0.01,0.79,3.58,0.01,0.55,0.0,1.3,0.08,0.89
2018-07-25,3.86,8.43,0.42,0.08,0.0,0.72,4.75,0.05,0.41,0.0,0.22,,0.76
2018-07-26,4.68,11.31,0.37,0.06,0.0,0.65,1.92,0.09,0.25,0.0,0.44,,0.5
2018-07-27,3.64,11.48,0.21,0.0,0.0,0.65,3.61,0.09,0.35,0.0,1.11,,0.39
2018-07-28,3.5,11.95,0.13,0.01,0.0,0.65,7.89,0.12,0.32,0.03,1.54,,0.5
2018-07-29,2.21,8.37,0.31,0.07,0.0,0.65,10.86,0.57,0.85,0.01,0.96,,0.55
2018-07-30,7.91,8.43,0.17,0.04,0.0,0.65,12.12,0.31,0.51,0.01,1.36,,0.45
2018-07-31,3.94,8.94,0.15,0.04,0.22,0.65,7.91,0.36,0.49,0.01,2.24,,0.51
2018-08-01,3.93,7.13,0.08,0.02,0.16,0.65,7.34,0.03,0.45,0.0,15.56,,0.43
2018-08-02,2.71,12.1,0.05,0.0,0.02,0.65,7.84,0.03,1.12,0.01,12.04,,0.55
2018-08-03,3.52,12.81,0.11,0.0,0.08,0.65,11.38,0.63,1.02,0.01,46.72,,0.59
2018-08-04,4.99,10.83,0.2,0.0,0.07,0.65,5.86,0.08,0.53,0.0,10.61,,0.72
2018-08-05,2.58,10.9,0.34,0.0,0.16,0.65,8.64,0.82,0.46,0.0,3.05,,0.67
2018-08-06,4.94,14.73,0.38,0.0,0.22,0.65,7.62,0.14,0.36,0.01,1.47,0.01,0.53
2018-08-07,4.14,17.74,0.53,0.0,0.38,0.65,7.2,0.02,0.31,0.02,2.85,0.01,0.0
2018-08-08,4.84,18.76,0.29,0.02,0.47,0.65,6.75,0.03,0.44,0.0,3.57,0.06,0.41
2018-08-09,3.73,16.18,0.28,0.01,0.6,0.65,5.88,0.03,1.98,0.01,13.25,0.24,0.66
2018-08-10,3.98,15.49,0.3,0.03,1.01,0.65,9.18,0.1,0.85,0.01,24.11,0.03,0.35
2018-08-11,4.38,16.26,0.26,0.03,0.79,0.65,11.65,0.09,0.37,0.01,4.92,0.03,0.41
2018-08-12,3.27,14.59,0.11,0.0,0.29,0.65,11.65,0.03,0.15,0.0,2.0,0.05,0.45
2018-08-13,6.34,19.19,0.13,0.0,0.24,0.65,8.93,0.04,0.19,0.0,1.5,0.03,0.31
2018-08-14,7.4,17.64,0.27,0.02,0.47,0.65,10.34,0.4,1.48,0.04,19.78,0.05,0.72
2018-08-15,6.275,13.99,0.11,0.01,0.16,0.65,11.11,1.06,0.43,0.01,1.36,0.0,0.655
2018-08-16,5.15,12.58,0.34,0.02,0.1,0.65,7.36,0.07,0.16,0.0,0.34,0.01,0.59
2018-08-17,3.77,13.59,0.32,0.03,0.58,0.65,10.23,0.1,0.21,0.03,0.61,0.02,0.62
2018-08-18,4.01,17.87,0.03,0.01,0.18,3.17,11.03,0.03,0.13,0.01,0.8,0.02,0.6
2018-08-19,1.59,17.28,0.0,0.02,0.11,16.89,10.81,1.54,0.28,0.01,5.54,0.0,0.6
2018-08-20,5.84,16.53,0.0,0.08,0.42,0.65,8.03,0.07,0.2,0.0,0.41,0.0,0.26
2018-08-21,3.18,14.03,0.07,0.0,0.28,0.65,4.98,0.0,0.18,0.0,0.18,0.03,0.27
2018-08-22,3.4,13.79,0.16,0.01,0.03,0.65,6.46,0.05,0.15,0.01,0.62,0.02,0.03
2018-08-23,2.88,13.67,0.04,0.0,0.11,1.07,7.12,0.03,0.26,0.0,0.8,0.01,
2018-08-24,1.94,17.94,0.25,0.01,0.38,0.65,9.67,0.12,0.32,0.01,6.46,0.03,
2018-08-25,5.85,17.22,0.11,0.02,0.0,0.65,7.516666666666667,0.05,0.35,0.01,15.82,0.06,
2018-08-26,19.16,15.04,0.07,0.0,0.25,0.65,5.363333333333333,0.14,0.2,0.01,6.65,0.01,
2018-08-27,32.47,15.42,0.14,0.0,0.26,1.02,3.21,0.25,0.52,0.01,2.79,0.08,
2018-08-28,5.54,15.1,0.19,0.03,0.14,0.79,5.75,0.28,0.67,0.0,19.94,0.09,
2018-08-29,4.79,12.15,0.14,0.01,0.17,0.65,11.83,0.16,0.56,0.01,9.49,0.08,0.27
2018-08-30,3.82,17.68,0.23,0.01,0.56,0.83,7.52,0.34,0.61,0.01,56.94,0.09,0.28
2018-08-31,6.18,19.06,0.02,0.01,0.44,0.65,4.19,0.1,0.88,0.01,95.81,0.04,1.19
2018-09-01,6.08,17.41,0.11,0.01,0.04,0.65,7.26,0.07,1.07,0.05,58.77,0.06,0.94
2018-09-02,2.99,12.84,0.0,0.0,0.61,0.65,1.93,0.14,0.51,0.01,9.66,0.13,1.23
2018-09-03,3.61,11.66,0.0,0.01,3.13,0.65,5.56,0.04,0.77,0.02,6.71,0.23,0.72
2018-09-04,3.87,12.52,0.0,0.01,0.5,0.65,5.25,0.08,1.17,0.02,47.73,0.15,1.01
2018-09-05,4.39,13.53,0.0,0.01,0.33,0.65,4.11,0.08,1.52,0.03,94.82,0.07,0.9166666666666666
2018-09-06,4.87,17.03,0.04,0.01,0.07,0.65,6.87,0.05,1.45,0.01,101.66,0.06,0.8233333333333333
2018-09-07,4.82,14.55,0.36,0.02,0.74,0.65,7.52,0.09,1.1,0.04,51.47,0.03,0.73
2018-09-08,3.14,13.21,0.01,0.02,0.21,0.65,8.23,0.04,0.81,0.02,55.15,0.13,0.93
2018-09-09,3.55,10.57,0.0,0.02,0.56,0.65,11.46,0.04,1.73,0.05,58.83,0.46,0.62
2018-09-10,3.25,7.64,0.0,0.03,0.89,0.65,11.24,0.0,2.49,0.04,62.51,0.23,1.09
2018-09-11,4.08,6.87,0.0,0.02,0.22,0.65,11.58,0.02,4.64,0.02,10.61,0.46,1.74
2018-09-12,4.25,6.15,0.0,0.01,0.12,0.65,9.22,0.07,3.12,0.04,44.5,0.64,0.42
2018-09-13,2.53,7.7,0.0,0.01,0.12,0.65,8.54,0.1,7.14,0.02,41.5,0.84,0.53
2018-09-14,4.48,8.63,0.0,0.03,0.27,0.65,9.74,0.04,3.14,0.02,39.87,0.35,1.47
2018-09-15,6.08,8.03,0.0,0.02,0.47,0.65,10.03,0.07,4.6,0.05,25.68,0.44,1.34
2018-09-16,5.44,7.99,0.0,0.02,0.0,0.65,10.48,0.01,3.21,0.01,46.33,0.82,0.48
2018-09-17,3.96,10.22,0.0,0.03,0.0,0.65,10.36,0.0,2.14,0.01,10.97,0.06,0.68
2018-09-18,5.14,11.18,0.0,0.01,0.0,0.65,10.57,0.06,2.53,0.01,49.11,0.23,1.34
2018-09-19,4.65,13.06,0.0,0.02,0.0,0.65,10.75,0.01,3.42,0.02,41.18,0.32,0.67
2018-09-20,4.42,17.18,0.04,0.01,0.0,0.65,10.58,0.05,1.86,0.03,70.66,0.08,0.04
