Date,AP005,BR007,DL017,DL025,DL030,GJ001,PB001,TG001,TG002,TG003,TG004,TG005,TG006
2018-09-21,2.75,13.1,0.04,0.01,0.0,0.65,10.26,0.07,0.84,0.01,7.07,0.07,0.0
2018-09-22,2.73,11.96,0.0,0.02,0.0,0.65,9.23,0.0,0.57,0.0,2.38,0.16,0.53
2018-09-23,3.97,10.09,0.0,0.01,0.0,0.65,7.31,0.01,1.43,0.0,1.78,0.24,1.24
2018-09-24,2.71,11.44,0.0,0.02,0.0,0.65,6.79,0.06,5.35,0.03,2.52,0.88,0.15
2018-09-25,2.89,11.9,0.02,0.02,0.0,0.65,12.25,0.22,4.31,0.02,11.22,1.08,1.92
2018-09-26,4.23,11.19,0.04,0.02,0.0,0.65,15.71,0.27,7.8,0.06,46.55,2.36,2.41
2018-09-27,4.6,8.25,0.22,0.01,0.0,0.65,13.8,0.11,5.24,0.06,6.04,0.61,1.07
2018-09-28,2.91,9.66,0.42,0.04,0.0,0.65,15.15,0.13,8.54,0.1,79.65,0.51,0.91
2018-09-29,3.56,7.7,0.34,0.05,0.0,0.65,14.48,0.05,9.23,0.08,132.97,1.04,0.99
2018-09-30,2.39,5.65,0.09,0.01,0.0,0.65,15.52,0.06,9.91,0.05,88.84,0.85,0.62
2018-10-01,2.68,6.31,0.16,0.02,0.0,0.65,15.25,0.02,3.84,0.03,11.24,0.42,1.14
2018-10-02,4.5,6.64,0.16,0.0,0.0,1.28,15.23,0.05,3.39,0.07,26.74,0.11,1.01
2018-10-03,2.01,9.21,0.14,0.01,0.0,3.3,14.76,0.02,3.14,0.01,3.4,0.11,0.43
2018-10-04,4.11,11.24,0.24,0.01,0.0,4.34,13.28,0.04,2.9,0.01,3.18,0.19,1.67
2018-10-05,3.98,11.6,0.23,0.03,0.0,4.34,8.32,0.03,3.1,0.01,3.36,0.21,1.48
2018-10-06,5.1,8.99,0.0,0.03,0.0,5.84,12.6,0.02,4.47,0.06,28.84,0.35,1.83
2018-10-07,2.67,7.71,0.0,0.01,0.03,7.16,14.68,0.03,4.72,0.04,31.18,0.35,1.56
2018-10-08,2.22,10.06,0.0,0.02,0.62,7.16,10.72,0.03,5.1,0.04,12.3,0.3,1.31
2018-10-09,2.6,14.79,0.0,0.01,0.21,7.16,8.76,0.02,5.65,0.08,86.5,0.52,1.74
2018-10-10,3.41,15.34,0.0,0.01,0.04,7.16,10.38,0.04,7.1,0.11,133.6,0.35,2.17
2018-10-11,5.2,13.19,0.0,0.0,0.02,7.16,7.66,0.11,5.97,0.05,123.29,0.13,2.6
2018-10-12,3.65,13.94,0.0,0.03,0.54,7.16,12.73,0.04,4.5,0.07,109.98,0.17,2.42
2018-10-13,2.26,11.4,0.0,0.01,3.18,7.16,14.86,0.1,7.91,0.06,68.8,0.91,2.1
2018-10-14,3.73,7.46,0.02,0.01,1.04,7.16,14.5,0.03,3.72,0.05,70.52,0.22,2.15
2018-10-15,4.86,7.67,0.26,0.01,0.63,7.16,10.83,0.02,3.05,0.0,6.81,0.16,1.98
2018-10-16,3.34,7.28,0.2,0.02,1.08,7.16,7.83,0.01,2.17,0.0,8.13,0.39,2.09
2018-10-17,2.59,10.19,0.24,0.05,0.26,7.16,9.42,0.04,4.28,0.02,3.54,0.87,1.34
2018-10-18,5.72,15.12,0.59,0.06,0.36,7.16,10.72,0.07,3.08,0.02,1.83,0.59,1.42
2018-10-19,4.89,12.58,0.22,0.05,0.0,7.16,10.52,0.04,3.98,0.04,6.18,0.46,1.61
2018-10-20,4.47,9.21,0.17,0.01,,7.16,9.03,0.07,6.72,0.08,19.71,0.81,2.73
2018-10-21,5.09,11.05,0.21,0.0,,7.16,12.19,0.03,6.574999999999999,0.12,20.85,0.0,1.41
2018-10-22,4.12,12.18,0.2,0.0,,7.16,11.45,0.09,6.43,0.06,26.12,0.475,1.78
2018-10-23,5.88,14.32,0.1,0.02,,7.16,9.5,0.09,6.43,0.04,12.09,0.95,1.75
2018-10-24,5.26,10.68,0.0,0.05,,7.16,8.39,0.07,6.07,0.03,33.19,0.59,2.22
2018-10-25,6.04,13.87,0.0,0.05,,7.16,10.25,0.04,7.29,0.06,27.05,1.3,2.02
2018-10-26,3.33,19.37,0.0,0.01,0.05,7.16,11.32,0.0,4.97,0.03,5.68,0.96,3.81
2018-10-27,4.8,19.03,0.3,0.0,0.2,7.16,11.77,0.09,8.24,0.07,55.79,0.77,17.13
2018-10-28,1.27,14.99,0.55,0.0,0.01,7.16,13.46,0.0,3.71,0.17,55.65,0.53,5.89
2018-10-29,1.4,14.97,0.56,0.0,0.16,33.44,11.44,0.0,9.27,0.01,20.81,0.27,2.39
2018-10-30,1.39,15.7,0.86,0.0,0.57,109.23,9.24,0.0,3.84,0.07,47.06,0.07,2.35
2018-10-31,1.41,16.14,0.93,0.0,0.31,3.27,11.31,0.0,4.88,0.2,66.11,0.19,2.55
2018-11-01,1.4,21.2,0.66,0.0,0.52,7.26,9.26,0.01,4.41,0.04,41.15,0.25,2.14
2018-11-02,1.5,18.39,0.52,0.0,1.99,6.95,6.98,0.01,3.83,0.07,25.43,0.28,1.63
2018-11-03,1.27,13.87,0.03,0.0,0.5,15.09,8.81,0.03,3.32,0.04,3.33,0.34,1.69
2018-11-04,0.95,17.58,0.0,0.0,0.3,53.35,2.86,0.04,2.28,0.02,1.26,0.54,1.58
2018-11-05,1.68,18.72,0.09,0.0,0.25,26.9,5.01,0.04,3.92,0.04,1.81,0.4,1.8
2018-11-06,4.49,11.05,0.07,0.0,0.23,11.36,11.73,0.08,6.06,0.04,15.19,0.46,1.77
2018-11-07,3.61,7.34,0.05,0.0,0.28,11.42,14.0,0.06,3.8,0.03,1.98,0.31,1.66
2018-11-08,4.25,9.93,0.33,0.0,0.0,13.92,6.07,0.03,3.16,0.03,1.49,0.23,1.57
2018-11-09,2.97,9.0,0.49,0.0,0.0,11.32,11.45,0.06,4.3,0.04,6.58,0.24,2.12
2018-11-10,3.38,11.45,0.77,0.0,0.0,12.11,13.02,0.05,4.05,0.04,6.04,0.18,2.26
2018-11-11,1.2,11.51,0.57,0.0,0.0,15.01,9.36,0.0,2.58,0.02,35.74,0.28,2.93
2018-11-12,2.41,10.28,0.16,0.0,0.0,13.11,8.87,0.0,2.78,0.03,18.06,0.55,2.95
2018-11-13,1.65,7.7,0.05,0.01,0.98,15.48,9.11,0.01,3.95,0.05,56.44,0.27,3.07
2018-11-14,1.38,9.74,0.01,0.0,2.39,6.81,4.13,0.02,5.03,0.11,73.64,0.51,2.07
2018-11-15,1.58,12.04,0.0,0.0,1.86,6.81,4.33,0.0,5.28,0.07,96.57,0.36,1.49
2018-11-16,1.96,11.15,0.0,0.0,1.96,6.81,8.72,0.01,2.91,0.06,71.41,0.41,1.07
2018-11-17,1.96,9.86,0.01,0.0,4.66,6.81,10.12,0.05,2.43,0.02,3.51,0.31,0.72
2018-11-18,2.05,11.87,0.0,0.01,24.18,6.81,10.09,0.02,1.65,0.02,1.53,0.29,0.75
2018-11-19,1.53,23.74,0.0,0.0,5.48,6.81,7.84,0.01,2.22,0.02,2.25,0.3,0.69
2018-11-20,1.33,25.43,0.0,0.0,9.48,6.81,8.36,0.1,4.51,0.03,2.81,0.29,0.76
2018-11-21,,19.97,0.0,0.0,0.58,6.81,7.91,0.01,3.59,0.02,4.26,0.19,1.0
2018-11-22,,23.97,0.0,0.0,0.12,6.81,11.97,0.02,3.95,0.03,8.08,0.21,1.01
2018-11-23,,19.14,0.0,0.0,5.81,6.81,8.49,0.02,4.55,0.05,83.13,0.2,0.96
2018-11-24,,11.18,0.0,0.0,4.03,6.81,9.28,0.03,6.38,0.07,53.07,1.19,1.43
2018-11-25,,11.74,0.0,0.0,0.9,6.81,13.36,0.01,3.27,0.01,7.78,0.53,1.44
2018-11-26,,21.44,0.0,0.0,5.73,6.81,12.22,0.01,3.89,0.05,10.76,0.34,1.14
2018-11-27,,21.89,0.01,0.02,15.81,6.81,13.63,0.06,5.35,0.09,8.98,0.54,1.07
2018-11-28,,19.45,0.0,0.01,1.32,6.84,11.14,0.08,6.88,0.09,5.62,0.48,1.15
2018-11-29,,18.78,0.0,0.05,,6.89,11.75,0.04,7.94,0.14,14.59,0.59,1.47
2018-11-30,2.59,17.72,0.0,0.0,,6.9,9.59,0.0,4.13,0.05,70.69,0.45,1.16
2018-12-01,2.17,14.65,0.0,0.01,,6.9,12.07,0.02,4.38,0.07,33.7,0.47,0.88
2018-12-02,2.293333333333333,14.01,0.0,0.01,,6.89,12.0,0.06,5.92,0.02,6.21,0.56,0.9
2018-12-03,2.416666666666667,15.16,0.0,0.05,0.09,6.88,8.0,0.05,4.49,0.07,9.91,0.24,0.7
2018-12-04,2.54,20.12,0.0,0.03,0.34,6.93,7.97,0.04,4.05,0.03,28.29,0.34,0.88
2018-12-05,2.3,16.37,0.0,0.02,0.02,6.94,10.88,0.06,2.98,0.01,1.11,0.3,0.78
2018-12-06,2.19,15.11,0.0,0.0,0.21,6.93,14.09,0.06,4.62,0.04,2.47,0.31,1.68
2018-12-07,1.13,14.52,0.02,0.0,52.43,6.95,9.04,0.03,2.94,0.02,1.44,0.11,1.5
2018-12-08,2.57,13.16,0.0,0.0,18.72,6.93,9.91,0.03,2.78,0.03,3.27,0.18,1.65
2018-12-09,3.06,14.26,0.02,0.0,2.85,6.96,12.65,0.03,3.77,0.01,1.27,0.34,0.92
2018-12-10,2.39,24.66,0.0,0.0,23.36,6.94,10.59,0.02,2.14,0.0,3.22,0.22,1.14
2018-12-11,3.38,25.27,0.0,0.01,7.74,6.95,8.26,0.06,4.45,0.03,55.94,0.18,1.84
2018-12-12,2.67,29.33,0.0,0.0,41.3,6.95,7.87,0.03,2.7,0.02,12.57,0.19,1.91
2018-12-13,2.48,28.28,0.0,0.0,14.42,6.94,7.89,0.03,3.67,0.02,5.61,0.13,1.69
2018-12-14,1.38,20.7,0.0,0.01,19.96,6.9,5.19,0.01,4.78,0.01,4.01,0.49,2.83
2018-12-15,1.03,12.92,0.0,0.0,3.22,6.97,5.52,0.02,2.25,0.0,1.18,0.32,1.96
2018-12-16,0.99,11.65,0.0,0.0,0.52,6.94,5.91,0.0,1.18,0.0,40.87,0.08,1.57
2018-12-17,0.52,12.52,0.0,0.0,0.09,6.93,7.42,0.0,0.9,0.0,26.33,0.0,0.94
2018-12-18,3.78,11.58,0.0,0.0,0.09,6.94,9.47,0.0,0.82,0.0,8.1,0.12,0.71
2018-12-19,1.84,12.57,0.0,0.0,0.0,6.96,11.26,0.01,0.5,0.01,19.18,0.14,1.12
2018-12-20,1.84,14.56,0.02,0.0,0.05,7.0,9.35,0.02,0.5,0.02,57.24,0.39,1.72
2018-12-21,1.94,13.13,0.0,0.0,0.08,7.0,9.05,0.01,2.3,0.01,52.09,0.58,1.77
2018-12-22,1.26,15.14,0.02,0.01,0.07,6.99,8.49,0.03,4.15,0.03,25.38,0.22,5.88
2018-12-23,0.01,11.18,0.0,0.02,97.99,6.96,7.06,0.04,2.92,0.02,2.94,0.29,25.34
2018-12-24,1.35,10.06,0.0,0.02,0.85,6.95,6.72,0.03,5.43,0.02,34.73,0.22,2.82
2018-12-25,3.91,8.34,0.0,0.02,59.35,6.94,6.83,0.23,4.21,0.03,5.85,0.19,1.35
2018-12-26,5.12,12.58,0.0,0.01,16.27,6.94,7.22,0.09,2.96,0.01,3.04,0.43,0.53
2018-12-27,4.13,15.14,0.0,0.0,0.0,6.99,8.33,0.05,3.49,0.03,54.35,0.31,0.73
2018-12-28,2.4,11.06,0.0,0.01,0.0,6.93,6.44,0.01,2.17,0.04,129.28,0.33,1.08
2018-12-29,1.69,13.33,0.0,0.0,0.0,6.94,11.8,0.0,2.67,0.06,63.04,0.12,1.18
2018-12-30,0.77,12.04,0.0,0.0,0.0,6.98,9.25,0.01,3.29,0.0,6.03,0.2,1.16
2018-12-31,3.87,12.79,0.0,0.0,0.0,6.93,9.09,0.01,5.33,0.04,15.07,0.3,1.32
2019-01-01,5.23,17.17,0.0,0.02,0.0,6.93,6.66,0.01,6.09,0.12,15.03,0.31,2.24
2019-01-02,3.89,23.23,0.0,0.01,0.0,6.99,9.93,0.08,7.98,0.12,10.2,0.6,0.95
2019-01-03,4.75,19.92,0.0,0.01,0.47,7.0,8.12,0.16,9.05,0.1,25.37,1.34,1.8
2019-01-04,3.98,17.84,0.0,0.01,0.03,6.98,8.44,0.09,6.81,0.14,19.72,0.65,1.83
2019-01-05,1.29,25.27,0.0,0.0075,0.13,6.97,7.0,0.11,3.84,0.06,2.18,0.32,1.01
2019-01-06,1.99,24.23,0.0,0.0049999999999999,0.12,7.02,6.12,0.08,2.59,0.03,2.23,0.19,0.45
2019-01-07,2.51,15.72,0.0,0.0024999999999999,0.12,6.99,5.53,0.09,5.18,0.02,17.49,0.68,0.83
2019-01-08,4.8,10.87,0.0,0.0,0.29,6.99,5.34,0.04,7.58,0.06,73.59,1.46,0.77
2019-01-09,3.39,10.18,0.0,0.02,0.64,7.07,4.32,0.09,8.89,0.09,76.79,0.96,1.21
2019-01-10,2.42,13.45,0.0,0.01,0.83,7.02,6.18,0.08,6.83,0.1,22.55,0.34,2.1
2019-01-11,1.12,21.31,0.0,0.0,0.3,7.02,7.25,0.09,3.29,0.04,4.62,0.15,0.95
2019-01-12,2.31,20.44,0.0,0.01,0.27,6.96,4.91,0.36,2.93,0.02,2.41,0.28,0.83
2019-01-13,2.59,18.76,0.0,0.0,0.17,6.95,5.02,0.08,2.01,0.02,0.76,0.2,1.36
2019-01-14,3.12,11.02,0.0,0.0,0.04,7.03,3.56,0.05,2.89,0.03,1.4,0.18,1.49
2019-01-15,4.0,9.96,0.0,0.02,0.05,7.03,5.08,0.03,3.3,0.06,20.34,0.24,2.59
2019-01-16,0.61,14.44,0.0,0.0,0.08,6.94,6.95,0.03,3.16,0.02,11.54,0.15,2.17
2019-01-17,1.03,17.1,0.0,0.005,0.15,6.97,6.77,0.11,5.56,0.05,31.26,0.61,1.94
2019-01-18,1.86,14.33,0.0,0.01,0.08,6.96,5.41,0.14,4.62,0.05,23.14,0.44,1.73
2019-01-19,3.32,11.86,0.0,0.0,0.15,6.96,6.21,0.1,4.34,0.06,7.39,0.31,1.6
2019-01-20,4.29,11.12,0.0,0.0,0.25,6.95,5.76,0.06,5.2,0.1,56.29,0.44,2.1
2019-01-21,4.08,20.69,0.0,0.0,0.07,6.95,2.56,0.16,3.58,0.04,2.19,0.49,1.36
2019-01-22,4.31,19.3,0.0,0.0,0.01,7.02,2.36,0.03,1.95,0.01,1.28,0.15,1.34
2019-01-23,3.82,11.72,0.0,0.0,0.02,6.95,2.76,0.05,1.79,0.01,1.64,0.09,1.11
2019-01-24,4.62,10.23,0.0,0.0,0.03,6.92,0.0,0.06,2.6,0.0,1.58,0.18,1.01
2019-01-25,6.46,11.69,0.0,0.01,0.01,6.95,0.23,0.03,1.2,0.0,1.02,0.11,0.82
2019-01-26,1.84,8.29,0.0,0.0,0.04,6.95,0.01,0.01,1.03,0.0,2.42,0.01,0.83
2019-01-27,0.63,6.04,0.0,0.01,0.03,6.93,1.0,0.0,0.8,0.0,3.5,0.04,0.91
2019-01-28,1.37,8.37,0.0,0.0,0.06,6.93,2.71,0.0,2.69,0.0,2.2,0.12,1.03
2019-01-29,1.34,6.87,0.0,0.0,0.01,6.92,3.49,0.0,1.91,0.01,2.2,0.1,1.03
2019-01-30,0.87,7.12,0.0,0.0,0.02,6.94,0.64,0.03,3.75,0.04,5.48,0.21,1.31
2019-01-31,0.82,12.12,0.0,0.0,0.0,6.93,0.38,0.07,3.96,0.03,36.49,0.2,0.8
2019-02-01,1.38,12.95,0.0,0.0,0.0,6.93,0.22,0.08,3.46,0.04,5.26,0.32,0.57
2019-02-02,3.69,11.51,0.0,0.0,0.0,6.92,0.08,0.13,3.78,0.04,3.71,0.24,0.73
2019-02-03,2.85,7.26,0.0,0.0,0.0,6.94,0.0,0.03,2.18,0.02,4.82,0.02,0.84
2019-02-04,1.24,7.74,0.0,0.0,0.0,7.02,1.1,0.03,2.48,0.02,10.57,0.0,0.91
2019-02-05,2.48,8.32,0.0,0.02,0.0,7.06,4.79,0.05,3.16,0.03,3.38,0.66,0.95
2019-02-06,3.23,8.34,0.35,0.0,0.0,6.94,5.11,0.06,3.64,0.04,3.91,0.4,0.82
2019-02-07,2.66,10.4,1.4,16.06,0.0,6.93,5.11,0.02,1.24,0.0,1.17,0.11,0.66
2019-02-08,1.72,7.65,1.14,21.43,0.08,6.97,3.51,0.01,4.06,0.01,55.54,0.56,0.69
2019-02-09,0.5,6.05,1.4,2.37,0.28,6.9,1.52,0.04,5.68,0.01,103.33,0.35,1.46
2019-02-10,0.58,5.5,5.87,12.25,5.48,6.91,1.52,0.04,0.95,0.01,4.77,0.06,1.16
2019-02-11,0.17,7.23,4.33,15.69,17.43,6.92,1.52,0.0,1.9,0.01,2.57,0.08,0.86
2019-02-12,0.28,7.39,0.01,16.08,14.23,6.9,4.54,0.01,2.45,0.02,2.63,0.2,0.98
2019-02-13,0.26,7.38,1.88,18.82,13.44,6.99,6.46,0.03,4.15,0.04,4.25,0.23,1.04
2019-02-14,1.07,7.84,1.77,9.41,8.85,6.95,5.26,0.06,3.06,0.04,1.69,0.21,0.9
2019-02-15,0.37,7.91,2.61,2.82,6.71,6.98,5.73,0.04,0.98,0.0,0.56,0.17,0.7
2019-02-16,0.68,6.27,0.3,3.15,6.6475,6.98,5.73,0.04,2.95,0.02,36.58,1.02,0.8
2019-02-17,0.44,4.72,0.32,5.42,6.585,7.03,5.73,0.02,2.92,0.01,36.0,0.21,0.68
2019-02-18,0.64,4.57,0.8300000000000001,4.85,6.5225,7.02,5.21,0.02,3.29,0.05,17.02,0.3,0.67
2019-02-19,0.41,8.99,1.34,4.28,6.46,6.99,4.26,0.02,2.35,0.01,3.83,0.2,0.55
2019-02-20,0.62,7.77,2.13,3.01,9.08,7.0,3.92,0.02,1.64,0.01,1.24,0.08,0.41
2019-02-21,0.9,8.05,1.44,5.41,5.53,7.03,2.91,0.03,1.93,0.01,1.46,0.08,0.65
2019-02-22,0.41,9.74,1.45,6.77,5.28,7.03,3.33,0.04,2.81,0.02,2.84,0.16,0.71
2019-02-23,0.65,6.06,0.89,1.11,3.52,6.97,4.56,0.08,4.38,0.05,7.65,0.07,3.44
2019-02-24,0.46,4.37,0.75,0.0,4.61,7.02,4.75,0.06,1.63,0.02,26.64,0.01,0.86
2019-02-25,0.67,8.12,0.01,0.0,6.62,7.02,4.47,0.03,1.49,0.0,16.36,0.0,0.44
2019-02-26,0.64,12.94,0.0,0.0,4.25,7.08,3.79,0.02,2.7,0.02,35.81,0.03,0.71
2019-02-27,0.7566666666666667,10.87,0.0,0.0,3.69,7.09,3.38,0.02,2.83,0.06,96.09,0.06,0.5
2019-02-28,0.8733333333333334,6.57,0.0,0.0,6.36,7.04,2.54,0.01,2.08,0.0,28.67,0.07,0.98
2019-03-01,0.99,6.28,0.0,0.13,4.12,6.94,2.65,0.01,2.56,0.02,19.7,0.15,1.04
2019-03-02,0.59,7.8,0.0,2.09,6.42,7.07,2.56,,0.8,0.0,1.05,0.1,1.06
2019-03-03,0.44,5.71,0.05,0.26,3.78,7.04,2.52,,0.9966666666666668,0.0,0.65,0.05,1.06
2019-03-04,0.5,5.39,0.06,0.75,4.14,7.04,2.57,,1.1933333333333334,0.0,7.09,0.0,1.09
2019-03-05,0.55,6.79,0.0,1.4,4.95,7.03,3.56,,1.39,0.04,71.47,0.0,1.21
2019-03-06,0.6,6.48,0.0,1.98,3.52,6.98,4.28,,2.15,0.04,79.18,0.0,1.38
2019-03-07,0.34,4.68,0.0,0.8,4.28,7.03,4.76,0.01,4.05,0.02,83.27,0.13,1.29
2019-03-08,0.69,5.49,0.0,0.36,3.07,7.1,4.26,0.0,2.12,0.03,33.72,0.13,1.9
2019-03-09,1.6,5.85,0.0,0.46,2.16,7.08,4.39,0.04,2.28,0.02,7.28,0.05,1.66
2019-03-10,0.37,6.95,0.0,0.41,2.37,7.06,5.84,0.03,1.64,0.01,4.05,0.09,1.31
2019-03-11,0.46,5.9,0.0,0.72,1.25,7.08,5.47,0.03,1.34,0.0,0.82,0.11,1.5
2019-03-12,0.68,6.65,0.0,0.29,1.72,7.05,7.53,0.22,1.13,0.0,8.67,0.1,1.23
2019-03-13,0.54,6.48,0.0,1.19,4.07,7.04,11.08,0.34,0.83,0.0,2.41,0.04,1.9
2019-03-14,0.67,5.35,0.01,0.53,1.87,6.95,10.09,0.03,1.11,0.01,31.33,0.07,1.56
2019-03-15,0.18,5.37,0.0,1.14,1.33,6.98,12.65,0.03,1.79,0.05,21.6,0.12,1.68
2019-03-16,0.16,5.32,0.0,0.0,1.48,7.03,13.13,0.01,1.04,0.0,1.18,0.05,1.76
2019-03-17,0.2,3.79,0.0,0.0,1.25,6.97,14.22,0.03,0.5800000000000001,0.0,0.59,0.0,1.49
2019-03-18,0.91,4.42,0.0,0.0,1.37,7.03,11.72,0.01,0.12,0.0,3.4,0.02,1.2
2019-03-19,2.35,4.76,0.0,0.0,1.08,7.01,9.83,0.01,0.46,0.0,1.61,0.09,1.17
2019-03-20,0.92,7.05,0.0,0.0,0.98,6.97,7.95,0.02,0.77,0.0,0.73,0.1,1.2
2019-03-21,1.61,5.3,0.0,0.0,1.19,6.98,11.45,0.0,0.57,0.0,0.68,0.03,1.04
2019-03-22,1.51,4.3,0.01,0.0,1.05,6.99,9.46,0.02,0.95,0.36,21.17,0.1,1.58
2019-03-23,1.52,2.95,0.0,0.0,1.24,7.02,12.51,0.06,1.89,1.65,3.36,0.17,1.71
2019-03-24,1.12,3.18,0.01,0.0,1.21,7.03,12.22,0.08,1.94,1.56,2.04,0.23,1.48
2019-03-25,0.88,5.11,0.01,0.0,1.41,6.99,12.59,0.04,2.19,1.08,1.47,0.2,2.88
2019-03-26,0.49,6.5,0.0,0.0,0.99,6.98,10.25,0.05,1.95,0.94,6.46,0.24,3.15
2019-03-27,0.51,6.6,0.0033333333333333,0.0,1.01,7.03,12.0,0.03,2.1,1.38,4.28,0.15,6.99
2019-03-28,0.43,7.61,0.0066666666666666,0.0,1.62,7.03,9.69,0.06,2.79,1.59,4.54,0.13,3.02
2019-03-29,0.66,9.31,0.01,0.0,1.99,7.06,10.15,0.12,3.48,2.05,3.78,0.44,1.71
2019-03-30,0.76,9.64,0.0,1.24,0.82,7.07,7.92,0.08,2.67,2.38,1.65,0.22,2.02
2019-03-31,0.91,5.71,0.0,3.24,0.72,7.0,11.82,0.04,1.77,1.66,10.44,0.01,1.5550000000000002
2019-04-01,0.93,5.53,0.0,2.24,0.58,7.08,8.73,0.06,2.5,2.48,18.45,0.13,1.09
2019-04-02,0.71,6.34,0.01,3.33,1.17,7.11,11.17,0.04,2.47,1.71,3.8,0.04,1.56
2019-04-03,0.7,7.94,0.01,2.91,0.69,7.17,13.28,0.02,1.79,0.54,2.16,0.06,1.19
2019-04-04,1.02,5.46,0.02,3.45,0.63,7.17,10.8,0.0,1.93,1.01,1.26,0.04,1.55
2019-04-05,0.9,5.61,0.02,2.78,0.74,7.06,12.88,0.01,0.39,0.47,10.96,0.0,1.43
2019-04-06,0.88,5.49,0.02,3.6,0.69,7.08,10.46,0.02,0.46,0.38,10.12,0.18,1.77
2019-04-07,0.79,4.43,0.0,2.61,0.63,7.08,9.02,0.01,0.19,0.09,3.42,0.05,1.51
2019-04-08,0.87,5.91,0.0,1.49,0.39,7.09,7.3,0.02,,0.33,3.14,0.09,1.46
2019-04-09,0.74,5.93,0.01,2.12,0.45,7.09,7.33,0.08,,0.72,1.91,0.27,1.41
2019-04-10,0.66,5.43,0.01,3.19,0.65,7.14,7.89,0.32,,0.56,15.68,0.34,1.55
2019-04-11,0.955,5.54,0.01,2.84,0.55,7.16,7.71,0.04,,0.01,3.2,0.12,1.25
2019-04-12,1.25,5.86,0.01,3.13,0.52,7.11,8.04,0.02,0.62,0.11,1.09,0.06,1.74
2019-04-13,1.38,5.1,0.01,1.48,0.54,7.14,6.49,0.02,2.0,0.65,5.08,0.03,1.54
2019-04-14,0.72,4.26,0.0,2.85,0.45,7.18,8.05,0.09,2.64,1.7,6.1,0.24,1.53
